"interview__key","y5_hhid","y4_hhid","indidy5","hh_b01","hh_b02","hh_b03_1","hh_b03_2","hh_b04","hh_b05","hh_b06","hh_b07","hh_b08","hh_b09_1","hh_b0a","hh_b0b","hh_b10","hh_b11","hh_b12_1","hh_b12_2","hh_b13","hh_b14","hh_b15_1","hh_b15_2","hh_b16","hh_b17","hh_b18","hh_b19","hh_b20","hh_b21_1","hh_b21_2","hh_b21_3","hh_b21_4","hh_b22","hh_b23_1","hh_b23_2","hh_b23_3","hh_b23_4","hh_b24","hh_b25","hh_b26","hh_b27_2","hh_b27_3","hh_b28","hh_b29_2","hh_b29_3"
"59-59-99-49","1042-001-02","1042-001",1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",27,1,2,1,30,1,1,,0,9,97,,,3,97,,,3,1,5,,,,,,,,,,,,,99,,,,,
"68-38-43-94","1043-001-01","1043-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",44,1,1,1,30,1,2,2,0,10,98,,4,8,98,,35,8,1,1,1,2,,,,1,2,,,,2,,14,2,23,5,7,71
"68-38-43-94","1043-001-01","1043-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",44,2,2,1,30,1,1,,0,16,97,,,1,98,,38,1,1,1,1,2,,,,1,1,,,,2,,14,2,23,5,2,23
"68-38-43-94","1043-001-01","1043-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",20,3,3,2,0,1,2,1,8,14,96,1,,,96,2,,,1,6,,,,,,,,,,,,,6,2,23,4,2,23
"68-38-43-94","1043-001-01","1043-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",18,3,4,1,0,1,2,2,8,14,96,1,,,96,2,,,1,6,,,,,,,,,,,,,99,,,,,
"68-38-43-94","1043-001-01","1043-001",5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",10,3,5,1,30,1,2,2,0,14,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"68-38-43-94","1043-001-01","1043-001",6,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",9,3,6,1,30,1,2,2,0,14,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"68-38-43-94","1043-001-01","1043-001",10,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",5,3,99,1,30,1,2,2,0,14,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"68-38-43-94","1043-001-01","1043-001",11,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",3,3,99,1,30,1,2,2,0,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"51-52-11-49","1044-001-01","1044-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",47,1,1,1,27,1,1,,0,7,98,,14,2,97,,,3,1,4,,,,,,,,,,,,,11,2,23,5,2,22
"51-52-11-49","1044-001-01","1044-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",15,3,99,2,7,1,2,1,0,14,96,1,,,97,,,2,1,6,,,,,,,,,,,,,12,2,21,4,2,21
"51-52-11-49","1044-001-01","1044-001",5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",13,3,99,2,30,1,2,1,0,14,96,1,,,97,,,2,1,6,,,,,,,,,,,,,99,,,,,
"36-76-76-33","1045-001-01","1045-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",57,1,1,1,30,1,1,,0,11,98,,30,1,98,,55,1,1,1,1,3,,,,2,,,,,1,1,26,2,23,5,3,34
"36-76-76-33","1045-001-01","1045-001",2,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",35,10,99,1,30,1,1,,3,7,97,,,5,98,,27,1,1,6,,,,,,,,,,,,,1,2,23,5,3,34
"68-51-31-95","1058-001-01","1058-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",33,1,1,1,0,1,2,2,0,1,97,,,3,98,,26,1,1,1,1,3,,,,1,2,,,,2,,5,2,24,5,24,243
"68-51-31-95","1058-001-01","1058-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",30,2,2,1,30,1,1,,0,1,98,,5,3,98,,6,1,1,1,1,3,,,,1,1,,,,2,,5,2,24,5,24,243
"68-51-31-95","1058-001-01","1058-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",7,3,6,1,30,1,2,2,0,14,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"68-51-31-95","1058-001-01","1058-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",6,3,99,1,30,1,2,2,0,14,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"68-51-31-95","1058-001-01","1058-001",5,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",4,3,99,1,30,1,2,2,0,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"68-51-31-95","1058-001-01","1058-001",6,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,3,99,1,30,1,2,2,0,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"68-51-31-95","1058-001-01","1058-001",7,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0,3,99,1,0,1,2,2,0,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"71-14-80-87","1059-001-01","1059-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",57,1,1,1,31,1,1,,0,1,98,,52,1,97,,,1,1,2,1,3,3,,,1,2,,,,2,,12,13,136,5,24,243
"71-14-80-87","1059-001-01","1059-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",53,2,2,1,31,1,1,,0,1,97,,,2,98,,47,1,1,1,1,3,,,,2,,,,,1,,12,13,136,3,24,243
"71-14-80-87","1059-001-01","1059-001",6,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",25,3,6,1,31,1,1,,0,1,96,1,,,96,2,,,1,2,1,3,3,,,1,7,20,,,2,,12,13,136,4,24,243
"71-14-80-87","1059-001-01","1059-001",7,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",25,3,7,1,31,1,1,,0,1,97,,,1,97,,,1,1,1,1,3,,,,1,6,,,,2,,11,24,243,4,24,243
"71-14-80-87","1059-001-01","1059-001",9,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",7,6,8,1,31,1,1,,0,11,96,6,,,96,7,,,2,,,,,,,,,,,,,,,,,,,
"71-14-80-87","1059-001-01","1059-001",16,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",14,6,99,1,31,1,2,1,0,11,97,,,3,97,,,3,1,6,,,,,,,,,,,,,12,13,136,4,13,136
"71-14-80-87","1059-001-01","1059-001",17,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",5,6,99,1,31,1,2,1,0,17,96,6,,,96,7,,,2,,,,,,,,,,,,,,,,,,,
"71-14-80-87","1059-001-01","1059-001",18,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",3,6,99,1,31,1,2,1,0,17,96,6,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"71-14-80-87","1059-001-01","1059-001",19,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,6,99,1,31,1,2,1,0,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"71-14-80-87","1059-001-01","1059-001",20,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",18,10,99,1,31,1,1,,0,11,97,,,3,97,,,3,1,1,1,3,,,,1,1,,,,2,,1,13,136,3,13,136
"71-14-80-87","1059-001-01","1059-001",21,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",34,3,99,1,31,1,1,,0,1,96,1,,,96,2,,,1,5,,,,,,,,,,,,,2,13,136,7,24,243
"71-14-80-87","1059-001-01","1059-001",22,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",10,6,99,1,31,1,2,1,0,14,97,,,3,96,21,,,2,,,,,,,,,,,,,,,,,,,
"71-14-80-87","1059-001-01","1059-001",23,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",7,6,99,1,31,1,2,1,0,11,97,,,3,96,21,,,2,,,,,,,,,,,,,,,,,,,
"71-14-80-87","1059-001-01","1059-001",24,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",5,6,99,1,31,1,2,1,0,11,97,,,3,96,21,,,2,,,,,,,,,,,,,,,,,,,
"71-14-80-87","1059-001-01","1059-001",25,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,6,99,1,31,1,2,6,0,17,97,,,3,96,21,,,2,,,,,,,,,,,,,,,,,,,
"79-06-68-49","1059-001-03","1059-001",1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",42,1,3,1,31,1,1,,0,1,98,,29,1,98,,1,1,1,1,2,2,,,,2,,,,,1,,12,13,136,3,13,136
"79-06-68-49","1059-001-03","1059-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",14,3,4,1,31,1,2,1,0,14,97,,,3,96,1,,,1,6,,,,,,,,,,,,,2,13,136,4,13,136
"79-06-68-49","1059-001-03","1059-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",11,3,5,1,31,1,2,1,0,11,97,,,3,96,1,,,2,,,,,,,,,,,,,,,,,,,
"79-06-68-49","1059-001-03","1059-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",22,3,99,1,31,1,1,,0,11,97,,,3,96,1,,,1,5,,,,,,,,,,,,,3,13,136,4,13,136
"79-06-68-49","1059-001-03","1059-001",5,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",19,3,99,1,31,1,2,1,0,11,97,,,3,96,1,,,1,4,,,,,,,,,,,,,3,13,136,5,13,136
"79-06-68-49","1059-001-03","1059-001",6,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",3,3,99,1,31,1,2,1,0,17,97,,,3,96,1,,,2,,,,,,,,,,,,,,,,,,,
"79-06-68-49","1059-001-03","1059-001",7,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,3,99,1,31,1,2,1,0,17,97,,,3,96,1,,,2,,,,,,,,,,,,,,,,,,,
"79-06-68-49","1059-001-03","1059-001",8,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",7,3,99,1,31,1,2,1,0,11,97,,,3,96,1,,,2,,,,,,,,,,,,,,,,,,,
"79-06-68-49","1059-001-03","1059-001",9,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",5,6,99,1,31,1,2,1,0,16,97,,,8,96,4,,,2,,,,,,,,,,,,,,,,,,,
"79-06-68-49","1059-001-03","1059-001",10,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0,6,99,2,31,1,2,1,0,17,97,,,8,96,4,,,2,,,,,,,,,,,,,,,,,,,
"79-06-68-49","1059-001-03","1059-001",11,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",3,6,99,1,31,1,2,1,0,17,97,,,8,96,4,,,2,,,,,,,,,,,,,,,,,,,
"79-06-68-49","1059-001-03","1059-001",12,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",3,6,99,2,31,1,2,1,0,17,98,,1,8,96,5,,,2,,,,,,,,,,,,,,,,,,,
"79-06-68-49","1059-001-03","1059-001",13,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",4,6,99,1,31,1,2,1,0,17,97,,,1,96,5,,,2,,,,,,,,,,,,,,,,,,,
"71-40-42-06","1059-001-06","1059-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",26,1,99,1,30,1,1,,0,1,97,,,1,96,4,,,1,2,4,3,3,,,1,2,3,,,2,,13,24,243,5,24,243
"71-40-42-06","1059-001-06","1059-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",25,2,99,1,30,1,1,,0,1,97,,,1,97,,,1,1,1,1,3,,,,1,1,,,,2,,8,2,24,3,2,24
"71-40-42-06","1059-001-06","1059-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",21,2,9,1,30,1,1,,12,1,97,,,2,97,,,1,1,1,1,3,,,,1,1,,,,2,,0,2,24,3,2,24
"71-40-42-06","1059-001-06","1059-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",55,7,99,1,30,1,2,1,0,1,97,,,1,97,,,1,1,1,1,3,,,,2,,,,,1,,18,24,243,5,24,243
"71-40-42-06","1059-001-06","1059-001",5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",22,5,99,1,30,1,1,,0,1,97,,,1,96,4,,,1,6,,,,,,,,,,,,,13,24,243,5,24,243
"71-40-42-06","1059-001-06","1059-001",6,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",17,5,99,1,30,1,2,1,0,1,97,,,1,96,4,,,1,6,,,,,,,,,,,,,13,24,243,5,24,243
"71-40-42-06","1059-001-06","1059-001",7,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",15,5,99,1,30,1,2,1,0,14,97,,,1,96,4,,,1,6,,,,,,,,,,,,,13,24,243,5,24,243
"71-40-42-06","1059-001-06","1059-001",8,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",13,5,99,1,30,1,2,1,0,11,97,,,1,96,4,,,1,6,,,,,,,,,,,,,99,,,,,
"71-40-42-06","1059-001-06","1059-001",9,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",9,8,99,1,30,1,2,1,0,14,97,,,2,97,,,1,2,,,,,,,,,,,,,,,,,,,
"71-40-42-06","1059-001-06","1059-001",10,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",7,3,99,1,30,1,2,1,0,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"71-40-42-06","1059-001-06","1059-001",11,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",5,3,99,1,30,1,2,1,0,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"71-40-42-06","1059-001-06","1059-001",12,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",3,3,99,1,30,1,2,1,0,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"71-40-42-06","1059-001-06","1059-001",13,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,3,99,1,30,1,2,1,0,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"27-54-41-37","1060-001-01","1060-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",55,1,1,2,20,1,2,2,0,1,98,,50,1,98,,29,1,1,2,4,3,3,,,1,2,,,,1,1,24,24,243,5,24,243
"27-54-41-37","1060-001-01","1060-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",50,2,2,1,30,1,1,,0,1,97,,,1,97,,,1,1,1,1,3,,,,1,1,,,,2,,20,24,243,3,24,243
"27-54-41-37","1060-001-01","1060-001",5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",14,3,3,1,30,1,1,,0,1,96,1,,,96,2,,,1,6,,,,,,,,,,,,,99,,,,,
"50-50-37-47","1061-001-03","1061-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",27,1,99,1,30,1,1,,0,1,98,,15,1,97,,,1,1,1,1,3,,,,1,2,,,,2,,99,,,,,
"50-50-37-47","1061-001-03","1061-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",21,2,3,1,30,1,1,,2,1,97,,,3,97,,,1,1,1,1,3,,,,1,1,,,,2,,6,2,24,3,2,24
"50-50-37-47","1061-001-03","1061-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",4,3,99,1,30,1,2,2,0,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"50-50-37-47","1061-001-03","1061-001",4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,3,99,1,30,1,2,2,0,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"50-50-37-47","1061-001-03","1061-001",5,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",49,7,99,1,30,1,1,,0,1,98,,36,1,97,,,1,1,7,,,,,,,,,,,,,27,14,141,3,14,141
"50-50-37-47","1061-001-03","1061-001",6,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",10,5,99,2,0,1,2,5,1,1,98,,9,1,96,5,,,2,,,,,,,,,,,,,,,,,,,
"50-50-37-47","1061-001-03","1061-001",7,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",8,5,99,1,30,1,2,5,0,1,98,,7,1,96,5,,,2,,,,,,,,,,,,,,,,,,,
"50-50-37-47","1061-001-03","1061-001",8,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",5,5,99,1,30,1,2,5,0,17,98,,4,1,96,5,,,2,,,,,,,,,,,,,,,,,,,
"25-09-89-03","1062-001-01","1062-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",66,1,1,2,14,1,2,2,0,1,98,,40,8,97,,,1,1,2,4,3,3,,,1,2,,,,1,1,10,13,131,6,24,244
"25-09-89-03","1062-001-01","1062-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",35,2,2,1,31,1,1,,0,1,97,,,3,97,,,3,1,1,1,3,,,,1,1,,,,2,,14,24,243,5,24,243
"25-09-89-03","1062-001-01","1062-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",17,3,3,1,31,1,2,2,0,11,96,1,,,96,2,,,1,6,,,,,,,,,,,,,99,,,,,
"25-09-89-03","1062-001-01","1062-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",13,3,4,1,31,1,2,2,0,11,96,1,,,96,2,,,1,6,,,,,,,,,,,,,99,,,,,
"25-09-89-03","1062-001-01","1062-001",5,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",9,3,5,1,31,1,2,2,0,14,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"25-09-89-03","1062-001-01","1062-001",6,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",7,3,6,1,31,1,2,2,0,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"25-09-89-03","1062-001-01","1062-001",7,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",5,3,99,1,31,1,2,2,0,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"25-09-89-03","1062-001-01","1062-001",8,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,3,99,1,31,1,2,2,0,17,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"21-11-75-86","1063-001-01","1063-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",62,1,1,1,30,1,1,,0,1,98,,47,1,98,,59,1,1,1,1,3,,,,1,2,,,,2,,4,2,24,6,24,244
"21-11-75-86","1063-001-01","1063-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",59,2,2,1,30,1,1,,0,1,97,,,1,97,,,1,1,1,1,3,,,,1,1,,,,2,,4,2,24,6,24,243
"21-11-75-86","1063-001-01","1063-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",39,3,3,1,30,1,1,,0,1,96,1,,,96,2,,,1,6,,,,,,,,,,,,,4,2,24,4,24,243
"21-11-75-86","1063-001-01","1063-001",4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",17,6,5,1,30,1,2,1,0,1,97,,,8,96,3,,,1,6,,,,,,,,,,,,,4,2,24,4,2,24
"21-11-75-86","1063-001-01","1063-001",5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",15,6,6,1,30,1,2,1,0,14,97,,,1,96,3,,,1,6,,,,,,,,,,,,,4,2,24,4,2,24
"21-11-75-86","1063-001-01","1063-001",6,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",12,6,7,1,30,1,2,1,0,14,97,,,1,96,3,,,1,6,,,,,,,,,,,,,4,2,24,4,2,24
"21-11-75-86","1063-001-01","1063-001",7,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",9,6,8,1,30,1,2,1,0,14,97,,,1,96,3,,,2,,,,,,,,,,,,,,,,,,,
"21-11-75-86","1063-001-01","1063-001",8,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",35,3,99,1,30,1,1,,0,1,96,1,,,96,2,,,1,4,,,,,,,,,,,,,3,13,136,4,24,243
"21-11-75-86","1063-001-01","1063-001",9,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,6,99,1,30,1,2,8,0,17,97,,,1,96,8,,,2,,,,,,,,,,,,,,,,,,,
"21-11-75-86","1063-001-01","1063-001",10,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",6,6,99,1,30,1,2,8,0,1,97,,,1,96,8,,,2,,,,,,,,,,,,,,,,,,,
"21-11-75-86","1063-001-01","1063-001",11,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",7,6,99,1,30,1,2,8,0,1,97,,,1,96,3,,,2,,,,,,,,,,,,,,,,,,,
"21-11-75-86","1063-001-01","1063-001",12,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",5,6,99,1,30,1,2,8,0,11,97,,,1,96,3,,,2,,,,,,,,,,,,,,,,,,,
"21-11-75-86","1063-001-01","1063-001",13,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",6,6,99,1,30,1,2,1,0,1,99,,,8,97,,,3,2,,,,,,,,,,,,,,,,,,,
"63-59-38-21","1064-001-01","1064-001",1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",39,1,1,1,31,1,1,,0,1,98,,27,1,97,,,1,1,1,1,3,,,,2,,,,,1,,20,24,243,4,24,243
"63-59-38-21","1064-001-01","1064-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",6,3,99,1,31,1,2,1,0,17,97,,,1,96,1,,,2,,,,,,,,,,,,,,,,,,,
"63-59-38-21","1064-001-01","1064-001",4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,3,99,1,31,1,2,1,0,17,97,,,1,96,1,,,2,,,,,,,,,,,,,,,,,,,
"51-70-28-89","1076-001-01","1076-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",46,1,1,1,31,1,1,,0,1,97,,,2,98,,16,8,1,1,1,3,,,,1,2,,,,2,,99,,,,,
"51-70-28-89","1076-001-01","1076-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",29,2,2,1,31,1,1,,0,1,98,,25,8,98,,4,8,1,1,1,3,,,,1,1,,,,2,,7,2,22,3,2,22
"51-70-28-89","1076-001-01","1076-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",7,3,3,1,31,1,2,1,0,14,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"51-70-28-89","1076-001-01","1076-001",4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",5,3,99,1,31,1,2,1,0,14,96,1,,,96,2,,,2,,,,,,,,,,,,,,,,,,,
"45-88-08-27","1077-001-01","1077-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",46,1,1,1,31,1,1,,0,1,98,,20,2,98,,18,3,1,1,3,2,,,,1,6,,,,2,,99,,,,,
"45-88-08-27","1077-001-01","1077-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",22,3,3,1,31,1,1,,0,1,96,1,,,98,,17,5,1,6,,,,,,,,,,,,,99,,,,,
"45-88-08-27","1077-001-01","1077-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",18,3,4,2,0,1,2,6,8,14,96,1,,,98,,13,5,1,6,,,,,,,,,,,,,99,,,,,
"45-88-08-27","1077-001-01","1077-001",5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",13,3,5,2,0,1,2,6,8,11,96,1,,,98,,8,5,1,6,,,,,,,,,,,,,99,,,,,
"45-88-08-27","1077-001-01","1077-001",6,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",32,2,99,1,31,1,1,,0,1,97,,,3,97,,,3,1,1,1,2,,,,1,1,,,,2,,4,4,46,3,4,46
"45-88-08-27","1077-001-01","1077-001",7,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",3,3,99,1,31,1,2,6,0,17,96,1,,,96,6,,,2,,,,,,,,,,,,,,,,,,,
"83-42-33-56","1078-001-01","1078-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",42,1,1,1,31,1,2,2,0,1,97,,,8,97,,,8,1,1,1,2,,,,1,2,,,,2,,99,,,,,
"83-42-33-56","1078-001-01","1078-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",36,2,2,1,31,1,1,,0,1,97,,,2,97,,,3,1,1,1,2,,,,1,1,,,,2,,99,,,,,
"83-42-33-56","1078-001-01","1078-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",14,3,3,1,31,1,1,,0,14,96,1,,,96,2,,,1,6,,,,,,,,,,,,,99,,,,,
