"UPI","y4_hhid","indidy4","y5_hhid","indidy5"
760,"8642-001",6,"8642-001-01",6
761,"8642-001",7,,
762,"8642-001",8,,
763,"8641-001",1,"8641-001-01",1
764,"8641-001",2,"8641-001-01",2
765,"8641-001",3,"8641-001-01",3
766,"8641-001",4,"8641-001-01",4
767,"8641-001",5,"8641-001-05",2
768,"8641-001",6,"8641-001-06",1
769,"8640-001",1,"8640-001-01",1
770,"8640-001",2,"8640-001-01",2
771,"8640-001",3,"8640-001-01",3
772,"8639-001",1,"8639-001-01",1
773,"8639-001",2,"8639-001-02",1
774,"8639-001",3,"8639-001-02",2
775,"8639-001",4,"8639-001-02",4
776,"8638-001",1,,
777,"8638-001",2,"8638-001-02",2
778,"8638-001",3,,
779,"8638-001",4,"8638-001-02",4
780,"8638-001",5,"8638-001-02",5
781,"8626-001",1,"8626-001-01",1
782,"8626-001",2,"8626-001-01",2
783,"8626-001",3,"8626-001-01",3
784,"8626-001",4,"8626-001-01",4
785,"8626-001",5,"8626-001-01",5
786,"8626-001",6,"8626-001-01",6
787,"8626-001",7,"8626-001-01",7
788,"8626-001",8,"8626-001-01",8
789,"8626-001",9,"8626-001-01",9
790,"8626-001",10,,
791,"8625-001",1,"8625-001-01",1
792,"8625-001",2,"8625-001-02",1
793,"8625-001",3,"8625-001-01",3
794,"8625-001",4,"8625-001-02",2
795,"8625-001",5,"8625-001-02",3
796,"8624-001",1,"8624-001-01",1
797,"8624-001",2,"8624-001-01",2
798,"8624-001",3,"8624-001-03",2
799,"8624-001",4,,
800,"8624-001",5,"8624-001-01",5
801,"8624-001",6,,
802,"8624-001",7,,
803,"8624-001",8,"8624-001-08",3
804,"8624-001",9,"8624-001-01",9
805,"8624-001",10,"8624-001-08",2
806,"8624-001",11,"8624-001-01",11
807,"8624-001",12,"8624-001-01",12
808,"8624-001",13,"8624-001-01",13
809,"8624-001",14,"8624-001-01",14
810,"8624-001",15,"8624-001-01",15
811,"8623-001",1,"8623-001-01",1
812,"8623-001",2,"8623-001-01",2
813,"8623-001",3,"8623-001-01",3
814,"8623-001",4,"8623-001-01",4
815,"8623-001",5,,
816,"8622-001",1,"8622-001-01",1
817,"8622-001",2,"8622-001-01",2
818,"8622-001",3,"8622-001-03",2
819,"8622-001",4,"8622-001-01",4
820,"8622-001",5,"8622-001-01",5
821,"8622-001",6,"8622-001-01",6
822,"8622-001",7,"8622-001-01",7
823,"8621-001",1,"8621-001-01",1
824,"8621-001",2,"8621-001-01",2
825,"8621-001",3,"8621-001-01",3
826,"8621-001",4,"8621-001-01",4
827,"8621-001",5,"8621-001-01",5
828,"8620-001",1,"8620-001-01",1
829,"8620-001",2,"8620-001-01",2
830,"8620-001",3,"8620-001-01",3
831,"8620-001",4,"8620-001-01",4
832,"8620-001",5,"8620-001-01",5
833,"8619-001",1,"8619-001-01",1
834,"8619-001",2,"8619-001-01",2
835,"8619-001",3,"8619-001-03",2
836,"8619-001",4,"8619-001-04",2
837,"8619-001",5,"8619-001-05",2
838,"8619-001",6,"8619-001-01",6
839,"8619-001",7,"8619-001-01",7
840,"8619-001",8,"8619-001-01",8
841,"8619-001",9,"8619-001-01",9
842,"8619-001",10,"8619-001-01",10
843,"8619-001",11,"8619-001-01",11
844,"8607-001",1,,
845,"8607-001",2,"8607-001-02",3
846,"8607-001",3,"8607-001-03",4
847,"8607-001",4,,
848,"8607-001",5,"8607-001-03",2
849,"8607-001",6,,
850,"8607-001",7,,
851,"8606-001",1,"8606-001-01",1
852,"8606-001",2,"8606-001-02",1
853,"8606-001",3,"8606-001-01",3
854,"8606-001",4,"8606-001-01",4
855,"8606-001",5,"8606-001-01",5
856,"8606-001",6,"8606-001-02",2
857,"8605-001",1,"8605-001-01",1
858,"8605-001",2,"8605-001-01",2
859,"8605-001",3,,
860,"8605-001",4,"8605-001-04",2
861,"8605-001",5,"8605-001-05",1
862,"8605-001",6,"8605-001-01",6
863,"8605-001",7,"8605-001-01",7
864,"8605-001",8,"8605-001-08",2
865,"8605-001",9,"8605-001-01",9
866,"8605-001",10,"8605-001-01",10
867,"8605-001",11,"8605-001-01",11
868,"8605-001",12,"8605-001-08",3
869,"8605-001",13,"8605-001-01",13
870,"8605-001",14,"8605-001-01",14
871,"8604-001",1,"8604-001-01",1
872,"8604-001",2,"8604-001-02",2
873,"8604-001",3,"8604-001-02",7
874,"8604-001",4,"8604-001-01",4
875,"8604-001",5,"8604-001-01",5
876,"8604-001",6,"8604-001-02",3
877,"8603-001",1,"8603-001-01",1
878,"8603-001",2,"8603-001-01",2
879,"8603-001",3,"8603-001-01",3
880,"8603-001",4,"8603-001-01",4
881,"8603-001",5,"8603-001-01",5
882,"8603-001",6,"8603-001-01",6
883,"8602-001",1,"8602-001-01",1
884,"8602-001",2,"8602-001-01",2
885,"8602-001",3,"8602-001-01",3
886,"8602-001",4,"8602-001-01",4
887,"8602-001",5,"8602-001-01",5
888,"8602-001",6,"8602-001-01",6
889,"8602-001",7,"8602-001-01",7
890,"8601-001",1,"8601-001-01",1
891,"8601-001",2,"8601-001-01",2
892,"8601-001",3,"8601-001-01",3
893,"8601-001",4,"8601-001-01",4
894,"8600-001",1,"8600-001-01",1
895,"8600-001",2,"8600-001-01",2
896,"8600-001",3,,
897,"8600-001",4,"8600-001-01",4
898,"8600-001",5,"8600-001-01",5
899,"8600-001",6,"8600-001-01",6
900,"8600-001",7,"8600-001-01",7
901,"8600-001",8,"8600-001-01",8
902,"8600-001",9,"8600-001-01",9
903,"8588-001",1,"8588-001-01",1
904,"8588-001",2,"8588-001-01",2
905,"8588-001",3,,
906,"8588-001",4,"8588-001-04",1
907,"8588-001",5,"8588-001-05",2
908,"8588-001",6,"8588-001-01",6
909,"8588-001",7,"8588-001-04",2
910,"8588-001",8,,
911,"8588-001",9,"8588-001-01",9
912,"8588-001",10,"8588-001-01",10
913,"8588-001",11,"8588-001-01",11
914,"8588-001",12,"8588-001-01",12
915,"8587-001",1,"8587-001-01",1
916,"8587-001",2,"8587-001-01",2
917,"8587-001",3,"8587-001-03",2
918,"8587-001",4,"8587-001-01",4
919,"8586-001",1,"8586-001-01",1
920,"8586-001",2,,
921,"8586-001",3,,
922,"8586-001",4,,
923,"8586-001",5,,
924,"8586-001",6,,
925,"8585-001",1,,
926,"8585-001",2,"8585-001-02",2
927,"8585-001",3,,
928,"8584-001",1,"8584-001-01",1
929,"8584-001",2,"8584-001-01",2
930,"8584-001",3,"8584-001-01",3
931,"8584-001",4,"8584-001-01",4
932,"8584-001",5,"8584-001-01",5
933,"8584-001",6,"8584-001-01",6
934,"8584-001",7,"8584-001-01",7
935,"8583-001",1,"8583-001-01",1
936,"8583-001",2,,
937,"8583-001",3,"8583-001-01",3
938,"8583-001",4,"8583-001-01",4
939,"8583-001",5,"8583-001-01",7
940,"8583-001",6,"8583-001-06",1
941,"8583-001",7,,
942,"8583-001",8,,
943,"8583-001",9,"8583-001-01",9
944,"8582-001",1,"8582-001-01",1
945,"8582-001",2,"8582-001-01",2
946,"8582-001",3,,
947,"8582-001",4,"8582-001-01",4
948,"8581-001",1,"8581-001-01",1
949,"8581-001",2,"8581-001-01",2
950,"8581-001",3,"8581-001-01",3
951,"8581-001",4,"8581-001-01",4
952,"8581-001",5,"8581-001-01",5
953,"8569-001",1,"8569-001-01",1
954,"8569-001",2,"8569-001-01",2
955,"8569-001",3,"8569-001-01",3
956,"8569-001",4,"8569-001-01",4
957,"8569-001",5,"8569-001-01",5
958,"8569-001",6,"8569-001-01",6
959,"8569-001",7,"8569-001-01",7
960,"8568-001",1,"8568-001-01",1
961,"8568-001",2,"8568-001-01",2
962,"8568-001",3,"8568-001-01",3
963,"8568-001",4,"8568-001-04",2
964,"8568-001",5,"8568-001-01",4
965,"8568-001",6,,
966,"8568-001",7,"8568-001-01",5
967,"8568-001",8,"8568-001-01",6
968,"8568-001",9,"8568-001-01",7
969,"8568-001",10,"8568-001-01",8
970,"8568-001",11,"8568-001-01",9
971,"8567-001",1,"8567-001-01",1
972,"8567-001",2,"8567-001-01",2
973,"8567-001",3,,
974,"8567-001",4,"8567-001-01",3
975,"8567-001",5,,
976,"8567-001",6,"8567-001-01",4
977,"8567-001",7,"8567-001-01",5
978,"8566-001",1,"8566-001-01",1
979,"8566-001",2,"8566-001-01",2
980,"8566-001",3,"8566-001-01",3
981,"8565-001",1,"8565-001-01",1
982,"8565-001",2,"8565-001-01",2
983,"8564-001",1,"8564-001-01",1
984,"8564-001",2,"8564-001-01",2
985,"8564-001",3,"8564-001-03",1
986,"8564-001",4,"8564-001-01",4
987,"8564-001",5,"8564-001-01",5
988,"8564-001",6,"8564-001-01",6
989,"8564-001",7,"8564-001-01",7
990,"8564-001",8,"8564-001-03",2
991,"8564-001",9,"8564-001-03",3
992,"8564-001",10,"8564-001-03",4
993,"8564-001",11,"8564-001-03",5
994,"8564-001",12,"8564-001-01",12
995,"8563-001",1,"8563-001-01",1
996,"8563-001",2,"8563-001-01",2
997,"8563-001",3,"8563-001-03",4
998,"8563-001",4,"8563-001-01",4
999,"8562-001",1,"8562-001-01",1
1000,"8562-001",2,"8562-001-01",2
1001,"8562-001",3,"8562-001-01",3
1002,"8562-001",4,"8562-001-01",4
1003,"8562-001",5,"8562-001-01",5
1004,"8562-001",6,"8562-001-01",6
1005,"8550-001",1,"8550-001-01",1
1006,"8550-001",2,"8550-001-01",2
1007,"8550-001",3,"8550-001-01",3
1008,"8550-001",4,"8550-001-01",4
1009,"8550-001",5,"8550-001-01",5
1010,"8550-001",6,"8550-001-01",6
1011,"8549-001",1,"8549-001-01",1
1012,"8549-001",2,"8549-001-01",2
1013,"8549-001",3,"8549-001-03",1
1014,"8549-001",4,"8549-001-03",2
1015,"8549-001",5,"8549-001-05",1
1016,"8549-001",6,"8549-001-06",2
1017,"8549-001",7,,
1018,"8549-001",8,"8549-001-01",8
1019,"8549-001",9,"8549-001-01",9
1020,"8549-001",10,"8549-001-01",10
1021,"8549-001",11,"8549-001-01",11
1022,"8549-001",12,"8549-001-01",12
1023,"8549-001",13,"8549-001-01",13
1024,"8549-001",14,"8549-001-01",14
1025,"8549-001",15,"8549-001-01",15
1026,"8549-001",16,"8549-001-01",16
1027,"8549-001",17,"8549-001-01",17
1028,"8549-001",18,"8549-001-01",18
1029,"8548-001",1,"8548-001-01",1
1030,"8548-001",2,"8548-001-01",2
1031,"8548-001",3,"8548-001-01",3
1032,"8547-001",1,"8547-001-01",1
1033,"8547-001",2,"8547-001-01",2
1034,"8547-001",3,"8547-001-03",2
1035,"8547-001",4,,
1036,"8547-001",5,"8547-001-01",5
1037,"8547-001",6,"8547-001-01",6
1038,"8547-001",7,"8547-001-01",7
1039,"8547-001",8,"8547-001-01",8
1040,"8546-001",1,"8546-001-01",1
1041,"8546-001",2,"8546-001-01",2
1042,"8546-001",3,"8546-001-01",3
1043,"8546-001",4,"8546-001-01",4
1044,"8546-001",5,"8546-001-01",5
1045,"8546-001",6,,
1046,"8546-001",7,"8546-001-01",7
1047,"8545-001",1,"8545-001-01",1
1048,"8545-001",2,"8545-001-01",2
1049,"8545-001",3,"8545-001-01",3
1050,"8545-001",4,"8545-001-01",4
1051,"8545-001",5,"8545-001-01",5
1052,"8545-001",6,"8545-001-01",6
1053,"8544-001",1,"8544-001-01",1
1054,"8544-001",2,,
1055,"8544-001",3,"8544-001-01",3
1056,"8543-001",1,,
1057,"8543-001",2,"8543-001-02",2
1058,"8543-001",3,"8543-001-03",8
1059,"8543-001",4,"8543-001-02",4
1060,"8543-001",5,"8543-001-05",1
1061,"8531-001",1,"8531-001-01",1
1062,"8531-001",2,"8531-001-01",2
1063,"8531-001",3,"8531-001-01",3
1064,"8531-001",4,"8531-001-01",4
1065,"8531-001",5,"8531-001-01",5
1066,"8531-001",6,"8531-001-01",6
1067,"8531-001",7,"8531-001-01",7
1068,"8530-001",1,"8530-001-01",1
1069,"8530-001",2,"8530-001-01",2
1070,"8530-001",3,"8530-001-01",3
1071,"8530-001",4,"8530-001-01",4
1072,"8529-001",1,"8529-001-01",1
1073,"8529-001",2,"8529-001-01",2
1074,"8529-001",3,"8529-001-01",3
1075,"8529-001",4,"8529-001-01",4
1076,"8529-001",5,"8529-001-01",5
1077,"8529-001",6,"8529-001-01",6
1078,"8529-001",7,"8529-001-01",7
1079,"8529-001",8,"8529-001-08",4
1080,"8529-001",9,"8529-001-01",9
1081,"8529-001",10,"8529-001-01",10
1082,"8529-001",11,"8529-001-01",11
1083,"8529-001",12,"8529-001-01",12
1084,"8529-001",13,"8529-001-01",13
1085,"8528-001",1,"8528-001-01",1
1086,"8528-001",2,"8528-001-01",2
1087,"8528-001",3,"8528-001-01",3
1088,"8528-001",4,"8528-001-04",2
1089,"8528-001",5,"8528-001-01",5
1090,"8528-001",6,"8528-001-01",6
1091,"8528-001",7,"8528-001-01",7
1092,"8528-001",8,,
1093,"8528-001",9,"8528-001-01",9
1094,"8528-001",10,,
1095,"8528-001",11,,
1096,"8527-001",1,"8527-001-01",1
1097,"8527-001",2,"8527-001-01",2
1098,"8527-001",3,,
1099,"8526-001",1,"8526-001-01",1
1100,"8526-001",2,"8526-001-01",2
1101,"8526-001",3,"8526-001-01",3
1102,"8526-001",4,"8526-001-01",4
1103,"8526-001",5,"8526-001-01",5
1104,"8526-001",6,"8526-001-01",6
1105,"8526-001",7,"8526-001-01",7
1106,"8526-001",8,"8526-001-01",8
1107,"8525-001",1,"8525-001-01",1
1108,"8525-001",2,"8525-001-01",2
1109,"8525-001",3,"8525-001-01",3
1110,"8525-001",4,"8525-001-01",4
1111,"8524-001",1,"8524-001-01",1
1112,"8524-001",2,"8524-001-01",2
1113,"8512-001",1,"8512-001-01",1
1114,"8512-001",2,"8512-001-01",2
1115,"8512-001",3,"8512-001-01",3
1116,"8512-001",4,"8512-001-01",4
1117,"8512-001",5,"8512-001-01",5
1118,"8512-001",6,"8512-001-01",6
1119,"8512-001",7,,
1120,"8511-001",1,"8511-001-01",1
1121,"8511-001",2,"8511-001-02",3
1122,"8511-001",3,"8511-001-04",7
1123,"8511-001",4,"8511-001-01",4
1124,"8511-001",5,"8511-001-01",5
1125,"8511-001",6,"8511-001-01",6
1126,"8511-001",7,"8511-001-01",7
1127,"8510-001",1,,
1128,"8510-001",2,,
1129,"8510-001",3,,
1130,"8510-001",4,,
1131,"8510-001",5,,
1132,"8510-001",6,,
1133,"8510-001",7,,
1134,"8509-001",1,"8509-001-01",1
1135,"8509-001",2,"8509-001-02",1
1136,"8509-001",3,"8509-001-01",3
1137,"8509-001",4,"8509-001-01",4
1138,"8509-001",5,"8509-001-05",1
1139,"8509-001",6,,
1140,"8509-001",7,"8509-001-05",3
1141,"8509-001",8,"8509-001-05",4
1142,"8509-001",9,,
1143,"8509-001",10,,
1144,"8508-001",1,"8508-001-01",1
1145,"8508-001",2,"8508-001-01",2
1146,"8508-001",3,"8508-001-03",1
1147,"8508-001",4,"8508-001-01",4
1148,"8508-001",5,,
1149,"8508-001",6,"8508-001-01",6
1150,"8508-001",7,,
1151,"8508-001",8,,
1152,"8508-001",9,,
1153,"8508-001",10,,
1154,"8508-001",11,"8508-001-03",2
1155,"8508-001",12,"8508-001-03",3
1156,"8508-001",13,"8508-001-03",4
1157,"8508-001",14,"8508-001-01",14
1158,"8508-001",15,"8508-001-01",15
1159,"8508-001",16,,
1160,"8507-001",1,"8507-001-01",1
1161,"8507-001",2,,
1162,"8507-001",3,,
1163,"8507-001",4,"8507-001-01",4
1164,"8507-001",5,"8507-001-01",5
1165,"8506-001",1,"8506-001-01",1
1166,"8506-001",2,"8506-001-01",2
1167,"8506-001",3,"8506-001-01",3
1168,"8506-001",4,"8506-001-01",4
1169,"8506-001",5,"8506-001-01",5
1170,"8506-001",6,"8506-001-01",6
1171,"8506-001",7,"8506-001-01",7
1172,"8506-001",8,"8506-001-01",8
1173,"8506-001",9,"8506-001-01",9
1174,"8506-001",10,"8506-001-01",10
1175,"8506-001",11,"8506-001-01",11
1176,"8505-001",1,"8505-001-01",1
1177,"8505-001",2,"8505-001-01",2
1178,"8505-001",3,"8505-001-01",3
1179,"8505-001",4,"8505-001-01",4
1180,"8505-001",5,"8505-001-01",5
1181,"8505-001",6,"8505-001-01",6
1182,"8505-001",7,"8505-001-01",7
1183,"8505-001",8,"8505-001-01",8
1184,"8505-001",9,"8505-001-01",9
1185,"8505-001",10,"8505-001-01",10
1186,"8505-001",11,"8505-001-01",11
1187,"8505-001",12,"8505-001-01",12
1188,"8505-001",13,"8505-001-01",13
1189,"8493-001",1,"8493-001-01",1
1190,"8493-001",2,"8493-001-01",2
1191,"8493-001",3,"8493-001-01",3
1192,"8493-001",4,"8493-001-03",2
1193,"8493-001",5,"8493-001-05",1
1194,"8493-001",6,"8493-001-01",6
1195,"8493-001",7,"8493-001-01",7
1196,"8492-001",1,"8492-001-01",1
1197,"8492-001",2,"8492-001-01",2
1198,"8492-001",3,"8492-001-01",3
1199,"8492-001",4,,
1200,"8492-001",5,"8492-001-05",1
1201,"8491-001",1,"8491-001-01",1
1202,"8491-001",2,"8491-001-01",2
1203,"8491-001",3,"8491-001-01",3
1204,"8491-001",4,"8491-001-01",4
1205,"8491-001",5,"8491-001-01",5
1206,"8491-001",6,"8491-001-01",6
1207,"8491-001",7,,
1208,"8491-001",8,"8491-001-01",8
1209,"8491-001",9,"8491-001-01",9
1210,"8490-001",1,"8490-001-01",1
1211,"8490-001",2,,
1212,"8490-001",3,"8490-001-03",1
1213,"8490-001",4,"8490-001-03",2
1214,"8490-001",5,,
1215,"8490-001",6,,
1216,"8490-001",7,"8490-001-07",2
1217,"8490-001",8,,
1218,"8489-001",1,,
1219,"8489-001",2,"8489-001-02",2
1220,"8489-001",3,"8489-001-02",3
1221,"8489-001",4,,
1222,"8489-001",5,"8489-001-02",5
1223,"8489-001",6,"8489-001-02",6
1224,"8489-001",7,"8489-001-02",7
1225,"8489-001",8,"8489-001-02",8
1226,"8488-001",1,"8488-001-01",1
1227,"8488-001",2,"8488-001-01",2
1228,"8488-001",3,"8488-001-03",1
1229,"8487-001",1,"8487-001-01",1
1230,"8487-001",2,"8487-001-01",2
1231,"8487-001",3,"8487-001-03",2
1232,"8487-001",4,"8487-001-04",1
1233,"8487-001",5,"8487-001-05",7
1234,"8487-001",6,,
1235,"8487-001",7,"8487-001-01",7
1236,"8487-001",8,"8487-001-01",8
1237,"8487-001",9,"8487-001-01",9
1238,"8487-001",10,"8487-001-01",10
1239,"8487-001",11,,
1240,"8487-001",12,"8487-001-01",11
1241,"8487-001",13,"8487-001-13",2
1242,"8487-001",14,"8487-001-13",1
1243,"8487-001",15,"8487-001-01",15
1244,"8487-001",16,"8487-001-01",16
1245,"8487-001",17,"8487-001-01",17
1246,"8487-001",18,"8487-001-01",18
1247,"8486-001",1,"8486-001-01",1
1248,"8486-001",2,"8486-001-01",2
1249,"8486-001",3,"8486-001-01",3
1250,"8486-001",4,"8486-001-01",4
1251,"8486-001",5,"8486-001-01",5
1252,"8486-001",6,"8486-001-01",6
1253,"8486-001",7,"8486-001-01",7
1254,"8486-001",8,"8486-001-01",8
1255,"8486-001",9,"8486-001-01",9
1256,"8477-001",1,"8477-001-01",1
1257,"8477-001",2,"8477-001-01",2
1258,"8477-001",3,"8477-001-01",3
1259,"8476-001",1,,
1260,"8476-001",2,"8476-001-02",2
1261,"8476-001",3,,
1262,"8476-001",4,,
1263,"8476-001",5,,
1264,"8476-001",6,,
1265,"8474-001",1,"8474-001-01",1
1266,"8474-001",2,,
1267,"8474-001",3,,
1268,"8472-001",1,"8472-001-01",1
1269,"8472-001",2,"8472-001-01",2
1270,"8472-001",3,"8472-001-01",3
1271,"8472-001",4,"8472-001-01",4
1272,"8472-001",5,"8472-001-01",5
1273,"8472-001",6,"8472-001-01",6
1274,"8472-001",7,"8472-001-01",7
1275,"8472-001",8,"8472-001-01",8
1276,"8471-001",1,"8471-001-01",1
1277,"8471-001",2,"8471-001-01",2
1278,"8471-001",3,"8471-001-01",3
1279,"8471-001",4,"8471-001-01",4
1280,"8471-001",5,"8471-001-01",5
1281,"8471-001",6,"8471-001-01",6
1282,"8471-001",7,,
1283,"8470-001",1,"8470-001-01",1
1284,"8470-001",2,"8470-001-01",2
1285,"8470-001",3,"8470-001-03",1
1286,"8470-001",4,"8470-001-01",3
1287,"8470-001",5,,
1288,"8470-001",6,"8470-001-01",4
1289,"8470-001",7,"8470-001-01",5
1290,"8470-001",8,"8470-001-01",6
1291,"8468-001",1,"8468-001-01",1
1292,"8468-001",2,"8468-001-01",2
1293,"8468-001",3,"8468-001-03",1
1294,"8468-001",4,"8468-001-01",3
1295,"8467-001",1,"8467-001-01",1
1296,"8467-001",2,,
1297,"8467-001",3,,
1298,"8455-001",1,,
1299,"8455-001",2,"8455-001-02",14
1300,"8455-001",3,"8455-001-02",15
1301,"8455-001",4,"8455-001-02",16
1302,"8455-001",5,,
1303,"8454-001",1,"8454-001-01",1
1304,"8454-001",2,"8454-001-01",2
1305,"8454-001",3,"8454-001-03",2
1306,"8454-001",4,"8454-001-01",4
1307,"8454-001",5,"8454-001-01",5
1308,"8454-001",6,"8454-001-01",6
1309,"8454-001",7,"8454-001-07",2
1310,"8454-001",8,"8454-001-03",3
1311,"8454-001",9,"8454-001-03",5
1312,"8454-001",10,"8454-001-03",6
1313,"8454-001",11,"8454-001-01",11
1314,"8454-001",12,,
1315,"8454-001",13,"8454-001-03",4
1316,"8453-001",1,"8453-001-01",1
1317,"8453-001",2,"8453-001-01",2
1318,"8453-001",3,"8453-001-01",3
1319,"8453-001",4,"8453-001-01",4
1320,"8453-001",5,"8453-001-01",5
1321,"8453-001",6,"8453-001-01",6
1322,"8453-001",7,"8453-001-01",7
1323,"8453-001",8,"8453-001-01",8
1324,"8453-001",9,,
1325,"8452-001",1,"8452-001-01",1
1326,"8452-001",2,"8452-001-01",2
1327,"8452-001",3,"8452-001-03",2
1328,"8452-001",4,"8452-001-01",4
1329,"8452-001",5,"8452-001-01",5
1330,"8452-001",6,"8452-001-01",6
1331,"8452-001",7,,
1332,"8451-001",1,,
1333,"8451-001",2,"8451-001-02",2
1334,"8451-001",3,"8451-001-02",3
1335,"8451-001",4,,
1336,"8451-001",5,,
1337,"8451-001",6,,
1338,"8451-001",7,"8451-001-02",7
1339,"8451-001",8,,
1340,"8451-001",9,"8451-001-02",9
1341,"8451-001",10,"8451-001-02",10
1342,"8450-001",1,"8450-001-01",1
1343,"8450-001",2,"8450-001-01",2
1344,"8450-001",3,"8450-001-01",3
1345,"8450-001",4,"8450-001-01",4
1346,"8450-001",5,"8450-001-01",5
1347,"8449-001",1,"8449-001-01",1
1348,"8449-001",2,"8449-001-01",2
1349,"8449-001",3,"8449-001-01",3
1350,"8449-001",4,,
1351,"8449-001",5,"8449-001-01",5
1352,"8448-001",1,"8448-001-01",1
1353,"8448-001",2,"8448-001-01",2
1354,"8448-001",3,"8448-001-01",3
1355,"8448-001",4,"8448-001-01",4
1356,"8448-001",5,"8448-001-05",13
1357,"8448-001",6,"8448-001-01",6
1358,"8448-001",7,"8448-001-01",7
1359,"8448-001",8,"8448-001-01",8
1360,"8448-001",9,"8448-001-01",9
1361,"8448-001",10,"8448-001-01",10
1362,"8448-001",11,"8448-001-01",11
1363,"8448-001",12,"8448-001-01",12
1364,"8448-001",13,"8448-001-01",13
1365,"8448-001",14,"8448-001-01",14
1366,"8448-001",15,"8448-001-01",15
1367,"8436-001",1,"8436-001-01",1
1368,"8436-001",2,,
1369,"8436-001",3,"8436-001-01",3
1370,"8435-001",1,"8435-001-01",1
1371,"8435-001",2,"8435-001-01",2
1372,"8435-001",3,"8435-001-01",3
1373,"8434-001",1,"8434-001-01",1
1374,"8434-001",2,"8434-001-01",2
1375,"8434-001",3,"8434-001-03",2
1376,"8434-001",4,"8434-001-01",4
1377,"8434-001",5,"8434-001-01",5
1378,"8434-001",6,"8434-001-01",6
1379,"8434-001",7,,
1380,"8433-001",1,"8433-001-01",1
1381,"8433-001",2,,
1382,"8433-001",3,,
1383,"8432-001",1,"8432-001-01",1
1384,"8432-001",2,"8432-001-01",2
1385,"8432-001",3,,
1386,"8432-001",4,"8432-001-04",2
1387,"8432-001",5,"8432-001-01",5
1388,"8432-001",6,"8432-001-01",6
1389,"8432-001",7,"8432-001-01",7
1390,"8431-001",1,"8431-001-01",2
1391,"8431-001",2,,
1392,"8431-001",3,,
1393,"8431-001",4,"8431-001-01",3
1394,"8430-001",1,,
1395,"8430-001",2,"8430-001-02",2
1396,"8430-001",3,,
1397,"8430-001",4,"8430-001-04",1
1398,"8430-001",5,"8430-001-05",1
1399,"8430-001",6,"8430-001-05",2
1400,"8430-001",7,,
1401,"8430-001",8,,
1402,"8429-001",1,"8429-001-01",1
1403,"8429-001",2,"8429-001-01",2
1404,"8429-001",3,"8429-001-01",3
1405,"8429-001",4,"8429-001-01",4
1406,"8429-001",5,"8429-001-01",5
1407,"8429-001",6,"8429-001-01",6
1408,"8417-001",1,"8417-001-01",1
1409,"8417-001",2,"8417-001-01",2
1410,"8417-001",3,"8417-001-01",3
1411,"8417-001",4,"8417-001-01",4
1412,"8417-001",5,"8417-001-05",1
1413,"8417-001",6,,
1414,"8416-001",1,"8416-001-01",1
1415,"8416-001",2,"8416-001-01",2
1416,"8416-001",3,"8416-001-03",5
1417,"8416-001",4,"8416-001-01",4
1418,"8416-001",5,"8416-001-01",5
1419,"8416-001",6,,
1420,"8415-001",1,"8415-001-01",1
1421,"8415-001",2,,
1422,"8415-001",3,"8415-001-03",1
1423,"8415-001",4,"8415-001-01",4
1424,"8415-001",5,,
1425,"8415-001",6,,
1426,"8415-001",7,,
1427,"8415-001",8,"8415-001-03",3
1428,"8415-001",9,"8415-001-03",4
1429,"8415-001",10,,
1430,"8414-001",1,"8414-001-01",1
1431,"8414-001",2,"8414-001-01",2
1432,"8414-001",3,"8414-001-03",5
1433,"8414-001",4,"8414-001-01",4
1434,"8414-001",5,"8414-001-01",5
1435,"8414-001",6,"8414-001-01",6
1436,"8414-001",7,"8414-001-01",7
1437,"8413-001",1,"8413-001-01",1
1438,"8413-001",2,"8413-001-01",2
1439,"8413-001",3,"8413-001-01",3
1440,"8413-001",4,"8413-001-01",4
1441,"8413-001",5,"8413-001-01",5
1442,"8412-001",1,"8412-001-01",1
1443,"8412-001",2,"8412-001-02",2
1444,"8411-001",1,"8411-001-01",1
1445,"8411-001",2,"8411-001-01",2
1446,"8411-001",3,"8411-001-01",3
1447,"8411-001",4,"8411-001-01",4
1448,"8411-001",5,"8411-001-01",5
1449,"8411-001",6,"8411-001-01",6
1450,"8411-001",7,"8411-001-01",7
1451,"8410-001",1,"8410-001-01",1
1452,"8410-001",2,"8410-001-01",2
1453,"8410-001",3,"8410-001-01",3
1454,"8410-001",4,"8410-001-01",4
1455,"8410-001",5,"8410-001-01",5
1456,"8410-001",6,"8410-001-01",6
1457,"8398-001",1,"8398-001-01",1
