"y4_hhid","cluster","strata","hhweight","region","district","ward","village","ea","month","quarter","urban","area","mainland","femalehead","hhsize","adulteq","intyear","intmonth","nf_clothing","nf_utilities","nf_hhexpenses","nf_transport","nf_communic","nf_recreat","nf_other","dur_exp","rent_exp","foodIN","foodOUT","educa","health","expm","fisherb4c4","foodINR_pae","foodOUTR_pae","educaR_pae","healthR_pae","nf_clothingR_pae","nf_utilitiesR_pae","nf_hhexpensesR_pae","nf_transportR_pae","nf_communicR_pae","nf_recreatR_pae","nf_otherR_pae","dur_expR_pae","rent_expR_pae","expmR_pae"
"4939-001",40220102656,3,5137.05078125,4,2,201,1,1,5,2,1,3,1,1,4,2.64000001549721,2015,2,7500,5200,30000,0,0,0,78000,131.589670076466,153004.53125,1936195.25,0,20000,13650,2243681.5,0.908524334430695,61926.11328125,0,639.668090820313,436.573455810547,239.875518798828,166.313690185547,959.502075195313,0,0,0,2494.70556640625,4.20868539810181,4893.60546875,71760.5703125
"3837-001",90315104256,3,2937.34765625,9,3,151,7,2,6,2,1,3,1,0,5,3.39999997615814,2015,3,32500,11200,19800,0,0,0,36000,6394.14516037273,115541.6875,1413360,20800,2500,0,1658095.75,0.908524334430695,35099.625,516.55078125,62.0854301452637,0,807.110595703125,278.142730712891,491.716613769531,0,0,0,894.030212402344,158.793304443359,2869.38208007813,41177.43359375
"2181-001",180342095872,3,3158.12182617188,18,3,421,3,2,5,2,1,3,1,0,4,3.48000001907349,2015,2,180000,388000,85600,0,288000,0,211200,279055.896996262,455478.65625,2759297.25,0,0,26000,4672631.5,0.908524334430695,66949.578125,0,0,630.845031738281,4367.388671875,9414.1494140625,2076.93603515625,0,6987.822265625,0,5124.40283203125,6770.80908203125,11051.40234375,113373.328125
"4425-001",170213097472,3,1773.57299804688,17,2,131,2,3,6,2,1,3,1,0,4,2.91999998688698,2015,3,260000,245200,128400,1040000,120000,7000,126000,41524.7485693024,194261.953125,2990433.25,504400,2800,19500,5679519.5,0.908524334430695,86472.8671875,14585.4833984375,80.9662017822266,563.871765136719,7518.29052734375,7090.326171875,3712.87890625,30073.162109375,3469.98022460938,202.415512084961,3643.47924804688,1200.75048828125,5617.3759765625,164231.84375
"3605-001",50119303168,3,6273.90576171875,5,1,193,2,1,5,2,1,3,1,0,1,1,2015,2,34000,10400,0,208000,0,0,28800,2630.8679310174,30000,842585.6875,213200,0,195000,1564616.625,0.908524334430695,71144.71875,18001.794921875,0,16465.056640625,2870.83032226563,878.136352539063,0,17562.7265625,0,0,2431.76220703125,222.14045715332,2533.08544921875,132110.265625
"2888-001",80214106112,3,2097.9912109375,8,2,141,3,7,4,2,1,3,1,0,4,3.1599999666214,2015,1,30000,27600,21600,0,0,0,19200,615.633180549145,54657.515625,1280240,26000,14600,0,1474513.125,0.908524334430695,34208.4140625,694.728088378906,390.116546630859,0,801.609375,737.480590820313,577.158752441406,0,0,0,513.029968261719,16.4499111175537,1460.4658203125,39399.44921875
"4200-001",60304105472,3,3654.37890625,6,3,41,4,1,5,2,1,3,1,0,10,7.79999995231628,2015,2,0,82400,0,0,0,0,222000,13024.4824638954,118950.5625,3260226.75,0,0,0,3696601.75,0.908524334430695,35292.44921875,0,0,0,0,891.992553710938,0,0,0,0,2403.18383789063,140.992004394531,1287.65795898438,40016.27734375
"3756-001",90123100160,3,2299.60131835938,9,1,231,1,5,6,2,1,3,1,1,6,4.72000005841255,2015,3,13000,46400,10000,343200,240000,0,74400,9132.49331053095,76512.6640625,1471600,0,344950,171600,2800795.25,0.908524334430695,26325.484375,0,6170.818359375,3069.75610351563,232.557281494141,830.050598144531,178.890213012695,6139.51220703125,4293.365234375,0,1330.94323730469,163.371368408203,1368.73669433594,50103.48828125
"4537-001",240114106368,3,2899.1884765625,24,1,141,2,7,4,2,1,3,1,0,6,4.03999999165535,2015,1,73000,5200,36000,96000,0,0,66000,3916.9732048418,91484.71875,1756733.375,0,0,6500,2134835,0.908524334430695,36715.80859375,0,0,135.850296020508,1525.70336914063,108.680236816406,752.401672363281,2006.40441894531,0,0,1379.40307617188,81.8649215698242,1912.03479003906,44618.1484375
"1862-001",10709101568,3,6886.97119140625,1,7,91,2,17,4,2,1,3,1,0,5,3.71999999880791,2015,1,648000,725200,103600,36000,240000,0,489600,31967.8280148029,147016.203125,2264600,0,50000,13000,4748984,0.908524334430695,51401.6640625,0,1134.89501953125,295.072692871094,14708.23828125,16460.515625,2351.50244140625,817.124389648438,5447.49560546875,0,11112.8916015625,725.6025390625,3336.958984375,107791.9609375
"1894-001",250128302080,3,4393.4150390625,25,1,283,2,3,5,2,1,3,1,0,6,3.79999998211861,2015,2,252000,199400,7000,720000,192000,0,229000,152008.968883233,205399.21875,1844440,416000,12000,13000,4242248,0.908524334430695,40983.546875,9243.5400390625,266.640594482422,288.860626220703,5599.4521484375,4430.677734375,155.540344238281,15998.435546875,4266.24951171875,0,5088.39111328125,3377.64672851563,4563.98046875,94262.9609375
"2483-001",230316097536,3,1830.35803222656,23,3,161,1,3,4,2,1,3,1,0,7,5.1599999666214,2015,1,230000,10400,96000,0,0,0,150000,2081.82651891804,187795.03125,2483520,0,98000,559000,3816796.75,0.908524334430695,40639.33203125,0,1603.63293457031,9147.25390625,3763.62841796875,170.181457519531,1570.90576171875,0,0,0,2454.54028320313,34.0661811828613,3073.00317382813,62456.54296875
"4142-001",220518105088,3,3859.84008789063,22,5,181,3,4,4,2,1,3,1,0,5,3.83999997377396,2015,1,0,52000,0,0,0,0,60000,986.886767518997,244657.984375,1037416.75,0,42000,52000,1489061.625,0.908524334430695,22811.33203125,0,923.520751953125,1143.40673828125,0,1143.40673828125,0,0,0,0,1319.3154296875,21.7002487182617,5379.68408203125,32742.365234375
"2521-001",160301105152,3,3017.72509765625,16,3,11,2,11,6,2,1,3,1,1,4,3.0799999833107,2015,3,48000,79600,30000,0,24000,0,51600,3653.50570128827,70757.046875,1412840,0,23500,0,1743950.5,0.908524334430695,38732.0859375,0,644.237121582031,0,1315.88854980469,2182.18188476563,822.430358886719,0,657.944274902344,0,1414.58020019531,100.158470153809,1939.75817871094,47809.26171875
"2636-001",30318102528,3,3732.28393554688,3,3,181,3,5,4,2,1,3,1,0,5,3.75999996066093,2015,1,225000,10400,44000,622000,240000,130000,159000,129053.324548296,298537.0625,2199600,2158000,58900,18200,6292690.5,0.908524334430695,49395.16796875,48460.98046875,1322.68383789063,408.707061767578,5052.697265625,233.546890258789,988.0830078125,13967.9013671875,5389.5439453125,2919.33618164063,3570.57275390625,2898.0771484375,6704.0771484375,141311.375
"3020-001",200112095232,3,3703.92407226563,20,1,121,3,13,4,2,1,3,1,0,8,6.31999996304512,2015,1,261000,34400,47000,0,540000,0,151200,37029.1153670025,266614.9375,2373800,1778400,229400,143000,5861844,0.908524334430695,31714.337890625,23759.701171875,3064.81982421875,1910.50231933594,3487.00073242188,459.58935546875,627.927307128906,0,7214.484375,0,2020.05554199219,494.714752197266,3562.01708984375,78315.1484375
"2045-001",110409105408,3,3282.009765625,11,4,91,5,3,4,2,1,3,1,1,6,5.08000001311302,2015,1,90000,48000,122600,416000,0,0,72000,11284.9952676197,204896.59375,1819565.625,0,147000,78000,3009347,0.908524334430695,30243.5390625,0,2443.33056640625,1296.46105957031,1495.91662597656,797.822204589844,2037.77087402344,6914.458984375,0,0,1196.73327636719,187.571243286133,3405.64697265625,50019.24609375
"2012-001",110217297920,3,3084.50805664063,11,2,173,1,1,4,2,1,3,1,1,1,0.879999995231628,2015,1,39000,70400,36000,0,300000,0,162000,30636.6388883945,92713.7421875,1903037,0,0,0,2633787.5,0.908524334430695,182596.796875,0,0,0,3742.05810546875,6754.89501953125,3454.20751953125,0,28785.0625,0,15543.9345703125,2939.59204101563,8895.9033203125,252712.46875
"4630-001",240416096256,3,1828.19409179688,24,4,161,1,2,5,2,1,3,1,1,6,5.28000003099442,2015,2,128500,5200,69600,0,24000,0,46800,9416.26073062544,71749.8828125,4268940,15600,16800,0,4656606.5,0.908524334430695,68267.6171875,249.470550537109,268.660583496094,0,2054.93359375,83.1568450927734,1113.0224609375,0,383.800842285156,0,748.41162109375,150.58203125,1147.40270996094,74467.0625
"4804-001",140313100288,3,2453.44775390625,14,3,131,3,6,5,2,1,3,1,1,15,11.2399999797344,2015,2,827000,101200,626000,728000,180000,0,672000,40565.4159429175,220154.921875,7475520,0,160000,19500,11049940,0.908524334430695,56156.97265625,0,1201.93859863281,146.486267089844,6212.52001953125,760.226135253906,4702.58447265625,5468.8203125,1352.18090820313,0,5048.14208984375,304.732116699219,1653.82934570313,83008.4296875
"3836-001",90315104256,3,2937.34765625,9,3,151,7,2,6,2,1,3,1,0,3,2.63999998569489,2015,3,4000,11200,20000,0,0,0,54000,6589.23523208237,71069.0078125,621504,182000,0,15600,985962.25,0.908524334430695,19877.8125,5820.9794921875,0,498.941101074219,127.933616638184,358.214111328125,639.668090820313,0,0,0,1727.10375976563,210.746170043945,2273.02880859375,31534.427734375
"4032-001",190429102080,3,2710.51635742188,19,4,291,3,4,6,2,1,3,1,1,7,5.8800000846386,2015,3,15000,5200,114300,3000000,0,0,36000,4566.29144883394,54947.31640625,3850971.5,52000,17500,130000,7280485.5,0.908524334430695,55299.546875,746.714538574219,251.29817199707,1866.78637695313,215.398422241211,74.6714553833008,1641.33605957031,43079.6875,0,0,516.956237792969,65.5714645385742,789.037719726563,104547.0078125
"4027-001",190429102080,3,2710.51635742188,19,4,291,3,4,6,2,1,3,1,1,6,5.5200001001358,2015,3,11000,5200,38400,0,24000,0,37200,8546.21524716435,67005.4140625,2165800,0,50500,97500,2505151.75,0.908524334430695,33128.96484375,0,772.468688964844,1491.40002441406,168.260513305664,79.5413284301758,587.382141113281,0,367.113830566406,0,569.026428222656,130.726409912109,1024.94226074219,38319.828125
"3114-001",200718106624,3,3335.15991210938,20,7,181,3,11,4,2,1,3,1,1,1,0.720000028610229,2015,1,0,20000,14400,0,0,0,19200,1379.44173713465,67568.890625,1121640,0,0,0,1244188.375,0.908524334430695,131537.5,0,0,0,0,2345.44946289063,1688.7236328125,0,0,0,2251.63159179688,161.770538330078,7923.97119140625,145909.046875
"4002-001",190403100672,3,2815.29272460938,19,4,31,4,1,6,2,1,3,1,1,8,7.16000002622604,2015,3,5000,2600,55200,24000,12000,0,88800,7976.4545771018,111071.7109375,2457123.75,624000,0,13000,3400772,0.908524334430695,28976.279296875,7358.68408203125,0,153.305923461914,58.9638175964355,30.6611843109131,650.960510253906,283.026306152344,141.513153076172,0,1047.19738769531,94.0644378662109,1309.84240722656,40104.5
"2635-001",30318102528,3,3732.28393554688,3,3,181,3,5,4,2,1,3,1,0,4,2.75999999046326,2015,1,95000,44000,90000,520000,60000,0,44400,14513.4185359201,184282.921875,1627620,78000,0,39000,2796816.5,0.908524334430695,49793.48828125,2386.23999023438,0,1193.11999511719,2906.31787109375,1346.08410644531,2753.35375976563,15908.2666015625,1835.56921386719,0,1358.3212890625,444.006408691406,5637.734375,85562.5078125
"4743-001",140123111424,3,1917.40063476563,14,1,231,5,2,5,2,1,3,1,0,6,4.23999997973442,2015,2,26000,15600,36000,0,0,0,85200,2818.6336458252,86360.4609375,829400,0,22000,52000,1155379.125,0.908524334430695,16516.833984375,0,438.112274169922,1035.5380859375,517.76904296875,310.661437988281,716.911010742188,0,0,0,1696.68933105469,56.1308174133301,1719.79907226563,23008.4453125
"1899-001",250128302080,3,4393.4150390625,25,1,283,2,3,5,2,1,3,1,0,8,6.27999997138977,2015,2,185000,375600,24000,156000,84000,0,136800,38044.9750028007,347415.84375,1575600,0,185000,1820000,4927461,0.908524334430695,21184.33984375,0,2487.37158203125,24470.359375,2487.37158203125,5050.03662109375,322.686065673828,2097.45947265625,1129.40124511719,0,1839.310546875,511.524291992188,4671.09375,66250.9609375
"4933-001",40220102656,3,5137.05078125,4,2,201,1,1,5,2,1,3,1,1,3,2.15999999642372,2015,2,160000,240000,666000,260000,120000,0,264000,77079.4656884508,294219.6875,1948700,0,0,32500,4062499.25,0.908524334430695,76176.296875,0,0,1270.45190429688,6254.5322265625,9381.798828125,26034.490234375,10163.615234375,4690.8994140625,0,10319.978515625,3013.10009765625,11501.291015625,158806.453125
"1902-001",250128302080,3,4393.4150390625,25,1,283,2,3,5,2,1,3,1,0,8,5.71999996900558,2015,2,192000,365200,586200,60000,96000,0,99600,82049.4352835841,248348.5,1437800,0,131900,26000,3325098,0.908524334430695,21224.1875,0,1947.05114746094,383.800842285156,2834.2216796875,5390.92578125,8653.232421875,885.694274902344,1417.11083984375,0,1470.25244140625,1211.17858886719,3666.01391601563,49083.66796875
"2009-001",110217297920,3,3084.50805664063,11,2,173,1,1,4,2,1,3,1,1,6,4.87999996542931,2015,1,168000,72400,222000,0,36000,0,153600,43162.9808932064,206546.953125,1479887.5,0,30200,143000,2554797.5,0.908524334430695,25605.75,0,522.535400390625,2474.25708007813,2906.81958007813,1252.70080566406,3841.154296875,0,622.889892578125,0,2657.66357421875,746.827331542969,3573.77807617188,44204.375
"2202-001",180414103552,3,1299.34155273438,18,4,141,1,3,4,2,1,3,1,0,5,3.31999999284744,2015,1,137000,5200,29000,0,60000,0,51600,5175.4487983799,47372.7421875,1139873.5,0,0,15600,1490821.75,0.908524334430695,28989.931640625,0,0,396.748352050781,3484.26416015625,132.249450683594,737.544982910156,0,1525.95520019531,0,1312.32141113281,131.625045776367,1204.81127929688,37915.453125
"2526-001",160301105152,3,3017.72509765625,16,3,11,2,11,6,2,1,3,1,1,4,2.87999996542931,2015,3,36000,22000,29500,0,0,0,50400,0,52361.98828125,1393600,0,24000,13000,1620862,0.908524334430695,40857.73046875,0,703.634887695313,381.135559082031,1055.45227050781,644.998657226563,864.884521484375,0,0,0,1477.63330078125,0,1535.15502929688,47520.625
"1840-001",10510101504,3,5011.033203125,1,5,101,1,2,4,2,1,3,1,0,6,4.35999998450279,2015,1,83000,5200,36000,0,96000,0,86400,2007.26506726093,53413.98828125,618800,0,24000,26000,1030821.25,0.908524334430695,11983.7412109375,0,464.786346435547,503.518524169922,1607.38610839844,100.703704833984,697.179504394531,0,1859.14538574219,0,1673.23083496094,38.8728904724121,1034.42053222656,19962.984375
"4081-001",190701109248,3,2772.67163085938,19,7,11,3,2,6,2,1,3,1,1,7,5.40000000596046,2015,3,40000,14600,32800,0,18000,0,119600,3163.63111412125,77902.2578125,1490223.25,26000,25000,28600,1875889.125,0.908524334430695,23301.623046875,406.544586181641,390.908264160156,447.199066162109,625.453247070313,228.290420532227,512.871643066406,0,281.453948974609,0,1870.10510253906,49.4675827026367,1218.10546875,29332.021484375
"4900-001",40105299968,3,3750.50170898438,4,1,53,2,5,4,2,1,3,1,1,4,2.99999997019768,2015,1,240000,19600,12000,0,0,0,48000,1754.52893435288,101732.3671875,1581826.375,78000,35700,0,2118613.25,0.908524334430695,44521.12890625,2195.3408203125,1004.79058837891,0,6754.89501953125,551.649719238281,337.744750976563,0,0,0,1350.97900390625,49.3819122314453,2863.29760742188,59629.20703125
"2691-001",30426103808,3,3621.52612304688,3,4,261,3,1,5,2,1,3,1,0,7,5.92000010609627,2015,2,270000,98000,14500,374400,420000,120000,276000,62913.0740832765,544291.375,2695255.25,2563600,364000,1106339,8909298,0.908524334430695,38442.0703125,36564.2890625,5191.68408203125,15779.568359375,3850.974609375,1397.76110839844,206.811599731445,5340.01806640625,5990.40478515625,1711.54431152344,3936.5517578125,897.320922851563,7763.15625,127072.1484375
"4249-001",150110109696,3,7106.47412109375,15,1,101,5,1,4,2,1,3,1,0,3,2.51999998092651,2015,1,43500,0,36000,0,0,0,12000,0,56721.4921875,604273.5625,156000,7500,0,915995.0625,0.908524334430695,20247.044921875,5227.001953125,251.29817199707,0,1457.52941894531,0,1206.23120117188,0,0,0,402.077087402344,0,1900.53430175781,30691.71875
"4636-001",240416096256,3,1828.19409179688,24,4,161,1,2,5,2,1,3,1,0,3,2.28000000119209,2015,2,48500,0,8400,0,0,0,74400,1229.92731327372,53395.44921875,1195046.625,0,0,19500,1400472,0.908524334430695,44256.65625,0,0,722.151611328125,1796.12060546875,0,311.080688476563,0,0,0,2755.2861328125,45.5484085083008,1977.41577148438,51864.26171875
"4534-001",240114106368,3,2899.1884765625,24,1,141,2,7,4,2,1,3,1,0,8,5.87999999523163,2015,1,94500,5200,21200,0,0,0,38400,223.631169989204,89756.8359375,1242200,0,39900,45500,1576880.5,0.908524334430695,17837.861328125,0,572.959838867188,653.375244140625,1357.01013183594,74.6714553833008,304.429779052734,0,0,0,551.419982910156,3.21132016181946,1288.89880371094,22643.83984375
"2489-001",230316097536,3,1830.35803222656,23,3,161,1,3,4,2,1,3,1,1,7,5.92000007629395,2015,1,52000,5200,96000,0,24000,0,58800,4537.94351970415,78996.7109375,2584400,260000,36700,65000,3265634.75,0.908524334430695,36860.95703125,3708.34594726563,523.447265625,927.086486816406,741.669189453125,74.1669158935547,1369.23547363281,0,342.308868408203,0,838.656677246094,64.7240905761719,1126.7197265625,46577.3203125
"3838-001",90315104256,3,2937.34765625,9,3,151,7,2,6,2,1,3,1,0,2,1.60000002384186,2015,3,58000,0,25000,0,0,0,26400,12641.6936140001,138175.875,668200,26000,0,0,954417.5625,0.908524334430695,35262.66015625,1372.08801269531,0,0,3060.81176757813,0,1319.3154296875,0,0,0,1393.19702148438,667.13525390625,7291.90234375,50367.109375
"4995-001",40706101248,3,5015.33984375,4,7,61,3,1,4,2,1,3,1,0,8,6.47999998927116,2015,1,170000,7800,30000,0,84000,0,84000,8596.36866240692,85227.3671875,2443631.5,2054000,120800,26000,5114055.5,0.908524334430695,31841.19140625,26764.185546875,1574.05725097656,338.787170410156,2215.14672851563,101.63614654541,390.908264160156,0,1094.54309082031,0,1094.54309082031,112.013053894043,1110.5361328125,66637.5546875
"3110-001",200718106624,3,3335.15991210938,20,7,181,3,11,4,2,1,3,1,0,1,1,2015,1,0,14400,12000,240000,180000,0,26400,9872.53171288951,41532.41796875,208433.328125,540800,0,0,1273438.125,0.908524334430695,17599.314453125,45663.08984375,0,0,0,1215.88110351563,1013.23419189453,20264.68359375,15198.513671875,0,2229.115234375,833.598937988281,3506.8388671875,107524.2578125
"3078-001",200412102656,3,3745.54125976563,20,4,121,3,3,4,2,1,3,1,1,4,2.96000003814697,2015,1,110500,5200,68000,60000,0,3000,97500,9789.17744030285,127203.78125,1276340,0,0,35100,1792632.875,0.908524334430695,36408.5390625,0,0,1001.25341796875,3152.09399414063,148.333831787109,1939.75012207031,1711.54431152344,0,85.5772171020508,2781.25952148438,279.243499755859,3628.58178710938,51136.17578125
"1837-001",10510101504,3,5011.033203125,1,5,101,1,2,4,2,1,3,1,0,6,5.60000002384186,2015,1,98000,7800,36000,0,0,0,316000,4047.06604988022,114209.75,2033560,0,0,0,2609616.75,0.908524334430695,30661.794921875,0,0,0,1477.63317871094,117.607543945313,542.804016113281,0,0,0,4764.61328125,61.0212173461914,1722.04211425781,39347.515625
"8277-001",100215103488,3,4655.58837890625,10,2,151,2,2,6,2,1,3,1,0,5,3.75999996066093,2014,7,107000,34000,67200,0,0,0,81600,11610.1401355562,169259.34375,1865000,20800,55950,0,2412419.5,0.908524334430695,41881.24609375,467.093780517578,1256.43737792969,0,2402.83837890625,763.518676757813,1509.072265625,0,0,0,1832.44482421875,260.722320556641,3800.9609375,54174.3359375
"2672-001",30411102208,3,3492.3232421875,3,4,111,3,4,5,2,1,3,1,0,3,2.24000000953674,2015,2,0,43200,6000,0,0,0,39600,14222.6424328304,106267.9375,1212545.5,800800,1400,2600,2226636.25,0.908524334430695,45706.5703125,30185.935546875,52.7726135253906,98.0062866210938,0,1628.412109375,226.168350219727,0,0,0,1492.71118164063,536.118591308594,4005.74072265625,83932.4453125
"1900-001",250128302080,3,4393.4150390625,25,1,283,2,3,5,2,1,3,1,0,6,4.63999998569489,2015,2,368000,149200,50000,312000,240000,0,480000,171787.27917413,263468.8125,6697600,3634800,173000,162500,12702356,0.908524334430695,121879.265625,66144.1015625,3148.15942382813,2957.08618164063,6696.6630859375,2715.06005859375,909.872680664063,5677.60546875,4367.388671875,0,8734.77734375,3126.09106445313,4794.46142578125,231150.53125
"3075-001",200412102656,3,3745.54125976563,20,4,121,3,3,4,2,1,3,1,0,5,4.15999999642372,2015,1,5000,0,48500,0,0,0,84000,6334.71758368063,54861.86328125,798200,234000,0,513500,1744396.625,0.908524334430695,16201.193359375,4749.53564453125,0,10422.591796875,101.485801696777,0,984.412231445313,0,0,0,1704.96142578125,128.576782226563,1113.5400390625,35406.296875
"3015-001",200112095232,3,3703.92407226563,20,1,121,3,13,4,2,1,3,1,0,5,3.67999997735024,2015,1,53000,17200,14400,0,0,0,46800,41841.0185555424,76465.6171875,776285.6875,728000,119000,6500,1879492.375,0.908524334430695,17811.576171875,16703.6796875,2730.4091796875,149.139999389648,1216.06457519531,394.647399902344,330.402465820313,0,0,0,1073.80798339844,960.026062011719,1754.47424316406,43124.23046875
"4577-001",240208101376,3,2576.0556640625,24,2,81,1,7,5,2,1,3,1,1,6,4.35999998450279,2015,2,51000,5200,7200,0,24000,0,19200,3683.12567748238,60000,400400,104000,7250,65000,746933.125,0.908524334430695,7754.185546875,2014.07409667969,140.404205322266,1258.79638671875,987.670959472656,100.703704833984,139.435897827148,0,464.786346435547,0,371.829071044922,71.3277740478516,1161.9658203125,14465.1796875
"1102-001",20702101504,3,2090.60498046875,2,7,21,2,3,5,2,1,3,1,1,5,2.71999999880791,2015,2,16000,16400,24000,0,0,0,103200,219.316116794109,30000,338000,0,0,0,527819.3125,0.908524334430695,10492.4375,0,0,0,496.683441162109,509.100524902344,745.025146484375,0,0,0,3203.60815429688,6.80816793441772,931.281433105469,16384.9453125
"4139-001",220518105088,3,3859.84008789063,22,5,181,3,4,4,2,1,3,1,1,5,4.96000003814697,2015,1,148500,5200,98000,0,28800,0,2198000,8457.8989075594,244657.984375,2734542.25,0,284000,130000,5880158,0.908524334430695,46551.2734375,0,4834.65234375,2213.04516601563,2527.978515625,88.5218048095703,1668.29553222656,0,490.274627685547,0,37417.48828125,143.982406616211,4164.91650390625,100100.421875
"4005-001",190403100672,3,2815.29272460938,19,4,31,4,1,6,2,1,3,1,0,10,7.8400000333786,2015,3,84500,5200,19200,0,0,0,66000,4283.61779324932,59024.45703125,1289028,83200,53900,0,1664336.125,0.908524334430695,13882.73046875,896.057495117188,580.498779296875,0,910.058349609375,56.0035934448242,206.782485961914,0,0,0,710.814819335938,46.1342277526855,635.688781738281,17924.76953125
"2525-001",160301105152,3,3017.72509765625,16,3,11,2,11,6,2,1,3,1,0,6,3.71999999880791,2015,3,156000,0,2000,0,60000,0,79400,11149.4228049256,81138.125,1831623.5,0,0,80600,2301911,0.908524334430695,41574.00390625,0,0,1829.45068359375,3540.87231445313,0,45.3957977294922,0,1361.87390136719,0,1802.21325683594,253.068481445313,1841.6650390625,52248.54296875
"4655-001",240506306560,3,1677.06909179688,24,5,63,2,6,4,2,1,3,1,1,6,5.64000004529953,2015,1,110000,24800,48000,240000,0,0,60000,5211.58162106829,91484.71875,1127880,26000,0,58500,1791876.375,0.908524334430695,16885.439453125,389.244812011719,0,875.800842285156,1646.80505371094,371.279663085938,718.605834960938,3593.02905273438,0,0,898.257263183594,78.0223541259766,1369.61352539063,26826.099609375
"4572-001",240208101376,3,2576.0556640625,24,2,81,1,7,5,2,1,3,1,0,6,4.0799999833107,2015,2,65000,0,22400,0,36000,0,50400,8125.47000713367,114209.75,1312133.375,0,0,45500,1653768.625,0.908524334430695,27154.7890625,0,0,941.629028320313,1345.18432617188,0,463.571228027344,0,745.025146484375,0,1043.03527832031,168.157760620117,2363.58715820313,34224.98046875
"4274-001",150312304640,3,8808.0244140625,15,3,123,1,5,5,2,1,3,1,0,8,5.55999997258186,2015,2,134000,5200,93000,0,0,0,144000,14273.157358457,137899.953125,1222232.25,52000,27000,52000,1881605.375,0.908524334430695,18561.263671875,789.69091796875,410.031829833984,789.69091796875,2034.97277832031,78.9690933227539,1412.33190917969,0,0,0,2186.83642578125,216.757369995117,2094.19897460938,28574.744140625
"3760-001",90123100160,3,2299.60131835938,9,1,231,1,5,6,2,1,3,1,1,3,1.91999998688698,2015,3,25000,22000,0,0,0,0,48600,2193.16116794109,61716.21484375,1099800,0,24200,2600,1286109.375,0.908524334430695,48366.1015625,0,1064.24780273438,114.340667724609,1099.42944335938,967.497985839844,0,0,0,0,2137.291015625,96.4490432739258,2714.10498046875,56559.46484375
"4629-001",240416096256,3,1828.19409179688,24,4,161,1,2,5,2,1,3,1,1,4,2.47999998927116,2015,2,0,5200,25800,0,12000,0,58800,21206.8099687874,133552.234375,224033.328125,2080000,17000,104000,2681592.25,0.908524334430695,7627.62890625,70817.4453125,578.796447753906,3540.87231445313,0,177.043609619141,878.40869140625,0,408.562194824219,0,2001.95471191406,722.025085449219,4547.03271484375,91299.765625
"2677-001",30411102208,3,3492.3232421875,3,4,111,3,4,5,2,1,3,1,1,2,1.36000001430511,2015,2,47000,41200,12000,0,0,0,42000,778.39404176712,57467.875,1057333.375,0,22000,0,1279779.625,0.908524334430695,65645,0,1365.87939453125,0,2918.01513671875,2557.91967773438,745.025146484375,0,0,0,2607.58813476563,48.3269271850586,3567.91772460938,79455.6640625
"2011-001",110217297920,3,3084.50805664063,11,2,173,1,1,4,2,1,3,1,0,1,1,2015,1,35000,95200,92000,208000,60000,0,33600,13016.5414216225,47508.65234375,1075912.5,416000,0,0,2076237.625,0.908524334430695,90845.9453125,35125.453125,0,0,2955.26635742188,8038.32470703125,7768.12890625,17562.7265625,5066.1708984375,0,2837.05590820313,1099.06713867188,4011.44946289063,175309.578125
"1101-001",20702101504,3,2090.60498046875,2,7,21,2,3,5,2,1,3,1,0,3,2.28000000119209,2015,2,70000,26000,28800,520000,72000,0,62400,6486.60198538494,55265.10546875,1302600,0,0,0,2143551.75,0.908524334430695,48239.7265625,0,0,0,2592.33911132813,962.868774414063,1066.56237792969,19257.375,2666.40576171875,0,2310.88500976563,240.22102355957,2046.65551757813,79383.0390625
"1098-001",20702101504,3,2090.60498046875,2,7,21,2,3,5,2,1,3,1,1,4,2.31999999284744,2015,2,0,7800,48000,0,24000,0,96000,7529.51037829685,30000,228800,0,0,390000,832129.5,0.908524334430695,8327.1552734375,0,0,14194.013671875,0,283.880279541016,1746.95556640625,0,873.477783203125,0,3493.9111328125,274.035827636719,1091.84716796875,30285.275390625
"3033-001",200222097408,3,4155.4306640625,20,2,221,1,1,4,2,1,3,1,1,3,1.84000000357628,2015,1,5500,0,7200,0,0,0,48000,1925.47072271385,49213.88671875,494000,0,0,15600,621439.375,0.908524334430695,22669.279296875,0,0,715.872009277344,252.390762329102,0,330.402465820313,0,0,0,2202.68310546875,88.3583679199219,2258.38745117188,28517.375
"1860-001",10709101568,3,6886.97119140625,1,7,91,2,17,4,2,1,3,1,0,6,4.79999998211861,2015,1,317000,5200,48000,0,408000,0,100800,9904.20024855089,182867.296875,1228136,1092000,71900,45500,3509307.5,0.908524334430695,21603.982421875,19209.232421875,1264.78369140625,800.384643554688,5576.306640625,91.4725341796875,844.361877441406,0,7177.07568359375,0,1773.15991210938,174.223510742188,3216.79516601563,61731.77734375
"4921-001",40133103616,3,4171.109375,4,1,331,3,3,4,2,1,3,1,1,2,1.43999999761581,2015,1,6000,23200,9000,0,0,0,31200,438.632233588219,109267.5546875,1056831.625,0,0,39000,1274937.75,0.908524334430695,61968.6328125,0,0,2286.81323242188,351.817443847656,1360.36071777344,527.726135253906,0,0,0,1829.45068359375,25.7197456359863,6407.03857421875,74757.5546875
