"y4_hhid","cluster","strata","hhweight","region","district","ward","village","ea","month","quarter","urban","area","mainland","femalehead","hhsize","adulteq","intyear","intmonth","nf_clothing","nf_utilities","nf_hhexpenses","nf_transport","nf_communic","nf_recreat","nf_other","dur_exp","rent_exp","foodIN","foodOUT","educa","health","expm","fisherb4c4","foodINR_pae","foodOUTR_pae","educaR_pae","healthR_pae","nf_clothingR_pae","nf_utilitiesR_pae","nf_hhexpensesR_pae","nf_transportR_pae","nf_communicR_pae","nf_recreatR_pae","nf_otherR_pae","dur_expR_pae","rent_expR_pae","expmR_pae"
"8928-001",40502202368,2,6087.1806640625,4,5,22,2,5,7,3,2,2,1,1,3,2.87999999523163,2015,4,59000,118000,14000,0,270000,0,57600,24909.3474858398,334854.90625,2034240,0,1225000,0,4137604.25,1.00564885139465,53880.11328125,0,32446.09375,0,1562.70983886719,3125.41967773438,370.8125,0,7151.3837890625,0,1525.62854003906,659.764099121094,8869.169921875,109591.09375
"7884-001",90505207808,2,2717.35815429688,9,5,52,5,3,8,3,2,2,1,0,6,5.64000004529953,2015,5,135000,617200,20000,3032000,384000,0,180000,439467.754912773,831590.0625,4547400,1983800,2919000,104000,15193458,1.00564885139465,61503.9296875,26831.044921875,39479.6953125,1406.60791015625,1825.88513183594,8347.6767578125,270.501495361328,41008.02734375,5193.62890625,0,2434.513671875,5943.83447265625,11247.318359375,205492.671875
"7878-001",90505207808,2,2717.35815429688,9,5,52,5,3,8,3,2,2,1,0,2,2,2015,5,0,173200,266000,0,240000,0,61200,71855.38830979,240000,1463280,0,354000,195000,3064535.5,1.00564885139465,55810.54296875,0,13501.8125,7437.43896484375,0,6605.9716796875,10145.4296875,0,9153.771484375,0,2334.21166992188,2740.61572265625,9153.771484375,116883.5703125
"8056-001",190606213120,2,6594.95556640625,19,6,62,6,6,8,3,2,2,1,0,7,6.96000003814697,2015,5,434000,1006000,312400,2600000,480000,11000,360000,47707.7431632116,1304256,2753400,2600000,1638300,568100,14115164,1.00564885139465,30177.1953125,28495.935546875,17955.7265625,6226.36181640625,4756.62890625,11025.734375,3423.89624023438,28495.935546875,5260.7880859375,120.559722900391,3945.59106445313,522.875671386719,14294.61328125,154701.84375
"5049-001",20310206464,2,5889.29541015625,2,3,102,7,5,8,3,2,2,1,0,1,1,2015,5,8000,83200,0,72800,60000,0,38400,4298.18433120346,180000,0,1560000,0,1300,2007998.125,1.00564885139465,0,118999.0234375,0,99.1658554077148,610.251403808594,6346.61474609375,0,5553.28759765625,4576.8857421875,0,2929.20678710938,327.871643066406,13730.6572265625,153172.96875
"7881-001",90505207808,2,2717.35815429688,9,5,52,5,3,8,3,2,2,1,1,4,3.19999998807907,2015,5,162000,444000,34000,0,96000,0,186000,44498.4202304201,480000,2425540,754000,206000,195000,5027038.5,1.00564885139465,57819.890625,17973.810546875,4910.61669921875,4648.3994140625,3861.74731445313,10584.0478515625,810.490173339844,0,2288.44287109375,0,4433.85791015625,1060.7509765625,11442.2138671875,119834.2734375
"8325-001",100420198400,2,3778.93359375,10,4,202,2,3,7,3,2,2,1,0,6,4.72000002861023,2015,4,121000,534400,39000,0,360000,0,126000,55361.9658156061,120000,2334389.5,1820000,280400,26000,5816551.5,1.00564885139465,37726.8125,29413.6015625,4531.6337890625,420.194305419922,1955.51965332031,8636.609375,630.291442871094,0,5818.07470703125,0,2036.326171875,894.722412109375,1939.35827636719,94003.140625
"8602-001",240506306560,2,2514.849609375,24,5,63,4,313,9,3,2,2,1,0,7,4.51999998092651,2015,6,43500,35200,183000,120000,72000,0,84000,21078.824087903,103491.21875,1817400,0,54800,364000,2898470,1.00564885139465,30671.208984375,0,924.827941894531,6143.017578125,734.124328613281,594.050048828125,3088.38525390625,2025.17065429688,1215.10241699219,0,1417.61938476563,355.735137939453,1746.5615234375,48915.80078125
"6629-001",160808206336,2,2425.23413085938,16,8,82,5,5,9,3,2,2,1,1,4,3.36000007390976,2015,6,65000,89200,36000,0,0,0,90000,3275.64195143962,148341.203125,910866.625,0,568500,13000,1924183.5,1.00564885139465,20679.2265625,0,12906.544921875,295.136474609375,1475.68237304688,2025.09020996094,817.300964355469,0,0,0,2043.25244140625,74.3662567138672,3367.76147460938,43684.36328125
"6227-001",180605206528,2,3677.17895507813,18,6,52,2,6,7,3,2,2,1,0,7,6.72000002861023,2015,4,620000,1062000,63000,908000,192000,0,1287600,451003.94175612,789875.625,3284955.5,806000,6340000,414700,16219136,1.00564885139465,37288.8515625,9149.23046875,71967.890625,4707.4267578125,7037.86962890625,12055.189453125,715.138366699219,10307.0732421875,2179.46923828125,0,14616.06640625,5119.52734375,8966.1962890625,184109.9375
"6441-001",230208307200,2,1953.63391113281,23,2,83,1,307,9,3,2,2,1,0,2,2.20000004768372,2015,6,26000,68000,53000,900000,36000,0,88800,96524.2750727762,198684.65625,2228787,0,0,0,3695796,1.00564885139465,77279.5703125,0,0,0,901.507751464844,2357.78955078125,1837.68884277344,31206.037109375,1248.24145507813,0,3078.99560546875,3346.822265625,6889.0673828125,128145.71875
"6628-001",160808206336,2,2425.23413085938,16,8,82,5,5,9,3,2,2,1,0,4,2.68000000715256,2015,6,54000,19600,0,0,180000,0,81600,16879.8062248995,60000,730600,234000,0,26000,1402679.75,1.00564885139465,20795.228515625,6660.39306640625,0,740.043701171875,1537.01379394531,557.879089355469,0,0,5123.37939453125,0,2322.5986328125,480.45361328125,1707.79309082031,39924.78125
"7748-001",50706305024,2,3282.56567382813,5,7,63,4,315,7,3,2,2,1,0,4,3.63999998569489,2015,4,236000,766000,309600,24000,372000,0,93800,302214.116432286,864113.375,3369600,0,190000,0,6527327.5,1.00564885139465,70614.8046875,0,3981.72290039063,0,4945.71875,16052.6298828125,6488.11279296875,502.954467773438,7795.7939453125,0,1965.71374511719,6333.33056640625,18108.736328125,136789.515625
"6668-001",30216302592,2,2884.11450195313,3,2,163,2,302,9,3,2,2,1,0,7,5.43999996781349,2015,6,191000,89200,228000,156000,96000,0,98400,39173.9761293573,354545.1875,2691000,41600,352000,222300,4559219,1.00564885139465,37734.06640625,583.328552246094,4935.85693359375,3117.16186523438,2678.26342773438,1250.791015625,3197.08911132813,2187.48217773438,1346.14282226563,0,1379.79638671875,549.31005859375,4971.54638671875,63930.83203125
"8317-001",100420198400,2,3778.93359375,10,4,202,2,3,7,3,2,2,1,1,4,2.87999996542931,2015,4,120000,228000,227000,0,0,0,164400,6396.68213856392,525375.375,1890200,0,47400,104000,3312772,1.00564885139465,50064.984375,0,1255.46520996094,2754.60717773438,3178.39282226563,6038.9462890625,6012.45947265625,0,0,0,4354.39794921875,169.426406860352,13915.4111328125,87744.0859375
"8246-001",150312304640,2,3896.208984375,15,3,123,1,301,9,3,2,2,1,0,5,4.16000002622604,2015,6,80000,5200,81600,0,0,0,72000,28410.3262383482,253701.671875,6084326,0,42500,0,6647738,1.00564885139465,111567.5625,0,779.317443847656,0,1466.95043945313,95.3517837524414,1496.28955078125,0,0,0,1320.25549316406,520.956787109375,4652.09765625,121898.78125
"8600-001",240506306560,2,2514.849609375,24,5,63,4,313,9,3,2,2,1,0,9,6.51999998092651,2015,6,204000,14800,0,0,180000,0,72000,9924.13707090569,135208.484375,1256666.625,0,22500,39000,1934099.25,1.00564885139465,14702.50390625,0,263.241119384766,456.284606933594,2386.71948242188,173.154159545898,0,0,2105.92895507813,0,842.37158203125,116.108489990234,1581.88586425781,22628.197265625
"7997-001",190425219072,2,3225.09790039063,19,4,252,14,4,9,3,2,2,1,1,2,1.28000000119209,2015,6,122000,329200,134400,0,60000,0,248000,19598.4340672203,240000,1409200,1144000,0,32500,3738898.5,1.00564885139465,83981.0859375,68176.5234375,0,1936.83312988281,7270.5732421875,19618.62890625,8009.5498046875,0,3575.69189453125,0,14779.5263671875,1167.96606445313,14302.767578125,222819.15625
"6231-001",180605206528,2,3677.17895507813,18,6,52,2,6,7,3,2,2,1,0,8,6.16000002622604,2015,4,410000,533200,308000,520000,96000,0,228000,30749.9329996353,360000,3681600,998400,341600,448500,7956050,1.00564885139465,45590.53515625,12363.53515625,4230.15185546875,5553.931640625,5077.1728515625,6602.80126953125,3814.0712890625,6439.34130859375,1188.80139160156,0,2823.4033203125,380.787139892578,4458.00537109375,98522.5390625
"6663-001",30216302592,2,2884.11450195313,3,2,163,2,302,9,3,2,2,1,0,4,2.84000000357628,2015,6,100000,98000,15000,0,0,0,112800,8515.18241810875,60000,2573144.25,36400,54000,0,3057859.5,1.00564885139465,69113.7734375,977.691528320313,1450.42150878906,0,2685.9658203125,2632.24633789063,402.894866943359,0,0,0,3029.76928710938,228.714874267578,1611.57946777344,82133.0546875
"7992-001",190425219072,2,3225.09790039063,19,4,252,14,4,9,3,2,2,1,0,3,2.28000000119209,2015,6,355000,269200,49000,0,96000,0,92400,96812.1058806509,480000,1934400,624000,0,22100,4018912,1.00564885139465,64718.76953125,20877.021484375,0,739.39453125,11877.15234375,9006.5615234375,1639.38146972656,0,3211.849609375,0,3091.4052734375,3239.02001953125,16059.248046875,134459.796875
"7745-001",50706305024,2,3282.56567382813,5,7,63,4,315,7,3,2,2,1,0,5,3.31999999284744,2015,4,18000,106000,19200,0,180000,0,18000,4755.43506894274,48000,821600,694200,10600,0,1920355.375,1.00564885139465,18877.35546875,15950.1708984375,243.549133300781,0,413.574005126953,2435.4912109375,441.145599365234,0,4135.740234375,0,413.574005126953,109.26245880127,1102.86401367188,44122.7265625
"6760-001",30602201088,2,2521.4326171875,3,6,22,2,9,7,3,2,2,1,0,2,1.87999999523163,2015,4,224000,296000,80000,364000,96000,0,94800,52084.9713115063,360000,1436500,1690000,0,0,4693385,1.00564885139465,58286.3125,68572.1328125,0,0,9088.8505859375,12010.267578125,3246.01806640625,14769.3828125,3895.2216796875,0,3846.53149414063,2113.35961914063,14607.08203125,190435.15625
"6556-001",160406208512,2,2284.884765625,16,4,62,3,5,8,3,2,2,1,1,6,4.12000000476837,2015,5,42000,65200,0,0,96000,0,159800,9054.72544801712,108000,1183000,0,71500,39000,1773554.75,1.00564885139465,21903.13671875,0,1323.81604003906,722.081481933594,777.626159667969,1207.17211914063,0,0,1777.43127441406,0,2958.6826171875,167.647415161133,1999.61022949219,32837.20703125
"8059-001",190606213120,2,6594.95556640625,19,6,62,6,6,8,3,2,2,1,1,1,0.879999995231628,2015,5,35000,103200,13000,104000,12000,0,43200,83500.3462549043,216000,1339416,52000,0,0,2001316.375,1.00564885139465,116105.1875,4507.5390625,0,0,3033.92041015625,8945.73046875,1126.884765625,9015.078125,1040.20129394531,0,3744.724609375,7238.09716796875,18723.623046875,173480.984375
"8316-001",100420198400,2,3778.93359375,10,4,202,2,3,7,3,2,2,1,0,4,2.84000000357628,2015,4,137000,349600,182000,52000,144000,12000,109200,25913.9755230116,96000,1663247.375,2314000,13250,58500,5156711.5,1.00564885139465,44674.25390625,62153.24609375,355.890441894531,1571.28991699219,3679.77294921875,9390.1357421875,4888.45751953125,1396.7021484375,3867.79052734375,322.315887451172,2933.07446289063,696.04052734375,2578.52709960938,138507.5
"6630-001",160808206336,2,2425.23413085938,16,8,82,5,5,9,3,2,2,1,0,3,2.51999998092651,2015,6,227500,26800,18000,0,216000,0,154400,15028.7527593603,235884.03125,1522300,0,30200,97500,2543612.75,1.00564885139465,46080.640625,0,914.166320800781,2951.36474609375,6886.517578125,811.246948242188,544.867309570313,0,6538.408203125,0,4673.7509765625,454.926483154297,7140.3056640625,76996.1953125
"7749-001",50706305024,2,3282.56567382813,5,7,63,4,315,7,3,2,2,1,1,6,4.96000000834465,2015,4,85000,113600,195000,624000,144000,0,108000,50608.9569109261,289754.09375,906100,0,103000,0,2619063,1.00564885139465,13935.2021484375,0,1584.06994628906,0,1307.2421875,1747.09069824219,2998.96728515625,9596.6953125,2214.6220703125,0,1660.96655273438,778.331359863281,4456.220703125,40279.40625
"6552-001",160406208512,2,2284.884765625,16,4,62,3,5,8,3,2,2,1,1,5,4.24000003933907,2015,5,84000,136000,96400,104000,24000,0,92400,8867.43755683928,119479.6953125,1620497.5,0,317000,488800,3091444.75,1.00564885139465,29154.212890625,0,5703.1162109375,8793.953125,1511.23583984375,2446.7626953125,1734.32299804688,1871.05383300781,431.781646728516,0,1662.359375,159.533203125,2149.54760742188,55617.87890625
"8145-001",60105302016,2,6321.302734375,6,1,53,2,305,8,3,2,2,1,1,5,4.11999997496605,2015,5,634000,719200,36000,260000,540000,100000,324000,119953.879613547,1026890.3125,6179680,130000,1229500,13000,11312224,1.00564885139465,114416.21875,2406.93823242188,22764.08203125,240.693817138672,11738.4521484375,13315.9228515625,666.536743164063,4813.87646484375,9998.05078125,1851.49096679688,5998.83056640625,2220.93530273438,19012.78125,209444.796875
