"y5_hhid","booster","cluster","strata","hhweight2","urban","area","region","district","month","quarter","mainland","femalehead","hhsize","adulteq","intyear","intmonth","hhweight_pan","hhweight","nf_clothing","nf_utilities","nf_hhexpenses","nf_transport","nf_communic","nf_recreat","nf_other","dur_exp","rent_exp","foodIN","foodOUT","educa","health","expm","fisherb4c4","foodINR_pae","foodOUTR_pae","educaR_pae","healthR_pae","nf_clothingR_pae","nf_utilitiesR_pae","nf_hhexpensesR_pae","nf_transportR_pae","nf_communicR_pae","nf_recreatR_pae","nf_otherR_pae","dur_expR_pae","rent_expR_pae","expmR_pae"
"9702-001-99",1,120816205824,2,718.25537109375,2,2,12,128,9,3,1,0,3,2.87999999523163,2021,9,,718.25537109375,130000,161200,0,416000,96000,0,70000,159554.671651627,803556.8125,1357200,728000,125000,0,4046511.5,0.995775461196899,36304.0546875,19473.4375,3343.65356445313,0,3477.39965820313,4311.9755859375,0,11127.6787109375,2567.92602539063,0,1872.44604492188,4267.96435546875,21494.525390625,108241.0625
"8640-001-01",0,130301304832,2,4419.94189453125,2,2,13,133,7,3,1,0,3,2.75999999046326,2021,7,4352.3115234375,4419.94189453125,94000,96000,27000,0,120000,0,42000,284647.262723155,706546.25,2957258.25,3458000,700000,0,8485452,0.995775461196899,82543.6953125,96520.5234375,19538.56640625,0,2623.75048828125,2679.57495117188,753.630432128906,0,3349.46850585938,0,1172.31396484375,7945.14208984375,19721.287109375,236847.953125
"6783-001-01",0,30619203584,2,6088.1259765625,2,2,3,36,7,3,1,1,4,2.91999998688698,2021,7,6444.34814453125,6088.1259765625,51500,149200,24000,0,0,0,66000,2405.03352205429,127318.5546875,1285266.625,0,0,0,1705690.125,0.995775461196899,33908.93359375,0,0,0,1358.71423339844,3936.31396484375,633.187194824219,0,0,0,1741.26489257813,63.4515190124512,3359.02001953125,45000.8828125
"4347-001-01",0,100407205888,2,4922.74169921875,2,2,10,104,10,4,1,0,4,3.03999999165535,2021,10,4908.5390625,4922.74169921875,89000,276000,6000,0,69600,1000,252000,234361.907471943,784801.75,933400,644800,36200,202800,3529963.75,1.04548096656799,22529.068359375,15563.2568359375,873.74365234375,4894.8955078125,2148.154296875,6661.69189453125,144.819381713867,0,1679.90490722656,24.1365642547607,6082.4140625,5656.69140625,18942.41796875,85201.1953125
"1041-001-01",0,20318203904,2,794.750610351563,2,2,2,23,10,4,1,0,1,0.879999995231628,2021,10,3904.998046875,794.750610351563,0,735600,24000,0,120000,0,60000,415765.223124966,1425575.875,2527200,0,0,0,5308141,1.04548096656799,210720.109375,0,0,0,0,61334.9609375,2001.140625,0,10005.703125,0,5002.8515625,34666.86328125,118865.7421875,442597.34375
"1915-001-01",0,250135216128,2,4713.70166015625,2,2,25,256,10,4,1,0,5,4.40000003576279,2021,10,5070.42626953125,4713.70166015625,370000,290600,297000,1040000,600000,0,360000,214473.997444721,540000,1558700,2756000,590000,6500,8623274,1.04548096656799,25993.1484375,45959.52734375,9838.94140625,108.395118713379,6170.18359375,4846.095703125,4952.82275390625,17343.21875,10005.703125,0,6003.421875,3576.60522460938,9005.1328125,143803.203125
"2981-001-04",0,210326208512,2,4576.09423828125,2,2,14,145,12,4,1,0,3,2.28000000119209,2021,12,4901.208984375,4576.09423828125,67500,5200,0,0,48000,0,114000,78734.6615288717,140622.421875,1866800,0,0,0,2320857.25,1.04548096656799,60077.51953125,0,0,0,2172.29077148438,167.34684753418,0,0,1544.74011230469,0,3668.7578125,2533.845703125,4525.52294921875,74690.0234375
"4688-001-02",0,130413297664,2,649.974060058594,2,2,13,134,10,4,1,1,5,4.40000003576279,2021,10,558.511840820313,649.974060058594,17000,326800,0,0,36000,0,80400,105105.142104917,614395.6875,1294800,0,80000,0,2554500.75,1.04548096656799,21592.306640625,0,1334.09375,0,283.494903564453,5449.77294921875,0,0,600.342163085938,0,1340.76416015625,1752.75134277344,10245.767578125,42599.29296875
"4690-001-01",0,130413297664,2,958.680969238281,2,2,13,134,10,4,1,0,4,3.43999999761581,2021,10,919.222778320313,958.680969238281,760000,473200,110600,1560000,180000,0,132000,186411.841358316,426000,2410200,4160000,50000,2119000,12567412,1.04548096656799,51409.53515625,88732.75,1066.49938964844,45198.2421875,16210.7900390625,10093.349609375,2359.0966796875,33274.78125,3839.39770507813,0,2815.55834960938,3976.162109375,9086.57421875,268062.75
"9793-001-99",1,190310203392,2,1166.19079589844,2,2,19,193,11,4,1,1,10,7.96000000834465,2021,11,,1166.19079589844,0,5200,1800000,0,0,0,222000,7066.61769128693,155090.4375,871000,0,80000,0,3140357,1.04548096656799,8028.8642578125,0,737.438720703125,0,0,47.9335174560547,16592.37109375,0,0,0,2046.392578125,65.1399688720703,1429.62121582031,28947.76171875
"9579-001-99",1,20317210624,2,234.901947021484,2,2,2,23,11,4,1,0,2,1.87999999523163,2021,11,,234.901947021484,160000,427600,35800,156000,0,0,109200,73120.6863048077,420000,2410171,1820000,0,19500,5631391.5,1.04548096656799,94067.3828125,71033.3984375,0,761.072082519531,6244.6943359375,16688.9453125,1397.25036621094,6088.57666015625,0,0,4262.00390625,2853.85205078125,16392.322265625,219789.484375
"1628-001-01",0,70311206912,1,5957.2939453125,2,2,6,67,11,4,1,0,3,2.28000000119209,2021,11,5482.54248046875,5957.2939453125,432000,1046600,332000,984000,3240000,18000,438000,647574.122809851,1200000,2579200,0,0,0,10917374,1.04548096656799,83004.0390625,0,0,0,13902.6611328125,33681.76953125,10684.4521484375,31667.171875,104269.9609375,579.277526855469,14095.75390625,20840.28515625,38618.50390625,351343.875
"1748-001-01",0,70327205888,1,2216.77612304688,2,2,6,64,12,4,1,0,3,2.51999998092651,2021,12,2064.5810546875,2216.77612304688,36000,0,7000,104000,36000,0,74400,18940.9080006985,112962.6875,0,1716000,31000,0,2136303.5,1.04548096656799,0,49964.98828125,902.630920410156,0,1048.21655273438,0,203.819885253906,3028.18115234375,1048.21655273438,0,2166.31420898438,551.504821777344,3289.14868164063,62203.015625
"5375-001-03",0,70201204736,1,2726.4462890625,2,2,19,191,12,4,1,1,2,1.75999999046326,2022,1,2958.40063476563,2726.4462890625,200000,498000,30000,156000,360000,0,216000,255465.548639075,840000,2122640,1248000,0,0,5926105.5,1.04548096656799,88493.7734375,52029.65625,0,0,8338.0859375,20761.833984375,1250.712890625,6503.70703125,15008.5546875,0,9005.1328125,10650.46875,35019.9609375,247061.890625
"2656-001-02",0,30326200320,2,2209.18969726563,2,2,3,33,10,4,1,0,4,2.91999998688698,2021,10,2160.07250976563,2209.18969726563,127000,264000,18000,688000,72000,0,72000,269289.116549215,360000,1578200,260000,550000,0,4258489,1.04548096656799,39657.765625,6533.404296875,13820.6630859375,0,3191.31665039063,6633.91845703125,452.312591552734,17288.392578125,1809.25036621094,0,1809.25036621094,6766.82568359375,9046.251953125,107009.34375
"3055-001-01",0,200401305600,2,5356.27099609375,2,2,20,204,11,4,1,0,1,1,2021,11,5251.5224609375,5356.27099609375,18000,0,7000,0,36000,0,54000,3457.87019521351,60000,0,572000,0,0,750457.875,1.04548096656799,0,41970.58984375,0,0,1320.75280761719,0,513.626098632813,0,2641.50561523438,0,3962.25830078125,253.721771240234,4402.50927734375,55064.96484375
"2561-001-01",0,160506101760,3,3750.22143554688,2,2,16,164,11,4,1,1,7,4.87999999523163,2021,11,2940.11840820313,3750.22143554688,0,554000,0,104000,48000,0,120000,3264.13868226913,240000,1375400,0,64000,949000,3457664.25,1.04548096656799,20680.3671875,0,962.297119140625,14269.0625,0,8329.884765625,0,1563.73278808594,721.722839355469,0,1804.30712890625,49.0792388916016,3608.6142578125,51989.06640625
"9497-001-99",1,10533201920,2,1335.80310058594,2,2,1,15,10,4,1,1,2,1.28000000119209,2021,10,,1335.80310058594,190000,516000,62000,249600,240000,10000,246000,78477.6683642364,300000,2875600,364000,0,0,5131677.5,1.04548096656799,164841.875,20866.060546875,0,0,10891.625,29579.359375,3554.10913085938,14308.1552734375,13757.841796875,573.243408203125,14101.7880859375,4498.6806640625,17197.302734375,294170.03125
"3056-001-01",0,200401305600,2,4555.84814453125,2,2,20,204,11,4,1,1,6,4.40000003576279,2021,11,4764.9189453125,4555.84814453125,182000,125200,67600,208000,54000,0,80400,93194.9387180489,557168.375,1448200,0,300000,188500,3304263.5,1.04548096656799,24150.431640625,0,5002.8515625,3143.45825195313,3035.06323242188,2087.85668945313,1127.30920410156,3468.64379882813,900.513244628906,0,1340.76416015625,1554.134765625,9291.435546875,55102.46484375
"9567-001-99",1,20313204736,2,998.679748535156,2,2,2,23,10,4,1,0,2,1.87999999523163,2021,10,,998.679748535156,285000,377200,30000,1560000,192000,0,202800,518739.773492311,2160000,1805328.625,2184000,0,0,9315068,1.04548096656799,70460.78125,85240.078125,0,0,11123.361328125,14721.8662109375,1170.88012695313,60885.76953125,7493.6328125,0,7915.14990234375,20246.0703125,84303.3671875,363560.9375
"3147-001-01",0,120222302208,2,1137.11767578125,2,2,12,122,10,4,1,0,4,4.08000004291534,2021,10,5721.33203125,1137.11767578125,110000,77200,69000,52000,72000,0,60000,72028.9601228915,330758.625,2033035.75,156000,173000,0,3205023.5,1.04548096656799,36562.33203125,2805.52075195313,3111.25048828125,0,1978.25170898438,1388.373046875,1240.9033203125,935.173522949219,1294.85571289063,0,1079.04638671875,1295.37646484375,5948.3984375,57639.484375
"9564-001-99",1,20313204736,2,588.610473632813,2,2,2,23,10,4,1,1,3,1.84000000357628,2021,10,,588.610473632813,120000,108800,5000,0,36000,0,96000,24854.8961708913,300000,2496000,0,70000,78000,3334655,1.04548096656799,99534.9921875,0,2791.44604492188,3110.46850585938,4785.33642578125,4338.705078125,199.389007568359,0,1435.60083007813,0,3828.26904296875,991.158630371094,11963.3408203125,132978.71875
"9655-001-99",1,40420302848,2,3004.57104492188,2,2,4,44,11,4,1,0,4,2.84000000357628,2021,11,,3004.57104492188,22500,605200,21000,0,60000,0,156000,64185.079070694,83967.8828125,692900,52000,222200,269750,2249703,1.04548096656799,17901.98828125,1343.48876953125,5740.8310546875,6969.34814453125,581.317260742188,15636.142578125,542.562744140625,0,1550.17932128906,0,4030.46630859375,1658.30639648438,2169.42138671875,58124.05078125
"2542-001-01",0,160418201600,2,3389.19213867188,2,2,16,164,10,4,1,0,6,4.51999998092651,2021,10,3586.76538085938,3389.19213867188,260000,782000,630000,4200000,60000,0,90000,752952.214563003,1056436.875,6054533.5,0,1500000,0,15385923,1.04548096656799,98285.9140625,0,24350.162109375,0,4220.69482421875,12694.5517578125,10227.068359375,68180.453125,974.006469726563,0,1461.009765625,12223.005859375,17149.60546875,249766.484375
"9510-001-99",1,10537204736,2,1219.13049316406,2,2,1,15,11,4,1,0,2,1.87999999523163,2021,11,,1219.13049316406,265000,365200,240000,260000,360000,0,259200,204728.719713971,480000,1593800,494000,0,104000,4625929,1.04548096656799,62204.9609375,19280.4921875,0,4059.05126953125,10342.7744140625,14253.5146484375,9367.041015625,10147.6279296875,14050.5615234375,0,10116.404296875,7990.42626953125,18734.08203125,180546.953125
"3889-001-02",0,90704297984,3,1056.67663574219,2,2,9,97,10,4,1,0,4,3.87999999523163,2021,10,1001.03912353516,1056.67663574219,102000,28800,58200,1572000,102000,8500,108000,31158.7842464976,195687.671875,2607800,774800,126700,234000,5949646.5,1.04548096656799,49316.42578125,14652.337890625,2396.03930664063,4425.20263671875,1928.9345703125,544.640319824219,1100.62731933594,29728.28515625,1928.9345703125,160.744537353516,2042.40124511719,589.247619628906,3700.67358398438,112514.4921875
"9648-001-99",1,40420302848,2,2048.01000976563,2,2,4,44,11,4,1,0,2,1.75999999046326,2021,11,,2048.01000976563,0,62800,0,291200,192000,0,70800,35219.1626945128,190623.90625,2308344.75,546000,0,16900,3713888,1.04548096656799,96235.8828125,22762.974609375,0,704.568237304688,0,2618.15893554688,0,12140.2529296875,8004.5625,0,2951.68237304688,1468.30200195313,7947.1923828125,154833.59375
"2660-001-02",0,30326200320,2,2048.08618164063,2,2,3,33,10,4,1,0,3,2.28000000119209,2021,10,1946.92456054688,2048.08618164063,170000,389200,24000,0,0,0,56400,25725.0227393723,180000,312000,4394000,0,0,5551325,1.04548096656799,10040.810546875,141408.078125,0,0,5470.95458984375,12525.267578125,772.370056152344,0,0,0,1815.06970214844,827.884887695313,5792.775390625,178653.21875
"9583-001-99",1,20317210624,2,185.221160888672,2,2,2,23,11,4,1,1,1,0.879999995231628,2021,11,,185.221160888672,70000,173200,82000,208000,60000,0,60000,360311.037298184,1425575.875,1708989,1170000,0,7800,5325876,1.04548096656799,142496.96875,97555.6015625,0,650.370727539063,5836.66015625,14441.564453125,6837.23046875,17343.21875,5002.8515625,0,5002.8515625,30043.04296875,118865.7421875,444076.125
"1325-001-05",0,70128205824,1,1425.01953125,2,2,26,264,12,4,1,1,2,1.63999998569489,2021,12,1619.7333984375,1425.01953125,130000,353200,5000,104000,72000,0,162000,81327.2641749247,600000,1259514.25,260000,100000,273000,3400041.5,1.04548096656799,56351.86328125,11632.646484375,4474.0947265625,12214.279296875,5816.3232421875,15802.5029296875,223.704742431641,4653.05859375,3221.34838867188,0,7248.03369140625,3638.65893554688,26844.5703125,152121.078125
"9724-001-99",1,120823201792,2,662.66455078125,2,2,12,128,10,4,1,0,4,2.84000000357628,2021,10,,662.66455078125,955000,586400,110400,1656000,60000,0,432000,721151.873579355,2040000,3151200,0,40000,0,9752152,1.04548096656799,81415.421875,0,1033.45288085938,0,24673.6875,15150.419921875,2852.330078125,42784.94921875,1550.17932128906,0,11161.291015625,18631.912109375,52706.09765625,251959.75
"2976-001-01",0,210326208512,2,7899.96240234375,2,2,21,213,11,4,1,1,1,0.879999995231628,2021,11,8093.01416015625,7899.96240234375,0,86000,0,0,0,0,42000,60249.1170568086,600000,743600,0,0,52000,1583849.125,1.04548096656799,62002.0078125,0,0,4335.8046875,0,7170.75390625,0,0,0,0,3501.99609375,5023.623046875,50028.515625,132062.703125
"9651-001-99",1,40420302848,2,2167.20263671875,2,2,4,44,11,4,1,0,5,3.99999997019768,2021,11,,2167.20263671875,322000,259200,969000,5076000,60000,0,200000,91883.6007314177,113749.359375,9160522,0,100000,169000,16521355,1.04548096656799,168038.6875,0,1834.37890625,3100.10034179688,5906.7001953125,4754.7099609375,17775.130859375,93113.0703125,1100.62731933594,0,3668.7578125,1685.49340820313,2086.59423828125,303064.25
"3056-001-05",0,200401305600,2,3989.9873046875,2,2,20,204,12,4,1,0,7,5.43999999761581,2021,12,4146.91162109375,3989.9873046875,183000,540000,48000,208000,24000,0,144000,524697.30976622,328523.4375,1935458,3692000,1630000,0,9257678,1.04548096656799,26105.61328125,49797.9921875,21985.5703125,0,2468.31860351563,7283.5634765625,647.427856445313,2805.52075195313,323.713928222656,0,1942.28356933594,7077.1591796875,4431.150390625,124868.3046875
"2028-001-01",0,110313209856,2,1627.65893554688,2,2,11,113,11,4,1,1,5,4.92000007629395,2021,11,1254.57727050781,1627.65893554688,79000,144000,30000,104000,24000,0,48000,7527.80530284848,237229.40625,1413100,1846000,44000,403000,4379857,1.04548096656799,21074.478515625,27530.595703125,656.200561523438,6010.20068359375,1178.17834472656,2147.5654296875,447.409484863281,1551.01953125,357.927581787109,0,715.855163574219,112.267051696777,3537.9560546875,65319.65234375
"2027-001-01",0,110313209856,2,4820.49658203125,2,2,11,113,11,4,1,0,6,4.47999998927116,2021,11,5002.37060546875,4820.49658203125,130000,443200,130000,210000,90000,0,150000,154027.470635775,489211.53125,1365000,884000,85000,0,4130439,1.04548096656799,22356.4921875,14478.490234375,1392.16259765625,0,2129.18969726563,7258.8994140625,2129.18969726563,3439.46044921875,1474.05444335938,0,2456.75756835938,2522.72094726563,8012.49365234375,67649.9140625
"3056-001-04",0,200401305600,2,3904.05493164063,2,2,14,143,12,4,1,0,6,4.19999998807907,2021,12,4095.263671875,3904.05493164063,510000,108000,411000,0,180000,20000,398400,267168.2767925,398664.875,4215390,0,60000,0,6568623.5,1.04548096656799,73644.0234375,0,1048.21655273438,0,8909.8408203125,1886.78967285156,7180.283203125,0,3144.64965820313,349.405517578125,6960.15771484375,4667.50341796875,6964.78515625,114755.6640625
"1401-001-01",0,70202204160,1,5965.2177734375,2,2,5,25,11,4,1,0,7,6.04000005125999,2021,11,5863.87548828125,5965.2177734375,300000,370400,42000,2580000,240000,0,354000,433969.579632716,547759.75,5504850,0,2916400,442000,13731380,1.04548096656799,66874.046875,0,35429.0234375,5369.50634765625,3644.46142578125,4499.69482421875,510.224578857422,31342.3671875,2915.56909179688,0,4300.46435546875,5271.951171875,6654.29736328125,166811.609375
"9508-001-99",1,10537204736,2,1100.77136230469,2,2,1,15,11,4,1,1,3,2.63999998569489,2021,11,,1100.77136230469,37000,386000,15000,0,120000,0,78000,48965.3828597665,240000,1246345.5,78000,84000,528450,2861761,1.04548096656799,34640.453125,2167.90234375,2334.6640625,14687.5380859375,1028.36389160156,10728.3369140625,416.904296875,0,3335.234375,0,2167.90234375,1360.92529296875,6670.46875,79538.6953125
"7958-001-06",0,190306205696,2,2196.95043945313,2,2,19,193,12,4,1,0,4,2.75999999046326,2021,12,6982.0166015625,2196.95043945313,163000,216000,27000,676000,120000,0,139200,50501.5005918713,442372.25,2927971.5,0,0,19500,4781545,1.04548096656799,77840.7109375,0,0,518.411437988281,4333.3876953125,5742.4033203125,717.800415039063,17971.595703125,3190.22412109375,0,3700.66015625,1342.59252929688,11760.5556640625,127118.3359375
"4175-001-03",0,60210307072,2,2408.37841796875,2,2,6,62,11,4,1,0,2,1.87999999523163,2021,11,2163.7626953125,2408.37841796875,110000,407200,10000,18000,48000,0,140400,256353.732803402,240000,1402169.625,0,0,0,2632123.25,1.04548096656799,54725.75390625,0,0,0,4293.22705078125,15892.74609375,390.293395996094,702.528076171875,1873.408203125,0,5479.71923828125,10005.31640625,9367.041015625,102730.03125
"1134-001-01",0,70104203264,1,2920.33642578125,2,2,18,186,12,4,1,0,2,1.75999999046326,2021,12,2953.23364257813,2920.33642578125,176000,888600,396000,3500000,180000,0,63000,1163737.99002455,1013036.8125,3434158.5,0,0,650000,11464533,1.04548096656799,143171.546875,0,0,27098.779296875,7337.515625,37046.1171875,16509.41015625,145916.5,7504.27734375,0,2626.4970703125,48516.73828125,42233.94140625,477961.3125
"2657-001-01",0,30326200320,2,4332.48193359375,2,2,3,33,10,4,1,1,2,1.87999999523163,2021,10,4256.38720703125,4332.48193359375,0,96000,12000,0,24000,0,56400,104200.518110768,540000,0,1066000,69500,0,1968100.5,1.04548096656799,0,41605.2734375,2712.5390625,0,0,3746.81640625,468.35205078125,0,936.7041015625,0,2201.25463867188,4066.87719726563,21075.841796875,76813.6640625
"2089-001-02",0,180106297344,2,2718.16650390625,2,2,1,15,12,4,1,0,2,1.87999999523163,2021,12,2884.107421875,2718.16650390625,240000,626600,18002,156000,240000,0,331000,447730.37385493,552485.6875,2564900,774800,0,2808000,8759518,1.04548096656799,100106.3515625,30239.931640625,0,109594.3828125,9367.041015625,24455.783203125,702.606140136719,6088.57666015625,9367.041015625,0,12918.7109375,17474.62109375,21563.150390625,341878.1875
"6403-001-01",0,510228299776,4,75.4459228515625,2,2,14,141,12,4,1,1,2,1.51999998092651,2021,12,79.3875885009766,75.4459228515625,156000,5200,83600,312000,96000,0,212400,30666.9487481978,199429.3125,497064.28125,0,72000,208000,1872360.5,1.04548096656799,23994.84765625,0,3475.66528320313,10040.810546875,7530.6083984375,251.020278930664,4035.63354492188,15061.216796875,4634.22021484375,0,10253.212890625,1480.38952636719,9627.0771484375,90384.703125
"1823-001-01",0,10504205312,2,1036.17053222656,2,2,1,15,10,4,1,1,3,2.15999999642372,2021,10,7239.6201171875,1036.17053222656,420000,276000,13000,0,48000,0,62400,19225.2404363466,240000,1889001.875,234000,77500,279500,3558627.25,1.04548096656799,64169.35546875,7948.97509765625,2632.67333984375,9494.609375,14267.3916015625,9375.71484375,441.609741210938,0,1630.55895996094,0,2119.72680664063,653.0810546875,8152.794921875,120886.4921875
"1572-001-01",0,70302203904,1,1693.41760253906,2,2,2,75,11,4,1,0,7,6.03999999165535,2021,11,1691.50842285156,1693.41760253906,540000,2410400,914000,1600000,600000,10000,404000,891458.439142908,1245466.125,6516466.5,5148000,3500000,1859000,25638790,1.04548096656799,79163.3671875,62538.95703125,42518.71484375,22583.51171875,6560.0302734375,29282.033203125,11103.458984375,19437.126953125,7288.9228515625,121.482048034668,4907.87451171875,10829.619140625,15130.177734375,311465.28125
"3058-001-01",0,200401305600,2,1539.85913085938,2,2,20,204,11,4,1,1,9,8.24000006914139,2021,11,2367.53051757813,1539.85913085938,0,782000,392000,520000,60000,0,306000,318220.731307163,482385.4375,6260904,1456000,295000,1183000,12055510,1.04548096656799,55751.796875,12965.318359375,2626.90185546875,10534.3212890625,0,6963.51611328125,3490.66284179688,4630.47119140625,534.285095214844,0,2724.85400390625,2833.6767578125,4295.5224609375,107351.328125
"1824-001-01",0,10504205312,2,1301.0244140625,2,2,1,15,10,4,1,0,6,5.51999998092651,2021,10,8718.140625,1301.0244140625,0,1070000,66000,208000,48000,0,570000,156228.223586125,180000,3559400,0,6257000,1180400,13295028,1.04548096656799,47313.68359375,0,83171.8046875,15690.5859375,0,14223.0830078125,877.311645507813,2764.86083984375,638.044860839844,0,7576.7822265625,2076.67944335938,2392.66821289063,176725.5
"6815-001-02",0,550113181696,4,306.451019287109,2,2,5,53,12,4,1,0,5,3.87999999523163,2022,1,284.101196289063,306.451019287109,216000,429600,49000,0,120000,0,228000,136622.490254931,676869.875,4518800,925600,565000,0,7865492.5,1.04548096656799,85455.578125,17504.134765625,10684.7841796875,0,4084.80249023438,8124.21826171875,926.64501953125,0,2269.33471679688,0,4311.73583984375,2583.6845703125,12800.369140625,148745.296875
"9727-001-99",1,120823201792,2,594.984497070313,2,2,12,128,10,4,1,0,2,2,2021,10,,594.984497070313,200000,95200,196000,156000,60000,60000,98000,358000.6098224,1440000,1551085.75,1508000,0,0,5722286.5,1.04548096656799,56905.578125,55324.8671875,0,0,7337.515625,3492.65747070313,7190.76513671875,5723.26220703125,2201.25463867188,2201.25463867188,3595.38256835938,13134.1748046875,52830.11328125,209936.828125
"2539-001-01",0,160418201600,2,6862.79736328125,2,2,16,164,10,4,1,0,5,3.91999998688698,2021,10,6793.0634765625,6862.79736328125,340000,866000,18400,0,300000,25000,240000,256062.609654517,1200000,4791800,1924000,3657500,58500,13677263,1.04548096656799,89693.640625,36013.72265625,68461.640625,1095.01184082031,6364.171875,16209.919921875,344.414001464844,0,5615.44580078125,467.953796386719,4492.3564453125,4793.01904296875,22461.783203125,256013.09375
"9653-001-99",1,40420302848,2,3025.28393554688,2,2,4,44,11,4,1,1,8,5.80000001192093,2021,11,,3025.28393554688,125000,118400,260000,208000,72000,5000,456000,82677.2398263153,114137.1875,2929983.25,1518400,487400,239200,6616197,1.04548096656799,37066.890625,19209.109375,6166.04345703125,3026.09252929688,1581.36108398438,1497.865234375,3289.23120117188,2631.38500976563,910.864013671875,63.2544441223145,5768.80517578125,1045.94055175781,1443.93688964844,83700.7734375
"3245-001-01",0,120825200640,2,688.215881347656,2,2,12,128,10,4,1,0,6,4.95999997854233,2021,10,2994.04663085938,688.215881347656,770000,1622000,188000,364000,252000,0,153600,478572.330224178,1800000,4292945,1326000,1050000,143000,12440117,1.04548096656799,63507.16015625,19616.01953125,15533.046875,2115.453125,11390.9013671875,23994.859375,2781.15502929688,5384.78955078125,3727.93139648438,0,2272.26293945313,7079.70166015625,26628.080078125,184031.359375
"2868-001-02",0,80118300672,2,7624.80029296875,2,2,8,81,12,4,1,1,1,0.879999995231628,2021,12,7519.96923828125,7624.80029296875,400000,432000,249000,312000,72000,0,120000,66159.0507653945,300000,2904200,0,0,0,4855359,1.04548096656799,242154.6875,0,0,0,33352.34375,36020.53125,20761.833984375,26014.828125,6003.421875,0,10005.703125,5516.3984375,25014.2578125,404844
"1818-001-03",0,10504205312,2,906.475891113281,2,2,1,15,10,4,1,0,3,2.28000000119209,2021,10,6371.6337890625,906.475891113281,139000,216000,0,41600,72000,0,98400,78064.1185997639,180000,1627600,1612000,0,156000,4220664,1.04548096656799,52379.5625,51877.5234375,0,5020.4052734375,4473.31005859375,6951.33056640625,0,1338.77478027344,2317.11010742188,0,3166.71728515625,2512.26611328125,5792.775390625,135829.765625
"5228-001-02",0,70117203968,1,2006.39428710938,2,2,6,61,12,4,1,1,4,3.16000002622604,2021,12,1747.26818847656,2006.39428710938,65000,360000,0,1040000,36000,0,54000,67823.9137948692,545603.4375,1434375.5,0,270000,0,3872803,1.04548096656799,33306.1796875,0,6269.39599609375,0,1509.29907226563,8359.1953125,0,24148.78515625,835.919494628906,0,1253.87927246094,1574.87036132813,12668.904296875,89926.4296875
"9723-001-99",1,120823201792,2,537.036560058594,2,2,12,128,10,4,1,0,1,1,2021,10,,537.036560058594,140000,453600,88000,364000,72000,40000,104000,138024.50278024,516665.46875,2614578.5,2184000,0,140400,6855268.5,1.04548096656799,191845.109375,160251.34375,0,10301.8720703125,10272.521484375,33282.96875,6457.013671875,26708.556640625,5283.01123046875,2935.00634765625,7631.01611328125,10127.5693359375,37910.41015625,503006.40625
"2088-001-01",0,180106297344,2,4657.9140625,2,2,18,181,11,4,1,0,3,2.31999999284744,2021,11,3966.95922851563,4657.9140625,140000,554000,22000,104000,72000,0,144000,160182.589589001,170697.625,2792111.25,0,220000,455000,4833991,1.04548096656799,88306.7265625,0,6957.98876953125,14390.3857421875,4427.81103515625,17521.48046875,695.798889160156,3289.23120117188,2277.15991210938,0,4554.31982421875,5066.13037109375,5398.69189453125,152885.703125
"3052-001-01",0,200401305600,2,4715.83935546875,2,2,20,204,11,4,1,1,8,6.32000005245209,2021,11,4063.71362304688,4715.83935546875,145000,797200,313000,416000,144000,0,276000,832470.318135302,60000,2958800,0,190000,0,6132470.5,1.04548096656799,34351.6484375,0,2205.89868164063,0,1683.44897460938,9255.486328125,3633.927734375,4829.7568359375,1671.83898925781,0,3204.35815429688,9664.974609375,696.599548339844,71197.9375
"4178-001-01",0,60210307072,2,1213.22619628906,2,2,6,62,11,4,1,0,4,3.31999999284744,2021,11,1331.27124023438,1213.22619628906,30000,197200,75000,180000,48000,0,138000,116148.153520582,478981.71875,2901522.5,52000,160000,0,4376852.5,1.04548096656799,64126.40625,1149.24938964844,3536.15209960938,0,663.028503417969,4358.3076171875,1657.5712890625,3978.17114257813,1060.84558105469,0,3049.93115234375,2566.98461914063,10585.951171875,96732.6015625
"3246-001-02",0,120825200640,2,2008.75061035156,2,2,6,64,12,4,1,0,4,2.84000000357628,2022,1,9789.779296875,2008.75061035156,415000,517192,211000,2524000,288000,0,311000,307362.929224346,600000,3441100,431600,1430000,0,10476255,1.04548096656799,88905.3671875,11150.95703125,36945.94140625,0,10722.07421875,13362.3388671875,5451.4638671875,65210.87890625,7440.86083984375,0,8035.09619140625,7941.1279296875,15501.79296875,270667.90625
"9511-001-99",1,10537204736,2,1277.37536621094,2,2,1,15,11,4,1,1,4,3.31999999284744,2021,11,,1277.37536621094,49000,480000,6000,0,60000,0,141600,45312.8692653548,300000,1721107.625,0,30000,709800,3542820.25,1.04548096656799,38038.11328125,0,663.028503417969,15687.2548828125,1082.94653320313,10608.4560546875,132.605697631836,0,1326.05700683594,0,3129.49462890625,1001.45745849609,6630.28515625,78299.6953125
"9581-001-99",1,20317210624,2,299.250823974609,2,2,2,23,11,4,1,0,2,1.87999999523163,2021,11,,299.250823974609,225000,629200,50000,546000,180000,0,84000,50397.6383335319,180000,1389700,1315600,0,338000,4987897.5,1.04548096656799,54239.0703125,51346.99609375,0,13191.916015625,8781.6015625,24557.259765625,1951.46691894531,21310.01953125,7025.28076171875,0,3278.46435546875,1966.98645019531,7025.28076171875,194674.34375
