"y5_hhid","booster","cluster","strata","hhweight2","urban","area","region","district","month","quarter","mainland","femalehead","hhsize","adulteq","intyear","intmonth","hhweight_pan","hhweight","nf_clothing","nf_utilities","nf_hhexpenses","nf_transport","nf_communic","nf_recreat","nf_other","dur_exp","rent_exp","foodIN","foodOUT","educa","health","expm","fisherb4c4","foodINR_pae","foodOUTR_pae","educaR_pae","healthR_pae","nf_clothingR_pae","nf_utilitiesR_pae","nf_hhexpensesR_pae","nf_transportR_pae","nf_communicR_pae","nf_recreatR_pae","nf_otherR_pae","dur_expR_pae","rent_expR_pae","expmR_pae"
"8430-001-02",0,170428104704,3,323.456176757813,1,3,17,174,6,2,1,1,20,15.8400000929832,2021,6,553.492614746094,323.456176757813,935000,26000,421000,180000,60000,0,420000,81660.8941593455,177281.046875,17187924,0,15000,130000,19633866,0.986486971378326,84380.4921875,0,73.6393432617188,638.207641601563,4590.185546875,127.641525268555,2066.81079101563,883.672119140625,294.557373046875,0,2061.90161132813,400.89697265625,870.323974609375,96388.328125
"7942-001-09",0,190210097152,3,2636.36596679688,1,3,19,192,6,2,1,0,3,2.40000000596046,2021,6,2548.79125976563,2636.36596679688,190000,46400,21600,960000,552000,0,90000,161306.344978923,177815.78125,1714909.875,0,0,54600,3968632,0.986486971378326,55565.328125,0,0,1769.11157226563,6156.2490234375,1503.42077636719,699.868286132813,31105.2578125,17885.5234375,0,2916.11791992188,5226.537109375,5761.46435546875,128588.875
"6743-001-01",0,30503102464,3,5779.32275390625,1,3,3,35,5,2,1,0,4,2.99999997019768,2021,5,5210.98779296875,5779.32275390625,205000,202800,12000,164000,120000,0,126000,482127.100344079,316660.65625,3013246.75,3224000,89300,117000,8072134.5,0.986486971378326,78106.515625,83569.4609375,2314.74951171875,3032.7626953125,5313.81494140625,5256.78857421875,311.052581787109,4251.0517578125,3110.52587890625,0,3266.05200195313,12497.240234375,8208.17578125,209238.1875
"5030-001-04",0,20213102592,3,5881.482421875,1,3,2,23,5,2,1,0,3,2.35999998450279,2021,5,5389.84033203125,5881.482421875,74000,311200,185000,364000,36000,0,56400,118903.480739978,180315.828125,3537312.5,1638000,0,0,6501132,0.986486971378326,116556.1640625,53972.89453125,0,0,2438.3359375,10254.19140625,6095.83984375,11993.9765625,1186.21740722656,0,1858.40734863281,3917.92749023438,5941.494140625,214215.453125
"8164-001-01",0,60115304448,3,4147.47314453125,1,3,6,61,5,2,1,0,7,6.28000006079674,2021,5,3936.869140625,4147.47314453125,127000,65200,140000,300000,54000,0,98400,172724.826532127,106723.6171875,2778967.25,0,92000,1547000,5482015.5,0.986486971378326,34411.0234375,0,1139.20532226563,19155.984375,1572.5986328125,807.349853515625,1733.5732421875,3714.7998046875,668.664001464844,0,1218.45434570313,2138.7939453125,1321.52294921875,67881.96875
"8377-001-03",0,170303111168,3,2954.64184570313,1,3,17,173,5,2,1,0,5,3.15999999642372,2021,5,3134.82275390625,2954.64184570313,30000,5200,36000,180000,12000,0,120000,64567.8133326999,87294.46875,1987253,0,0,45500,2567815.25,0.986486971378326,48903.49609375,0,0,1119.69079589844,738.257690429688,127.964668273926,885.909240722656,4429.54638671875,295.303070068359,0,2953.03076171875,1588.9228515625,2148.19384765625,63190.3125
"8228-001-03",0,150209101824,3,752.478759765625,1,3,15,152,6,2,1,0,11,9.15999999642372,2021,6,1293.06982421875,752.478759765625,41000,0,132800,0,0,0,64800,6548.87999565468,249486.890625,1268800,78000,33000,422500,2296935.75,0.986486971378326,10771.3837890625,662.175231933594,280.151062011719,3586.78247070313,348.066467285156,0,1127.39575195313,0,0,0,550.114807128906,55.5962333679199,2118.00048828125,19499.666015625
"8221-001-04",0,150209101824,3,4936.216796875,1,3,15,152,6,2,1,0,4,2.75999999046326,2021,6,5007.498046875,4936.216796875,145000,0,45600,1040000,60000,2000,78000,8267.93723932209,126325.6953125,1012142.875,364000,0,507000,3388336.75,0.986486971378326,28517.177734375,10255.71875,0,14284.751953125,4085.38256835938,0,1284.78234863281,29302.0546875,1690.50317382813,56.3501052856445,2197.65405273438,232.949569702148,3559.23315429688,95466.5625
"8359-001-01",0,170204102656,3,2488.93408203125,1,3,17,172,5,2,1,0,13,11.4000000059605,2021,5,2579.51123046875,2488.93408203125,124000,5200,62000,60000,60000,0,108000,34952.819275794,220152.734375,1092000,0,70000,0,1836305.625,0.986486971378326,7448.890625,0,477.492980957031,0,845.8447265625,35.4709091186523,422.92236328125,409.279693603516,409.279693603516,0,736.703491210938,238.424667358398,1501.73413085938,12526.0439453125
"8530-001-01",0,240215310336,3,2756.4375,1,3,24,244,6,2,1,0,7,4.75999996066093,2021,6,2895.46655273438,2756.4375,202000,34400,74000,922000,420000,0,90000,303970.792936538,240390.25,3452015,520000,150000,149500,6558276,0.986486971378326,56394.86328125,8495.1337890625,2450.51928710938,2442.35083007813,3300.03271484375,561.985778808594,1208.9228515625,15062.525390625,6861.4541015625,0,1470.3115234375,4965.90869140625,3927.20629882813,107141.2109375
"8378-001-01",0,170303111168,3,483.196533203125,1,3,17,173,5,2,1,0,10,9.28000003099442,2021,5,804.542175292969,483.196533203125,57000,5200,40800,0,120000,0,104400,23138.7655639948,116149.5,3403279.5,57200,2393000,364000,6684168,0.986486971378326,28518.2890625,479.31591796875,20052.5,3050.1923828125,477.640014648438,43.5741767883301,341.889678955078,0,1005.55792236328,0,874.835388183594,193.894729614258,973.292053222656,56010.984375
"6515-001-01",0,160209108992,3,6247.55859375,1,3,16,162,6,2,1,0,8,5.95999997854233,2021,6,5897.6904296875,6247.55859375,103000,0,63000,0,0,0,24000,14503.3529534213,201672.96875,1263444.5,520000,27000,152100,2368720.75,0.986486971378326,16484.80078125,6784.7041015625,352.28271484375,1984.52587890625,1343.89331054688,0,821.992980957031,0,0,0,313.140167236328,189.232604980469,2631.32958984375,30905.90234375
"8527-001-01",0,240215310336,3,2858.65234375,1,3,24,242,6,2,1,0,6,4.0799999833107,2021,6,2988.31567382813,2858.65234375,47000,5200,18000,208000,120000,0,138000,9853.66783445122,345064.6875,759843.3125,0,15000,156000,1821961.5,0.986486971378326,14482.3056640625,0,285.893920898438,2973.29663085938,895.800903320313,99.1098937988281,343.072692871094,3964.3955078125,2287.1513671875,0,2630.22412109375,187.806915283203,6576.79296875,34725.84765625
"8372-001-01",0,170303111168,3,1148.21875,1,3,17,173,5,2,1,0,5,3.67999997735024,2021,5,1097.91040039063,1148.21875,685000,682400,50000,780000,120000,0,204000,138568.882353485,374457.75,4550433.5,1092000,135000,71500,8883360,0.986486971378326,96156.5234375,23075.3671875,2852.72412109375,1510.88720703125,14474.93359375,14419.9921875,1056.564453125,16482.40625,2535.75463867188,0,4310.783203125,2928.13916015625,7912.77490234375,187716.84375
"6568-001-01",0,160510296064,3,1632.10815429688,1,3,16,165,5,2,1,0,15,11.3999999463558,2021,5,1301.09716796875,1632.10815429688,122000,0,103800,0,84000,0,104400,17458.6993728485,308697.21875,4783454.5,0,50000,0,5573810,0.986486971378326,32629.513671875,0,341.066436767578,0,832.202087402344,0,708.053894042969,0,572.991577148438,0,712.146667480469,119.091522216797,2105.72509765625,38020.7890625
"8358-001-01",0,170204102656,3,2304.21899414063,1,3,17,172,5,2,1,1,9,7.36000007390976,2021,5,2390.86645507813,2304.21899414063,58000,10400,40000,0,0,0,150000,9766.43773040829,177873.625,2200019,0,42600,32500,2721159,0.986486971378326,23244.619140625,0,450.096466064453,343.383453369141,612.807373046875,109.882705688477,422.625793457031,0,0,0,1584.8466796875,103.188705444336,1879.34948730469,28750.798828125
"8511-001-01",0,240121102336,3,1985.95092773438,1,3,24,241,6,2,1,1,8,5.47999998927116,2021,6,2088.50927734375,1985.95092773438,0,0,16800,0,0,0,0,3955.31287339066,108779.046875,3110806.25,0,5000,0,3245340.5,0.986486971378326,44143.4453125,0,70.951774597168,0,0,0,238.397964477539,0,0,0,0,56.1272926330566,1543.61328125,46052.53515625
"8624-001-08",0,130201100288,3,3447.16064453125,1,3,13,132,6,2,1,1,7,5.95999997854233,2021,6,3360.90234375,3447.16064453125,131000,26000,50000,0,0,0,80400,24944.6676553149,217008.671875,2135788.5,421200,347500,78000,3511842,0.986486971378326,27866.716796875,5495.6103515625,4534.0087890625,1017.70556640625,1709.22351074219,339.235198974609,652.375366210938,0,0,0,1049.01965332031,325.465728759766,2831.42236328125,45820.78515625
"8372-001-30",0,170303111168,3,2231.39233398438,1,3,17,173,5,2,1,0,2,1.87999999523163,2021,5,2198.35278320313,2231.39233398438,68000,0,5000,0,18000,0,24000,10735.5549941253,180000,1045758.5,0,0,221000,1572494,0.986486971378326,43256.1015625,0,0,9141.3056640625,2812.70947265625,0,206.816879272461,0,744.540771484375,0,992.721008300781,444.058776855469,7445.4072265625,65043.66015625
"6911-001-01",0,80101105664,3,502.224182128906,1,3,8,81,5,2,1,1,3,2.48000001907349,2021,5,747.230529785156,502.224182128906,42000,10400,0,0,0,0,24000,3607.55028308144,144776.921875,753613.25,1092000,250000,0,2320397.75,0.986486971378326,23630.376953125,34240.8671875,7839.0263671875,0,1316.95642089844,326.103515625,0,0,0,0,752.546569824219,113.118728637695,4539.640625,72758.640625
"8395-001-01",0,170320101376,3,1270.822265625,1,3,17,173,5,2,1,1,4,4.12000012397766,2021,5,1540.74645996094,1270.822265625,124000,0,17000,0,0,0,20400,38526.4986478948,58827.07421875,2139198,0,75000,130000,2602951.5,0.986486971378326,40376.3984375,0,1415.59118652344,2453.69140625,2340.44409179688,0,320.867340087891,0,0,0,385.040802001953,727.170288085938,1110.33447265625,49129.53515625
"6473-001-03",0,230322094080,3,5367.9921875,1,3,23,233,5,2,1,1,3,1.68000000715256,2021,5,5433.48193359375,5367.9921875,8560,652,25200,0,0,0,68400,16742.4646806999,120000,1053259,78000,0,9100,1379913.5,0.986486971378326,48752.81640625,3610.431640625,0,421.217041015625,396.221740722656,30.1795063018799,1166.44714355469,0,0,0,3166.07080078125,774.96826171875,5554.51025390625,63872.86328125
"5088-001-01",0,20611102720,3,4194.02490234375,1,3,2,26,6,2,1,0,7,6.28000003099442,2021,6,4109.17724609375,4194.02490234375,458000,17200,313000,0,0,0,142800,89391.9638866808,112337.1171875,3392442.75,208000,180000,78000,4991172,0.986486971378326,42007.484375,2575.59448242188,2228.8798828125,965.847961425781,5671.26123046875,212.981857299805,3875.7744140625,0,0,0,1768.24475097656,1106.91088867188,1391.03308105469,61804.015625
"6888-001-02",0,160614105088,3,2862.43041992188,1,3,16,166,6,2,1,1,9,7.56000012159348,2021,6,2231.16943359375,2862.43041992188,214000,20800,48000,0,360000,0,34800,5013.07568797134,198991.96875,1830975.75,0,327000,988000,4027580.75,0.986486971378326,18833.654296875,0,3363.564453125,10162.6962890625,2201.23193359375,213.951507568359,493.734252929688,0,3703.0068359375,0,357.957336425781,51.5651473999023,2046.85729980469,41428.21875
