"interview__key","y5_hhid","indidy5","hh_c01","hh_c01_1","hh_c01_2","hh_c02","hh_c03","hh_c03_1","hh_c04","hh_c05","hh_c05a","hh_c06","hh_c07","hh_c08","hh_c09","hh_c10","hh_c11","hh_c12","hh_c13","hh_c14","hh_c15","hh_c16","hh_c17","hh_c18","hh_c19","hh_c20_1","hh_c20_2","hh_c21_1","hh_c21_2","hh_c22","hh_c23","hh_c24","hh_c25","hh_c26","hh_c27","hh_c28_0","hh_c28_1","hh_c28_2","hh_c28_3","hh_c28_4","hh_c28_5","hh_c28_6","hh_c28_7","hh_c28_8","hh_c29","hh_c30","hh_c01_3"
"39-26-37-98","1000-001-01",1,1,1,,1,1,,11,2,1,2,15,1963,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,1
"39-26-37-98","1000-001-01",3,1,1,,1,1,,7,2,1,2,18,1991,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"39-26-37-98","1000-001-01",5,1,2,3,1,1,,7,2,1,2,18,2000,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,
"39-26-37-98","1000-001-01",7,1,2,3,1,1,,5,1,,,,,14,13,1,1,2,1,30,2,1,3,2,0,0,1,,,,,,,,2,,,,,,,,30000,,,
"04-06-65-04","1000-001-02",1,1,1,,1,1,,13,2,8,2,17,1987,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,1
"97-90-78-65","1000-001-03",1,1,1,,1,1,,13,2,5,2,18,1997,,,2,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,4,,1
"97-90-78-65","1000-001-03",2,1,1,,1,1,,10,2,5,2,18,1994,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"97-90-78-65","1000-001-03",4,1,2,1,1,1,,9,2,1,2,24,2018,,,2,,,,,,,,,,,,,1,1,1,2018,1,4,,,,,,,,,,4,,
"97-90-78-65","1000-001-03",6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"97-90-78-65","1000-001-03",7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"97-90-78-65","1000-001-03",8,1,2,2,5,1,,2,1,,,,,12,1,1,1,2,1,6,1,1,3,2,9,0,1,,,,,,,,1,12000,5000,10000,0,0,0,26000,,,,
"69-87-77-12","1000-001-06",1,1,2,2,1,1,,7,2,1,2,18,2005,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,
"69-87-77-12","1000-001-06",2,1,1,,3,1,,8,2,1,2,24,2009,,,2,,,,,,,,,,,,,1,1,1,2009,3,4,,,,,,,,,,4,,1
"69-87-77-12","1000-001-06",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"48-07-72-07","1001-001-01",1,1,1,,1,1,,11,2,5,2,18,1987,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"48-07-72-07","1001-001-01",2,1,1,,1,1,,8,2,5,2,18,1991,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"48-07-72-07","1001-001-01",3,1,2,2,1,1,,4,2,11,2,22,2017,,,2,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,4,,
"48-07-72-07","1001-001-01",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"48-07-72-07","1001-001-01",5,1,1,,1,1,,4,2,11,2,18,2018,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"48-07-72-07","1001-001-01",6,1,1,,1,1,,10,1,,,,,16,15,1,1,2,1,20,1,1,3,2,0,0,1,,2,,,,,,1,0,1200,17000,0,0,0,0,,4,,2
"48-07-72-07","1001-001-01",7,1,1,,1,1,,4,1,,,,,14,13,1,1,2,1,20,1,1,3,2,0,0,1,,,,,,,,1,0,3000,12000,0,0,0,8000,,,,3
"48-07-72-07","1001-001-01",8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"87-35-70-53","1002-001-01",1,1,1,,1,1,,7,2,5,2,15,1955,,,2,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,4,,1
"87-35-70-53","1002-001-01",2,1,1,,5,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1
"87-35-70-53","1002-001-01",3,1,1,,1,1,,6,2,5,2,18,2004,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"90-92-88-29","1003-001-01",1,1,1,,5,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3
"90-92-88-29","1003-001-01",2,1,2,3,5,1,,7,2,5,2,18,1994,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,
"90-92-88-29","1003-001-01",3,1,1,,1,1,,7,2,5,2,18,2011,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,2
"16-34-22-80","1005-001-01",1,1,1,,1,1,,11,2,5,2,18,1993,,,2,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,4,,1
"16-34-22-80","1005-001-01",2,1,1,,1,1,,9,2,10,2,18,2000,,,2,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,4,,1
"16-34-22-80","1005-001-01",3,1,1,,1,1,,4,1,,,,,16,16,1,5,2,1,60,2,2,,2,6,0,1,,,,,,,,1,150000,50000,31000,0,0,0,50000,,,,3
"16-34-22-80","1005-001-01",4,1,2,2,1,1,,4,1,,,,,16,15,1,1,2,1,30,2,2,,2,3,0,6,,,,,,,,1,0,0,25000,0,0,4000,22000,,,,
"16-34-22-80","1005-001-01",5,1,2,2,1,1,,4,1,,,,,13,12,1,1,2,1,30,2,2,,2,3,0,6,,,,,,,,1,0,5000,20000,0,0,4000,22000,,,,
"16-34-22-80","1005-001-01",6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"66-03-93-27","1006-001-01",1,1,1,,1,1,,13,2,5,2,18,1980,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"66-03-93-27","1006-001-01",2,1,1,,1,1,,10,2,10,2,18,1985,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"66-03-93-27","1006-001-01",6,1,2,1,3,1,,8,1,,,,,22,21,1,1,2,2,20,2,2,,3,6,0,1,,1,1,,,,,2,,,,,,,,200000,4,,
"66-03-93-27","1006-001-01",7,1,2,1,3,1,,7,1,,,,,21,18,1,1,2,2,20,2,2,,3,7,0,1,,1,1,,,,,2,,,,,,,,300000,4,,
"71-71-16-36","1006-001-03",1,1,1,,1,1,,7,2,8,2,17,2004,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,1
"71-71-16-36","1006-001-03",2,1,1,,1,1,,9,2,8,2,18,2009,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"71-71-16-36","1006-001-03",3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"93-03-21-31","1006-001-04",1,1,1,,1,1,,8,2,5,2,18,2007,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"93-03-21-31","1006-001-04",2,1,1,,3,1,,6,2,10,2,23,2014,,,2,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,4,,1
"93-03-21-31","1006-001-04",3,1,2,2,1,1,,6,1,,,,,12,1,1,1,2,1,60,2,2,,1,0,0,1,,,,,,,,2,,,,,,,,65000,,,
"93-03-21-31","1006-001-04",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"64-95-83-64","1006-001-05",1,1,1,,1,1,,6,2,8,2,18,1991,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,2
"64-95-83-64","1006-001-05",2,1,1,,1,1,,7,2,10,2,24,2015,,,2,,,,,,,,,,,,,1,1,1,2015,3,5,,,,,,,,,,4,,1
"64-95-83-64","1006-001-05",3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"54-26-09-51","1007-001-01",1,1,1,,1,1,,5,2,1,2,18,2005,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"54-26-09-51","1007-001-01",2,1,1,,1,1,,7,2,9,2,18,2007,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"54-26-09-51","1007-001-01",3,1,2,2,1,1,,5,1,,,,,13,12,1,1,2,1,60,2,2,,2,0,0,1,,,,,,,,2,,,,,,,,100000,,,
"54-26-09-51","1007-001-01",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"54-26-09-51","1007-001-01",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91-42-46-84","1009-001-01",1,1,1,,1,1,,7,2,1,2,18,1997,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"91-42-46-84","1009-001-01",2,1,1,,1,1,,7,2,10,2,18,2014,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"91-42-46-84","1009-001-01",3,1,2,2,3,1,,4,1,,,,,14,13,1,7,1,,,2,1,3,2,10,0,1,,,,,,,,1,1200000,10000,70000,0,0,30000,0,,,,
"91-42-46-84","1009-001-01",4,1,2,2,5,1,,4,1,,,,,1,1,1,7,1,,,2,1,3,2,0,0,1,,,,,,,,1,1200000,10000,70000,0,0,30000,0,,,,
"34-08-29-97","1019-001-01",1,1,1,,1,1,,9,2,1,2,18,1998,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"34-08-29-97","1019-001-01",2,1,1,,3,1,,6,1,,,,,23,22,1,1,2,1,45,1,2,,2,0,0,2,4,1,1,,,,,1,0,64700,69000,0,0,20000,100000,,4,,1
"34-08-29-97","1019-001-01",3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25-94-08-50","1020-001-01",1,1,1,,3,1,,12,2,1,2,24,1999,,,2,,,,,,,,,,,,,1,1,1,1999,3,4,,,,,,,,,,4,,1
"25-94-08-50","1020-001-01",2,1,2,1,1,1,,8,2,10,2,24,2003,,,2,,,,,,,,,,,,,1,1,1,2003,3,6,,,,,,,,,,4,,
"25-94-08-50","1020-001-01",3,1,2,1,1,1,,6,1,,,,,12,1,1,1,2,1,30,2,2,,4,0,0,2,,,,,,,,1,0,20000,36000,0,0,10000,27000,,,,
"42-43-09-21","1021-001-01",1,1,1,,3,1,,7,2,1,2,24,2007,,,2,,,,,,,,,,,,,1,1,1,2007,1,4,,,,,,,,,,4,,1
"88-63-59-87","1022-001-01",1,1,2,2,3,1,,7,2,8,2,34,2016,,,2,,,,,,,,,,,,,1,1,1,2001,3,3,,,,,,,,,,4,,
"88-63-59-87","1022-001-01",2,1,1,,3,1,,7,2,10,2,15,2004,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"88-63-59-87","1022-001-01",3,1,1,,3,1,,7,1,,,,,18,17,1,1,2,1,30,2,2,,2,1,0,1,,1,1,,,,,2,,,,,,,,100000,4,,1
"88-63-59-87","1022-001-01",4,1,2,2,1,1,,4,1,,,,,16,15,1,1,2,1,60,2,2,,2,1,0,1,,,,,,,,2,,,,,,,,0,,,
"88-63-59-87","1022-001-01",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"88-63-59-87","1022-001-01",6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"67-34-56-15","1023-001-01",1,1,1,,3,1,,8,2,8,2,18,2003,,,2,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,4,,2
"67-34-56-15","1023-001-01",2,1,1,,1,1,,9,2,10,2,24,2009,,,2,,,,,,,,,,,,,1,1,1,2009,3,4,,,,,,,,,,4,,1
"67-34-56-15","1023-001-01",3,1,2,2,1,1,,4,1,,,,,1,1,1,7,2,1,30,1,2,,4,0,20,7,,,,,,,,2,,,,,,,,276000,,,
"67-34-56-15","1023-001-01",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"61-09-84-51","1024-001-01",1,1,1,,3,1,,7,2,8,2,43,2015,,,2,,,,,,,,,,,,,1,1,2,2012,1,3,,,,,,,,,,4,,1
"61-09-84-51","1024-001-01",2,1,1,,3,1,,6,2,8,2,24,2010,,,2,,,,,,,,,,,,,1,1,1,2010,3,4,,,,,,,,,,4,,1
"61-09-84-51","1024-001-01",3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49-38-79-42","1025-001-02",2,1,1,,1,1,,7,2,8,2,18,1990,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"36-53-30-05","1038-001-02",2,1,1,,3,1,,8,2,8,2,22,2005,,,2,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,4,,1
"36-53-30-05","1038-001-02",3,1,2,2,3,1,,6,1,,,,,21,18,1,1,2,1,30,2,2,,2,1,0,1,,1,1,,,,,2,,,,,,,,250000,4,,
"36-53-30-05","1038-001-02",4,1,2,2,1,1,,6,1,,,,,14,13,1,1,2,1,30,2,2,,2,1,0,1,,,,,,,,2,,,,,,,,100000,,,
"36-53-30-05","1038-001-02",5,1,2,2,1,1,,6,1,,,,,13,12,1,1,2,1,30,2,2,,2,0,0,1,,,,,,,,2,,,,,,,,60000,,,
"06-31-99-33","1039-001-01",1,1,1,,1,1,,7,2,5,2,18,1998,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,2
"06-31-99-33","1039-001-01",2,1,1,,1,1,,8,2,10,2,18,1995,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,3
"06-31-99-33","1039-001-01",3,1,2,1,1,1,,7,2,11,1,,,,17,2,,,,,,,,,,,,,1,3,,,,,2,,,,,,,,48000,4,,
"06-31-99-33","1039-001-01",4,1,2,1,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"06-31-99-33","1039-001-01",5,1,2,1,3,1,,7,1,,,,,22,21,1,1,2,1,30,2,2,,2,5,30,1,,1,1,,,,,2,,,,,,,,75000,4,,
"98-68-74-00","1041-001-01",1,1,1,,3,1,,9,2,5,2,19,1963,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"86-53-32-92","1042-001-01",1,1,1,,1,1,,8,2,8,2,18,2001,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"86-53-32-92","1042-001-01",3,1,1,,1,1,,7,2,10,2,18,2006,,,2,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,4,,1
"86-53-32-92","1042-001-01",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"59-59-99-49","1042-001-02",1,1,1,,3,1,,5,2,1,2,24,2013,,,2,,,,,,,,,,,,,1,1,1,2013,3,4,,,,,,,,,,4,,1
"68-38-43-94","1043-001-01",1,1,2,2,1,1,,14,2,8,2,16,1996,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,
"68-38-43-94","1043-001-01",2,1,1,,3,1,,8,2,8,2,24,1996,,,2,,,,,,,,,,,,,1,1,1,1996,3,4,,,,,,,,,,4,,1
"68-38-43-94","1043-001-01",3,1,2,2,3,1,,7,2,8,2,24,2019,,,2,,,,,,,,,,,,,1,1,1,2019,3,1,,,,,,,,,,4,,
"68-38-43-94","1043-001-01",4,1,2,2,3,1,,7,1,,,,,23,22,1,7,1,,,1,1,3,2,0,0,1,,1,1,,,,,2,,,,,,,,2300000,4,,
"68-38-43-94","1043-001-01",5,1,2,2,1,1,,7,1,,,,,16,15,1,7,2,3,20,1,2,,2,0,0,1,,,,,,,,2,,,,,,,,1800000,,,
"68-38-43-94","1043-001-01",6,1,2,2,1,1,,7,1,,,,,13,12,1,7,2,3,20,1,2,,2,0,40,1,,,,,,,,2,,,,,,,,1800000,,,
"68-38-43-94","1043-001-01",10,1,2,2,1,1,,5,1,,,,,1,91,1,7,2,3,20,1,2,,2,0,30,1,,,,,,,,2,,,,,,,,1200000,,,
"68-38-43-94","1043-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"51-52-11-49","1044-001-01",1,1,1,,1,1,,7,2,1,2,18,1990,,,2,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,4,,1
"51-52-11-49","1044-001-01",4,1,2,1,3,1,,6,1,,,,,22,21,1,1,1,,,2,2,,2,0,0,1,,1,1,,,,,2,,,,,,,,600000,4,,
"51-52-11-49","1044-001-01",5,1,2,1,1,1,,5,2,5,1,,,,17,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,170000,,,
"36-76-76-33","1045-001-01",1,1,1,,1,1,,7,2,5,2,18,1980,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"36-76-76-33","1045-001-01",2,1,1,,1,1,,5,2,1,2,18,2001,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"68-51-31-95","1058-001-01",1,1,2,2,1,1,,9,2,8,2,18,2005,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,
"68-51-31-95","1058-001-01",2,1,1,,1,1,,7,2,8,2,18,2006,,,2,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,4,,1
"68-51-31-95","1058-001-01",3,1,2,2,1,1,,6,1,,,,,12,1,1,1,2,1,30,2,1,3,2,0,0,2,4,,,,,,,1,0,8500,15000,0,0,0,0,,,,
"68-51-31-95","1058-001-01",4,1,2,2,5,1,,5,1,,,,,12,1,1,1,2,1,30,2,1,3,2,0,0,2,4,,,,,,,1,0,2300,14000,0,0,0,0,,,,
"68-51-31-95","1058-001-01",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"68-51-31-95","1058-001-01",6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"68-51-31-95","1058-001-01",7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-14-80-87","1059-001-01",1,1,1,,1,1,,10,2,5,2,18,1982,,,2,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,4,,2
"71-14-80-87","1059-001-01",2,1,1,,1,1,,7,2,5,2,18,1983,,,2,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,4,,3
"71-14-80-87","1059-001-01",6,1,1,,5,1,,7,2,5,2,18,2009,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"71-14-80-87","1059-001-01",7,1,1,,5,1,,7,2,5,2,18,2010,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,2
"71-14-80-87","1059-001-01",9,1,2,20,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-14-80-87","1059-001-01",16,1,2,1,1,1,,7,2,5,1,,,,18,2,,,,,,,,,,,,,1,2,,,,,2,,,,,,,,100000,4,,
"71-14-80-87","1059-001-01",17,1,2,1,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-14-80-87","1059-001-01",18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-14-80-87","1059-001-01",19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-14-80-87","1059-001-01",20,1,1,,1,1,,7,2,10,2,23,2019,,,2,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,4,,1
"71-14-80-87","1059-001-01",21,1,1,,5,1,,9,2,5,2,18,2004,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,2
"71-14-80-87","1059-001-01",22,1,2,1,5,1,,9,1,,,,,12,90,1,1,2,1,90,2,2,,2,0,0,1,,,,,,,,2,,,,,,,,30000,,,
"71-14-80-87","1059-001-01",23,1,2,1,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-14-80-87","1059-001-01",24,1,2,1,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-14-80-87","1059-001-01",25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"79-06-68-49","1059-001-03",1,1,1,,5,1,,10,2,5,2,18,1999,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,3
"79-06-68-49","1059-001-03",2,1,2,1,5,1,,8,2,5,1,,,,18,2,,,,,,,,,,,,,1,2,,,,,2,,,,,,,,100000,4,,
"79-06-68-49","1059-001-03",3,1,2,1,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"79-06-68-49","1059-001-03",4,1,1,,5,1,,7,2,5,2,18,2013,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,2
"79-06-68-49","1059-001-03",5,1,2,1,5,1,,7,2,5,2,18,2016,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,
"79-06-68-49","1059-001-03",6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"79-06-68-49","1059-001-03",7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"79-06-68-49","1059-001-03",8,1,2,1,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"79-06-68-49","1059-001-03",9,1,2,1,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"79-06-68-49","1059-001-03",10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"79-06-68-49","1059-001-03",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"79-06-68-49","1059-001-03",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"79-06-68-49","1059-001-03",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-40-42-06","1059-001-06",1,1,1,,1,1,,7,2,5,2,16,2007,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,1
"71-40-42-06","1059-001-06",2,1,1,,5,1,,9,2,5,2,18,2009,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"71-40-42-06","1059-001-06",3,1,1,,5,1,,7,2,5,2,18,2014,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"71-40-42-06","1059-001-06",4,1,2,1,5,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,
"71-40-42-06","1059-001-06",5,1,1,,5,1,,7,2,6,2,14,2009,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,1
"71-40-42-06","1059-001-06",6,1,2,1,5,1,,7,2,6,2,13,2011,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,
"71-40-42-06","1059-001-06",7,1,2,1,1,1,,10,1,,,,,15,15,1,1,2,1,45,2,2,,1,0,0,2,6,2,,,,,,2,,,,,,,,30000,4,,
"71-40-42-06","1059-001-06",8,1,2,1,5,1,,9,1,,,,,15,15,1,1,2,1,45,2,2,,1,0,0,2,6,,,,,,,2,,,,,,,,20000,,,
"71-40-42-06","1059-001-06",9,1,2,1,5,1,,7,1,,,,,14,13,1,1,2,1,45,2,2,,1,0,0,2,4,,,,,,,2,,,,,,,,18000,,,
"71-40-42-06","1059-001-06",10,1,2,1,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-40-42-06","1059-001-06",11,1,2,1,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-40-42-06","1059-001-06",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-40-42-06","1059-001-06",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"27-54-41-37","1060-001-01",1,1,2,2,1,1,,13,2,1,2,18,1984,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,
"27-54-41-37","1060-001-01",2,1,1,,1,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1
"27-54-41-37","1060-001-01",5,1,1,,1,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1
"50-50-37-47","1061-001-03",1,1,1,,1,1,,7,2,5,2,18,2009,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"50-50-37-47","1061-001-03",2,1,1,,1,1,,7,2,10,2,15,2011,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,1
"50-50-37-47","1061-001-03",3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"50-50-37-47","1061-001-03",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"50-50-37-47","1061-001-03",5,1,1,,1,1,,8,2,5,2,16,1986,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,1
"50-50-37-47","1061-001-03",6,1,2,5,5,1,,7,2,3,1,,,,13,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2000,,,
"50-50-37-47","1061-001-03",7,1,2,5,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"50-50-37-47","1061-001-03",8,1,2,5,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25-09-89-03","1062-001-01",1,1,2,2,5,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,
"25-09-89-03","1062-001-01",2,1,1,,1,1,,8,2,10,2,18,2001,,,2,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,4,,5
"25-09-89-03","1062-001-01",3,1,2,2,5,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,
"25-09-89-03","1062-001-01",4,1,2,2,1,1,,7,2,11,1,,,,17,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,35000,,,
"25-09-89-03","1062-001-01",5,1,2,2,1,1,,7,1,,,,,13,12,1,1,2,1,60,2,2,,1,0,0,2,,,,,,,,2,,,,,,,,28000,,,
"25-09-89-03","1062-001-01",6,1,2,2,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25-09-89-03","1062-001-01",7,1,2,2,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25-09-89-03","1062-001-01",8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21-11-75-86","1063-001-01",1,1,1,,5,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1
"21-11-75-86","1063-001-01",2,1,1,,5,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1
"21-11-75-86","1063-001-01",3,1,1,,5,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2
"21-11-75-86","1063-001-01",4,1,2,1,5,1,,7,2,6,2,15,2014,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,
"21-11-75-86","1063-001-01",5,1,2,1,1,1,,7,2,11,1,,,,18,2,,,,,,,,,,,,,1,2,,,,,1,0,12000,16000,0,0,18000,0,,4,,
