"interview__key","y5_hhid","indidy5","hh_c01","hh_c01_1","hh_c01_2","hh_c02","hh_c03","hh_c03_1","hh_c04","hh_c05","hh_c05a","hh_c06","hh_c07","hh_c08","hh_c09","hh_c10","hh_c11","hh_c12","hh_c13","hh_c14","hh_c15","hh_c16","hh_c17","hh_c18","hh_c19","hh_c20_1","hh_c20_2","hh_c21_1","hh_c21_2","hh_c22","hh_c23","hh_c24","hh_c25","hh_c26","hh_c27","hh_c28_0","hh_c28_1","hh_c28_2","hh_c28_3","hh_c28_4","hh_c28_5","hh_c28_6","hh_c28_7","hh_c28_8","hh_c29","hh_c30","hh_c01_3"
"55-83-06-85","1932-001-04",6,1,2,1,5,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,
"55-83-06-85","1932-001-04",7,1,2,2,1,1,,9,2,5,2,18,2018,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,
"55-83-06-85","1932-001-04",8,1,1,,1,1,,7,2,10,2,21,2017,,,2,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,4,,1
"55-83-06-85","1932-001-04",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"55-83-06-85","1932-001-04",10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09-22-72-64","1932-001-05",1,1,2,2,3,1,,7,2,1,2,24,2015,,,2,,,,,,,,,,,,,1,1,1,2015,3,4,,,,,,,,,,4,,
"09-22-72-64","1932-001-05",2,1,1,,1,1,,7,2,1,2,18,2017,,,2,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,4,,1
"04-39-71-36","1932-001-08",1,1,1,,1,1,,10,2,5,2,18,1981,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"04-39-71-36","1932-001-08",2,1,1,,5,1,,10,2,6,2,14,2009,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,1
"04-39-71-36","1932-001-08",3,1,1,,1,1,,5,2,6,2,16,2018,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"04-39-71-36","1932-001-08",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41-12-45-18","1933-001-01",1,1,1,,5,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1
"41-12-45-18","1933-001-01",2,1,1,,5,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1
"41-12-45-18","1933-001-01",3,1,1,,1,1,,8,1,,,,,16,16,1,1,2,1,30,2,1,1,3,1,0,1,,,,,,,,2,,,,,,,,2500,,,1
"41-12-45-18","1933-001-01",4,1,1,,1,1,,6,1,,,,,16,15,1,1,2,1,30,2,1,1,2,0,0,1,,,,,,,,2,,,,,,,,0,,,2
"41-12-45-18","1933-001-01",5,1,2,2,5,1,,7,1,,,,,14,13,1,1,2,1,30,2,1,1,2,0,0,1,,,,,,,,2,,,,,,,,0,,,
"41-12-45-18","1933-001-01",6,1,2,2,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41-12-45-18","1933-001-01",7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41-12-45-18","1933-001-01",8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41-12-45-18","1933-001-01",9,1,1,,1,1,,8,2,6,1,,,,21,2,,,,,,,,,,,,,1,1,,,,,2,,,,,,,,65000,4,,1
"74-41-63-53","1934-001-01",1,1,1,,1,1,,8,2,8,2,17,1989,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,5
"74-41-63-53","1934-001-01",2,1,1,,1,1,,8,2,8,2,16,2011,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,1
"74-41-63-53","1934-001-01",3,1,2,1,1,1,,8,2,8,2,16,2014,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,
"74-41-63-53","1934-001-01",4,1,1,,1,1,,9,2,8,2,16,2017,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,1
"74-41-63-53","1934-001-01",5,1,2,1,1,1,,8,1,,,,,18,17,1,1,2,1,60,1,1,12,2,0,0,1,,1,3,,,,,2,,,,,,,,60000,4,,
"74-41-63-53","1934-001-01",6,1,2,1,5,1,,8,2,6,2,15,2019,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"74-41-63-53","1934-001-01",7,1,2,1,5,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"74-41-63-53","1934-001-01",8,1,2,1,5,1,,7,1,,,,,15,14,1,1,1,,,1,1,5,2,0,0,1,,,,,,,,2,,,,,,,,60000,,,
"74-41-63-53","1934-001-01",9,1,2,2,5,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,
"74-41-63-53","1934-001-01",10,1,2,2,5,1,,6,1,,,,,1,90,1,1,2,1,60,1,1,5,2,0,0,1,,,,,,,,2,,,,,,,,30000,,,
"74-41-63-53","1934-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"74-41-63-53","1934-001-01",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"74-41-63-53","1934-001-01",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"74-41-63-53","1934-001-01",14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"74-41-63-53","1934-001-01",15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"74-41-63-53","1934-001-01",16,1,2,1,5,1,,8,1,,,,,14,13,1,1,2,1,60,1,2,,2,0,0,1,,,,,,,,2,,,,,,,,60000,,,
"74-41-63-53","1934-001-01",17,1,1,,5,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,5
"66-14-94-18","1935-001-01",1,1,1,,1,1,,11,2,8,2,17,2000,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,1
"66-14-94-18","1935-001-01",3,1,1,,3,1,,7,1,,,,,21,18,1,1,2,2,40,2,1,12,3,0,0,4,,1,1,,,,,2,,,,,,,,34000,4,,1
"66-14-94-18","1935-001-01",4,1,1,,1,1,,6,2,11,1,,,,17,2,,,,,,,,,,,,,1,3,,,,,1,0,18500,24500,0,0,0,0,,4,,1
"66-14-94-18","1935-001-01",5,1,2,1,5,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"66-14-94-18","1935-001-01",9,1,2,1,5,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-72-49-68","1935-001-06",1,1,1,,5,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3
"28-72-49-68","1935-001-06",2,1,2,3,3,1,,10,1,,,,,24,23,1,1,2,1,60,2,2,,3,28,0,1,,1,1,,,,,1,0,16000,51000,0,0,0,40000,,4,,
"28-72-49-68","1935-001-06",3,1,1,,3,1,,12,1,,,,,22,21,1,1,2,2,45,2,2,,3,12,30,4,,1,1,,,,,1,0,33000,42000,0,0,9000,0,,4,,2
"56-51-57-98","1936-001-01",1,1,1,,5,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1
"56-51-57-98","1936-001-01",5,1,2,1,1,1,,10,2,11,1,,,,18,2,,,,,,,,,,,,,1,3,,,,,2,,,,,,,,30000,4,,
"56-51-57-98","1936-001-01",8,1,2,1,1,1,,10,1,,,,,12,1,1,1,2,1,30,2,2,,2,0,0,1,,,,,,,,2,,,,,,,,15000,,,
"56-51-57-98","1936-001-01",9,1,2,1,1,1,,9,1,,,,,14,13,1,1,2,1,30,2,2,,2,0,0,1,,,,,,,,2,,,,,,,,18000,,,
"58-41-33-74","1936-001-02",1,1,1,,1,1,,10,2,5,2,18,2009,,,2,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,4,,1
"58-41-33-74","1936-001-02",2,1,1,,5,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1
"58-41-33-74","1936-001-02",3,1,2,1,5,1,,7,1,,,,,1,90,1,1,2,1,15,2,2,,2,0,0,1,,,,,,,,2,,,,,,,,12000,,,
"58-41-33-74","1936-001-02",4,1,2,1,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"58-41-33-74","1936-001-02",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"58-41-33-74","1936-001-02",6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-27-84-75","1936-001-04",1,1,1,,1,1,,7,2,10,2,18,1987,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"20-27-84-75","1936-001-04",2,1,2,1,1,1,,8,2,10,2,18,1991,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,
"20-27-84-75","1936-001-04",3,1,1,,1,1,,8,2,5,2,24,2019,,,2,,,,,,,,,,,,,1,1,1,2019,3,4,,,,,,,,,,4,,1
"20-27-84-75","1936-001-04",4,1,2,1,1,1,,7,2,6,2,21,2016,,,2,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,4,,
"20-27-84-75","1936-001-04",5,1,2,1,5,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,
"20-27-84-75","1936-001-04",6,1,2,1,5,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,
"20-27-84-75","1936-001-04",7,1,2,1,5,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-27-84-75","1936-001-04",8,1,2,1,5,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,
"20-27-84-75","1936-001-04",9,1,1,,1,1,,6,2,5,2,18,2010,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"20-27-84-75","1936-001-04",10,1,2,1,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-27-84-75","1936-001-04",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-27-84-75","1936-001-04",12,1,2,1,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-27-84-75","1936-001-04",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-27-84-75","1936-001-04",14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-27-84-75","1936-001-04",15,1,2,1,5,1,,7,2,6,2,14,2010,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,
"98-18-22-89","1937-001-02",2,1,1,,5,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1
"98-18-22-89","1937-001-02",3,1,2,2,1,1,,7,2,6,2,16,2013,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,
"98-18-22-89","1937-001-02",4,1,1,,1,1,,6,2,6,2,22,2019,,,2,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,4,,1
"98-18-22-89","1937-001-02",5,1,1,,3,1,,9,1,,,,,21,18,1,1,2,2,40,2,1,5,3,18,0,4,,1,1,,,,,1,0,45000,55000,0,0,14000,0,,4,,1
"98-18-22-89","1937-001-02",6,1,2,2,1,1,,6,1,,,,,16,15,1,1,2,1,45,2,1,5,3,0,0,1,,,,,,,,1,0,5000,7000,0,0,0,0,,,,
"98-18-22-89","1937-001-02",7,1,2,2,1,1,,7,1,,,,,16,15,1,1,2,1,45,2,1,5,3,0,0,1,,,,,,,,1,0,6500,7000,0,0,0,0,,,,
"98-18-22-89","1937-001-02",8,1,1,,3,1,,6,2,10,2,24,2018,,,2,,,,,,,,,,,,,1,1,1,2018,3,4,,,,,,,,,,4,,3
"98-18-22-89","1937-001-02",9,1,2,2,1,1,,7,1,,,,,12,90,1,1,2,1,45,2,2,,2,0,0,1,,,,,,,,1,0,3000,18000,0,0,0,0,,,,
"98-18-22-89","1937-001-02",10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12-92-55-03","1938-001-01",1,1,1,,3,1,,7,2,5,1,,,,34,2,,,,,,,,,,,,,1,1,,,,,1,0,120000,0,120000,0,0,480000,,4,,1
"12-92-55-03","1938-001-01",2,1,1,,3,1,,7,2,5,2,25,2011,,,2,,,,,,,,,,,,,1,1,1,2008,1,4,,,,,,,,,,4,,1
"12-92-55-03","1938-001-01",3,1,2,1,1,1,,5,1,,,,,13,12,1,1,2,1,5,2,1,7,4,0,0,6,,,,,,,,1,0,11500,16000,0,20000,0,11000,,,,
"12-92-55-03","1938-001-01",4,1,2,1,1,1,,5,1,,,,,12,1,1,1,2,1,5,2,1,7,4,0,0,6,,,,,,,,1,0,5500,16000,0,20000,0,11000,,,,
"12-92-55-03","1938-001-01",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12-92-55-03","1938-001-01",6,1,2,1,1,1,,7,2,2,2,13,2017,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-92-83-74","1938-001-02",1,1,1,,1,1,,7,2,10,2,15,1967,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,1
"05-92-83-74","1938-001-02",2,1,1,,1,1,,9,2,1,2,24,2016,,,2,,,,,,,,,,,,,1,1,1,2016,3,5,,,,,,,,,,4,,1
"05-92-83-74","1938-001-02",3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"29-60-24-00","1950-001-02",2,1,1,,1,1,,9,2,5,2,18,1984,,,2,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,4,,1
"29-60-24-00","1950-001-02",5,1,2,2,1,1,,7,1,,,,,18,17,1,1,2,1,30,2,1,1,1,15,0,1,,,,,,,,2,,,,,,,,70000,,,
"29-60-24-00","1950-001-02",6,1,2,2,1,1,,6,1,,,,,13,12,1,1,2,1,30,2,1,1,1,15,0,1,,,,,,,,2,,,,,,,,50000,,,
"80-22-16-23","1951-001-02",2,1,1,,5,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1
"11-83-65-02","1952-001-02",2,1,1,,5,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1
"11-83-65-02","1952-001-02",3,1,2,2,3,1,,7,1,,,,,32,31,1,1,1,,,1,2,,2,0,0,1,,1,2,,,,,2,,,,,,,,400000,4,,
"11-83-65-02","1952-001-02",4,1,2,2,3,1,,7,2,8,2,24,9999,,,2,,,,,,,,,,,,,1,1,1,9999,3,4,,,,,,,,,,4,,
"11-83-65-02","1952-001-02",5,1,2,2,3,1,,7,1,,,,,24,23,1,1,2,1,20,2,2,,2,21,0,1,,1,1,,,,,2,,,,,,,,100000,4,,
"11-83-65-02","1952-001-02",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83-93-74-59","1954-001-01",1,1,2,2,1,1,,8,2,5,2,18,9999,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,
"83-93-74-59","1954-001-01",2,1,1,,1,1,,7,2,1,2,13,1991,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,1
"83-93-74-59","1954-001-01",3,1,2,2,3,1,,6,1,,,,,25,25,1,7,1,,,2,2,,3,0,0,1,,1,1,,,,,2,,,,,,,,250000,4,,
"83-93-74-59","1954-001-01",4,1,2,2,3,1,,6,1,,,,,31,31,1,1,1,,,1,2,,3,0,0,1,,1,1,,,,,2,,,,,,,,280000,4,,
"83-93-74-59","1954-001-01",5,1,2,2,3,1,,6,1,,,,,21,18,1,1,2,1,20,2,2,,3,0,0,1,,,,,,,,2,,,,,,,,120000,,,
"83-93-74-59","1954-001-01",6,1,2,2,1,1,,6,1,,,,,16,15,1,1,2,1,10,2,2,,3,0,0,1,,,,,,,,2,,,,,,,,50000,,,
"83-93-74-59","1954-001-01",7,1,2,2,1,1,,5,1,,,,,14,13,1,1,2,1,15,2,2,,3,0,0,1,,,,,,,,2,,,,,,,,35000,,,
"83-93-74-59","1954-001-01",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83-93-74-59","1954-001-01",9,1,2,2,1,1,,4,1,,,,,12,1,1,1,2,1,15,2,2,,3,0,0,1,,,,,,,,2,,,,,,,,25000,,,
"81-77-28-59","1955-001-01",1,1,1,,1,1,,9,2,5,2,18,1991,,,2,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,4,,1
"81-77-28-59","1955-001-01",2,1,2,1,1,1,,8,2,10,2,18,1995,,,2,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,4,,
"81-77-28-59","1955-001-01",3,1,1,,3,1,,7,2,5,2,24,2015,,,2,,,,,,,,,,,,,1,1,1,2015,3,4,,,,,,,,,,4,,4
"81-77-28-59","1955-001-01",4,1,1,,3,1,,7,2,11,1,,,,24,2,,,,,,,,,,,,,1,1,,,,,1,300000,30000,130000,0,0,20000,200000,,4,,4
"81-77-28-59","1955-001-01",5,1,2,1,3,1,,6,1,,,,,23,22,1,1,2,1,15,2,2,,3,2,30,1,,1,1,,,,,1,0,21000,87000,0,0,15000,0,,4,,
"81-77-28-59","1955-001-01",6,1,2,1,1,1,,6,1,,,,,16,15,1,1,2,1,10,2,2,,3,1,45,1,,,,,,,,1,0,15000,45000,0,0,5000,0,,,,
"81-77-28-59","1955-001-01",7,1,2,1,1,1,,7,2,5,2,18,2014,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,
"81-77-28-59","1955-001-01",8,1,2,1,1,1,,7,1,,,,,12,1,1,1,2,1,10,2,2,,1,1,0,1,,,,,,,,1,0,4000,25000,0,0,0,0,,,,
"81-77-28-59","1955-001-01",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"01-06-14-47","1956-001-01",1,1,1,,1,1,,10,2,8,2,18,1993,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"01-06-14-47","1956-001-01",2,1,2,1,1,1,,7,2,8,2,18,1990,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,
"01-06-14-47","1956-001-01",3,1,2,1,1,1,,7,2,8,2,24,2012,,,2,,,,,,,,,,,,,1,1,1,2012,3,4,,,,,,,,,,4,,
"01-06-14-47","1956-001-01",4,1,2,1,1,1,,7,2,8,2,24,2012,,,2,,,,,,,,,,,,,1,1,1,2012,2,3,,,,,,,,,,4,,
"01-06-14-47","1956-001-01",5,1,2,1,1,1,,7,2,8,2,24,2010,,,2,,,,,,,,,,,,,1,1,1,2010,2,2,,,,,,,,,,4,,
"01-06-14-47","1956-001-01",6,1,2,1,1,1,,7,2,8,2,24,2015,,,2,,,,,,,,,,,,,1,1,1,2015,3,3,,,,,,,,,,4,,
"01-06-14-47","1956-001-01",7,1,2,1,1,1,,7,2,8,2,24,2020,,,2,,,,,,,,,,,,,1,1,1,2020,2,4,,,,,,,,,,4,,
"01-06-14-47","1956-001-01",8,1,2,1,1,1,,7,2,9,2,18,2008,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,
"01-06-14-47","1956-001-01",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16-23-33-32","1957-001-01",1,1,1,,1,1,,9,2,5,2,18,1982,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"16-23-33-32","1957-001-01",2,1,2,1,3,1,,7,2,8,2,22,9999,,,2,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,4,,
"16-23-33-32","1957-001-01",3,1,2,1,1,1,,7,1,,,,,15,14,1,1,2,1,5,2,1,1,3,6,0,1,,,,,,,,2,,,,,,,,50000,,,
"19-09-34-02","1969-001-01",1,1,1,,1,1,,13,2,10,2,17,1982,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,1
"19-09-34-02","1969-001-01",2,1,2,1,1,1,,7,1,,,,,15,14,1,1,2,1,30,2,2,,2,0,0,1,,,,,,,,2,,,,,,,,60000,,,
"19-09-34-02","1969-001-01",3,1,2,1,1,1,,5,1,,,,,14,13,1,1,2,1,30,2,2,,2,0,0,1,,,,,,,,2,,,,,,,,60000,,,
"19-09-34-02","1969-001-01",4,1,2,1,1,1,,5,1,,,,,14,13,1,1,2,1,30,2,2,,2,0,0,1,,,,,,,,2,,,,,,,,60000,,,
"56-90-00-49","1970-001-02",2,1,1,,1,1,,7,1,,,,,21,18,1,1,2,1,120,2,2,,3,0,0,1,,1,1,,,,,2,,,,,,,,100000,4,,1
"56-90-00-49","1970-001-02",4,1,1,,1,1,,9,2,10,2,18,1996,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"56-90-00-49","1970-001-02",5,1,1,,3,1,,9,1,,,,,24,23,1,1,2,1,120,2,2,,3,0,0,1,,1,1,,,,,2,,,,,,,,120000,4,,1
"56-90-00-49","1970-001-02",6,1,1,,1,1,,7,1,,,,,21,18,1,1,2,1,120,2,2,,3,0,0,1,,1,1,,,,,2,,,,,,,,100000,4,,1
"56-90-00-49","1970-001-02",7,1,2,4,1,1,,7,1,,,,,17,16,1,1,2,1,60,2,2,,3,0,0,1,,,,,,,,2,,,,,,,,30000,,,
"58-50-67-67","1971-001-01",1,1,1,,1,1,,10,2,5,2,18,1971,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"92-65-74-02","1971-001-02",1,1,2,2,1,1,,7,2,5,2,18,1993,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,
"92-65-74-02","1971-001-02",2,1,1,,1,1,,6,2,5,2,18,1999,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"92-65-74-02","1971-001-02",3,1,2,2,3,1,,6,1,,,,,25,24,1,1,2,5,30,2,1,3,5,0,0,1,,1,1,,,,,2,,,,,,,,50000,4,,
"92-65-74-02","1971-001-02",4,1,2,2,1,1,,6,1,,,,,22,21,1,1,2,1,15,2,1,3,3,0,0,1,,1,1,,,,,2,,,,,,,,70000,4,,
"92-65-74-02","1971-001-02",5,1,1,,3,1,,6,1,,,,,34,34,1,5,2,5,30,2,1,3,3,0,0,1,,1,1,,,,,2,,,,,,,,1600000,4,,2
"92-65-74-02","1971-001-02",6,1,2,2,1,1,,6,1,,,,,18,17,1,1,2,1,20,2,1,3,3,14,0,1,,,,,,,,2,,,,,,,,20000,,,
"92-65-74-02","1971-001-02",7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"64-52-68-60","1972-001-01",1,1,1,,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
"64-52-68-60","1972-001-01",6,1,2,1,1,1,,5,2,5,1,,,,17,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,60000,,,
"64-52-68-60","1972-001-01",7,1,2,1,1,1,,5,1,,,,,15,14,1,1,2,1,5,2,2,,2,0,0,1,,,,,,,,2,,,,,,,,45000,,,
"11-00-28-03","1972-001-02",1,1,1,,1,1,,7,2,8,2,18,1989,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"11-00-28-03","1972-001-02",2,1,1,,1,1,,7,2,8,2,22,2004,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,5
"11-00-28-03","1972-001-02",3,1,2,2,3,1,,4,1,,,,,22,21,1,1,2,4,30,2,2,,2,18,0,1,,1,1,,,,,1,0,19000,36000,70000,0,56000,140000,,4,,
"11-00-28-03","1972-001-02",4,1,2,2,1,1,,4,1,,,,,21,18,1,1,1,,,1,2,,2,0,0,1,,,,,,,,1,420000,45000,52000,6000,0,0,0,,,,
"11-00-28-03","1972-001-02",5,1,2,2,1,1,,4,1,,,,,12,1,1,1,2,1,15,2,2,,2,7,0,1,,,,,,,,1,0,17600,47000,0,0,0,18000,,,,
"11-00-28-03","1972-001-02",6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31-82-03-69","1972-001-05",1,1,1,,1,1,,7,2,1,2,18,2014,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"19-01-37-03","1973-001-01",1,1,1,,1,1,,14,2,5,2,15,1966,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,1
"16-14-63-93","1974-001-01",1,1,1,,1,1,,8,2,8,2,14,1972,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,1
"16-14-63-93","1974-001-01",2,1,1,,1,1,,8,2,6,2,15,2016,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,1
"78-60-63-44","1975-001-02",1,1,1,,1,1,,13,2,1,2,18,2000,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,2
"78-60-63-44","1975-001-02",2,1,1,,1,1,,7,2,1,2,18,1997,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,3
"78-60-63-44","1975-001-02",3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"78-60-63-44","1975-001-02",4,1,2,2,3,1,,7,1,,,,,23,22,1,1,2,1,15,2,1,3,3,3,15,1,,1,1,,,,,2,,,,,,,,102000,4,,
"78-60-63-44","1975-001-02",5,1,2,2,1,1,,7,1,,,,,18,17,1,1,2,1,20,2,1,3,3,2,15,1,,1,1,,,,,2,,,,,,,,97500,4,,
"78-60-63-44","1975-001-02",6,1,2,2,1,1,,7,1,,,,,17,16,1,1,2,1,20,2,1,3,3,2,15,1,,,,,,,,2,,,,,,,,63000,,,
"78-60-63-44","1975-001-02",7,1,2,2,1,1,,7,1,,,,,16,15,1,1,2,1,20,2,1,3,3,2,0,1,,,,,,,,2,,,,,,,,55000,,,
"78-73-09-30","1976-001-01",1,1,1,,5,1,,11,2,11,2,14,9999,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,2
"78-73-09-30","1976-001-01",2,1,1,,1,1,,7,2,8,2,18,1995,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"78-73-09-30","1976-001-01",4,1,2,7,1,1,,5,2,5,1,,,,2,2,,,,,,,,,,,,,1,2,,,,,2,,,,,,,,120000,4,,
"78-73-09-30","1976-001-01",6,1,2,2,5,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"78-73-09-30","1976-001-01",7,1,1,,1,1,,5,2,5,2,18,2013,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,4,,1
"78-73-09-30","1976-001-01",8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"01-58-42-07","1988-001-01",1,1,1,,1,1,,7,2,8,2,18,1991,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,1
"01-58-42-07","1988-001-01",2,1,1,,1,1,,10,2,8,2,18,1997,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,1
