"interview__key","interview__id","item_id","obs_id","vil_item_avail","vil_unit_start","vil_loc_unit","vil_loc_unit_os","vil_loc_weight","vil_loc_price","vil_loc_photo","dist_item_avail","dist_unit_start","dist_loc_unit","dist_loc_unit_os","dist_loc_weight","dist_loc_price","dist_loc_photo"
"56-47-04-88","df0144a1b60c47abae94f3492d316b5a",2,1,2,,,,,,,,,,,,,
"56-47-04-88","df0144a1b60c47abae94f3492d316b5a",2,2,2,,,,,,,,,,,,,
"56-47-04-88","df0144a1b60c47abae94f3492d316b5a",2,3,2,,,,,,,,,,,,,
"56-47-04-88","df0144a1b60c47abae94f3492d316b5a",3,1,1,1,2,,0.18,200,"** PHOTO **",,,,,,,
"56-47-04-88","df0144a1b60c47abae94f3492d316b5a",3,2,1,2,,,,,,,,,,,,
"56-47-04-88","df0144a1b60c47abae94f3492d316b5a",3,3,1,2,,,,,,,,,,,,
"56-47-04-88","df0144a1b60c47abae94f3492d316b5a",4,1,1,1,1,,0.07,100,"** PHOTO **",,,,,,,
"56-47-04-88","df0144a1b60c47abae94f3492d316b5a",4,2,1,2,,,,,,,,,,,,
"56-47-04-88","df0144a1b60c47abae94f3492d316b5a",4,3,1,2,,,,,,,,,,,,
"56-47-04-88","df0144a1b60c47abae94f3492d316b5a",5,1,1,1,1,,0.27,300,"** PHOTO **",,,,,,,
"56-47-04-88","df0144a1b60c47abae94f3492d316b5a",5,2,1,2,,,,,,,,,,,,
"56-47-04-88","df0144a1b60c47abae94f3492d316b5a",5,3,1,2,,,,,,,,,,,,
"56-47-04-88","df0144a1b60c47abae94f3492d316b5a",6,1,2,,,,,,,,,,,,,
"56-47-04-88","df0144a1b60c47abae94f3492d316b5a",6,2,2,,,,,,,,,,,,,
"56-47-04-88","df0144a1b60c47abae94f3492d316b5a",6,3,2,,,,,,,,,,,,,
"56-47-04-88","df0144a1b60c47abae94f3492d316b5a",7,1,2,,,,,,,,,,,,,
"56-47-04-88","df0144a1b60c47abae94f3492d316b5a",7,2,2,,,,,,,,,,,,,
"56-47-04-88","df0144a1b60c47abae94f3492d316b5a",7,3,2,,,,,,,,,,,,,
"56-47-04-88","df0144a1b60c47abae94f3492d316b5a",8,1,1,1,1,,0.36,100,"** PHOTO **",,,,,,,
"56-47-04-88","df0144a1b60c47abae94f3492d316b5a",8,2,1,2,,,,,,,,,,,,
"56-47-04-88","df0144a1b60c47abae94f3492d316b5a",8,3,1,2,,,,,,,,,,,,
"56-47-04-88","df0144a1b60c47abae94f3492d316b5a",9,1,1,1,1,,0.18,200,"** PHOTO **",,,,,,,
"56-47-04-88","df0144a1b60c47abae94f3492d316b5a",9,2,1,2,,,,,,,,,,,,
"56-47-04-88","df0144a1b60c47abae94f3492d316b5a",9,3,1,2,,,,,,,,,,,,
"56-47-04-88","df0144a1b60c47abae94f3492d316b5a",10,1,2,,,,,,,,,,,,,
"56-47-04-88","df0144a1b60c47abae94f3492d316b5a",10,2,2,,,,,,,,,,,,,
"56-47-04-88","df0144a1b60c47abae94f3492d316b5a",10,3,2,,,,,,,,,,,,,
"56-47-04-88","df0144a1b60c47abae94f3492d316b5a",11,1,2,,,,,,,,,,,,,
"56-47-04-88","df0144a1b60c47abae94f3492d316b5a",11,2,2,,,,,,,,,,,,,
"56-47-04-88","df0144a1b60c47abae94f3492d316b5a",11,3,2,,,,,,,,,,,,,
"56-47-04-88","df0144a1b60c47abae94f3492d316b5a",12,1,2,,,,,,,,,,,,,
"56-47-04-88","df0144a1b60c47abae94f3492d316b5a",12,2,2,,,,,,,,,,,,,
"56-47-04-88","df0144a1b60c47abae94f3492d316b5a",12,3,2,,,,,,,,,,,,,
"56-47-04-88","df0144a1b60c47abae94f3492d316b5a",13,1,2,,,,,,,,,,,,,
"56-47-04-88","df0144a1b60c47abae94f3492d316b5a",13,2,2,,,,,,,,,,,,,
"56-47-04-88","df0144a1b60c47abae94f3492d316b5a",13,3,2,,,,,,,,,,,,,
"56-47-04-88","df0144a1b60c47abae94f3492d316b5a",14,1,2,,,,,,,,,,,,,
"56-47-04-88","df0144a1b60c47abae94f3492d316b5a",14,2,2,,,,,,,,,,,,,
"56-47-04-88","df0144a1b60c47abae94f3492d316b5a",14,3,2,,,,,,,,,,,,,
"56-47-04-88","df0144a1b60c47abae94f3492d316b5a",15,1,2,,,,,,,,,,,,,
"56-47-04-88","df0144a1b60c47abae94f3492d316b5a",15,2,2,,,,,,,,,,,,,
"56-47-04-88","df0144a1b60c47abae94f3492d316b5a",15,3,2,,,,,,,,,,,,,
"56-48-48-64","e775d95612f14714997bcee17cfd6476",1,1,,,,,,,,,,,,,,
"56-48-48-64","e775d95612f14714997bcee17cfd6476",1,2,,,,,,,,,,,,,,
"56-48-48-64","e775d95612f14714997bcee17cfd6476",1,3,,,,,,,,,,,,,,
"56-48-48-64","e775d95612f14714997bcee17cfd6476",2,1,,,,,,,,,,,,,,
"56-48-48-64","e775d95612f14714997bcee17cfd6476",2,2,,,,,,,,,,,,,,
"56-48-48-64","e775d95612f14714997bcee17cfd6476",2,3,,,,,,,,,,,,,,
"56-48-48-64","e775d95612f14714997bcee17cfd6476",3,1,1,1,2,,0.29,500,"** PHOTO **",1,1,2,,0.32,500,"** PHOTO **"
"56-48-48-64","e775d95612f14714997bcee17cfd6476",3,2,1,,,,,,,1,,,,,,
"56-48-48-64","e775d95612f14714997bcee17cfd6476",3,3,1,,,,,,,1,,,,,,
"56-48-48-64","e775d95612f14714997bcee17cfd6476",4,1,,,,,,,,1,1,1,,0.09,200,"** PHOTO **"
"56-48-48-64","e775d95612f14714997bcee17cfd6476",4,2,,,,,,,,1,,,,,,
"56-48-48-64","e775d95612f14714997bcee17cfd6476",4,3,,,,,,,,1,,,,,,
"56-48-48-64","e775d95612f14714997bcee17cfd6476",5,1,1,1,2,,0.25,500,"** PHOTO **",1,1,6,,302,500,"** PHOTO **"
"56-48-48-64","e775d95612f14714997bcee17cfd6476",5,2,1,,,,,,,1,,,,,,
"56-48-48-64","e775d95612f14714997bcee17cfd6476",5,3,1,,,,,,,1,,,,,,
"56-48-48-64","e775d95612f14714997bcee17cfd6476",6,1,,,,,,,,,,,,,,
"56-48-48-64","e775d95612f14714997bcee17cfd6476",6,2,,,,,,,,,,,,,,
"56-48-48-64","e775d95612f14714997bcee17cfd6476",6,3,,,,,,,,,,,,,,
"56-48-48-64","e775d95612f14714997bcee17cfd6476",7,1,,,,,,,,1,1,2,,0.41,500,"** PHOTO **"
"56-48-48-64","e775d95612f14714997bcee17cfd6476",7,2,,,,,,,,1,,,,,,
"56-48-48-64","e775d95612f14714997bcee17cfd6476",7,3,,,,,,,,1,,,,,,
"56-48-48-64","e775d95612f14714997bcee17cfd6476",8,1,,,,,,,,,,,,,,
"56-48-48-64","e775d95612f14714997bcee17cfd6476",8,2,,,,,,,,,,,,,,
"56-48-48-64","e775d95612f14714997bcee17cfd6476",8,3,,,,,,,,,,,,,,
"56-48-48-64","e775d95612f14714997bcee17cfd6476",9,1,,,,,,,,1,1,1,,0.35,500,"** PHOTO **"
"56-48-48-64","e775d95612f14714997bcee17cfd6476",9,2,,,,,,,,1,,,,,,
"56-48-48-64","e775d95612f14714997bcee17cfd6476",9,3,,,,,,,,1,,,,,,
"56-48-48-64","e775d95612f14714997bcee17cfd6476",10,1,,,,,,,,,,,,,,
"56-48-48-64","e775d95612f14714997bcee17cfd6476",10,2,,,,,,,,,,,,,,
"56-48-48-64","e775d95612f14714997bcee17cfd6476",10,3,,,,,,,,,,,,,,
"56-48-48-64","e775d95612f14714997bcee17cfd6476",11,1,,,,,,,,,,,,,,
"56-48-48-64","e775d95612f14714997bcee17cfd6476",11,2,,,,,,,,,,,,,,
"56-48-48-64","e775d95612f14714997bcee17cfd6476",11,3,,,,,,,,,,,,,,
"56-48-48-64","e775d95612f14714997bcee17cfd6476",12,1,,,,,,,,,,,,,,
"56-48-48-64","e775d95612f14714997bcee17cfd6476",12,2,,,,,,,,,,,,,,
"56-48-48-64","e775d95612f14714997bcee17cfd6476",12,3,,,,,,,,,,,,,,
"56-48-48-64","e775d95612f14714997bcee17cfd6476",13,1,,,,,,,,,,,,,,
"56-48-48-64","e775d95612f14714997bcee17cfd6476",13,2,,,,,,,,,,,,,,
"56-48-48-64","e775d95612f14714997bcee17cfd6476",13,3,,,,,,,,,,,,,,
"56-48-48-64","e775d95612f14714997bcee17cfd6476",14,1,,,,,,,,,,,,,,
"56-48-48-64","e775d95612f14714997bcee17cfd6476",14,2,,,,,,,,,,,,,,
"56-48-48-64","e775d95612f14714997bcee17cfd6476",14,3,,,,,,,,,,,,,,
"56-48-48-64","e775d95612f14714997bcee17cfd6476",15,1,,,,,,,,,,,,,,
"56-48-48-64","e775d95612f14714997bcee17cfd6476",15,2,,,,,,,,,,,,,,
"56-48-48-64","e775d95612f14714997bcee17cfd6476",15,3,,,,,,,,,,,,,,
"56-81-75-32","2e5d0d86ea8c420cb3d6ab357c64f810",1,1,2,,,,,,,2,,,,,,
"56-81-75-32","2e5d0d86ea8c420cb3d6ab357c64f810",1,2,2,,,,,,,2,,,,,,
"56-81-75-32","2e5d0d86ea8c420cb3d6ab357c64f810",1,3,2,,,,,,,2,,,,,,
"56-81-75-32","2e5d0d86ea8c420cb3d6ab357c64f810",2,1,2,,,,,,,2,,,,,,
"56-81-75-32","2e5d0d86ea8c420cb3d6ab357c64f810",2,2,2,,,,,,,2,,,,,,
"56-81-75-32","2e5d0d86ea8c420cb3d6ab357c64f810",2,3,2,,,,,,,2,,,,,,
"56-81-75-32","2e5d0d86ea8c420cb3d6ab357c64f810",3,1,,,,,,,,1,1,2,,0.42,500,"** PHOTO **"
"56-81-75-32","2e5d0d86ea8c420cb3d6ab357c64f810",3,2,,,,,,,,1,1,1,,0.13,200,"** PHOTO **"
"56-81-75-32","2e5d0d86ea8c420cb3d6ab357c64f810",3,3,,,,,,,,1,1,2,,0.35,300,"** PHOTO **"
"56-81-75-32","2e5d0d86ea8c420cb3d6ab357c64f810",4,1,2,,,,,,,1,1,1,,0.09,100,"** PHOTO **"
"56-81-75-32","2e5d0d86ea8c420cb3d6ab357c64f810",4,2,2,,,,,,,1,1,2,,0.28,600,"** PHOTO **"
"56-81-75-32","2e5d0d86ea8c420cb3d6ab357c64f810",4,3,2,,,,,,,1,1,2,,0.48,1000,"** PHOTO **"
"56-81-75-32","2e5d0d86ea8c420cb3d6ab357c64f810",5,1,1,1,1,,0.09,100,"** PHOTO **",1,1,1,,0.16,200,"** PHOTO **"
"56-81-75-32","2e5d0d86ea8c420cb3d6ab357c64f810",5,2,1,1,2,,0.33,500,"** PHOTO **",1,1,2,,0.61,500,"** PHOTO **"
"56-81-75-32","2e5d0d86ea8c420cb3d6ab357c64f810",5,3,1,2,,,,,,1,1,1,,0.19,300,"** PHOTO **"
"56-81-75-32","2e5d0d86ea8c420cb3d6ab357c64f810",6,1,2,,,,,,,2,,,,,,
"56-81-75-32","2e5d0d86ea8c420cb3d6ab357c64f810",6,2,2,,,,,,,2,,,,,,
"56-81-75-32","2e5d0d86ea8c420cb3d6ab357c64f810",6,3,2,,,,,,,2,,,,,,
"56-81-75-32","2e5d0d86ea8c420cb3d6ab357c64f810",7,1,2,,,,,,,1,1,2,,0.9,500,"** PHOTO **"
"56-81-75-32","2e5d0d86ea8c420cb3d6ab357c64f810",7,2,2,,,,,,,1,1,2,,1.7,1000,"** PHOTO **"
"56-81-75-32","2e5d0d86ea8c420cb3d6ab357c64f810",7,3,2,,,,,,,1,2,,,,,
"56-81-75-32","2e5d0d86ea8c420cb3d6ab357c64f810",8,1,2,,,,,,,2,,,,,,
"56-81-75-32","2e5d0d86ea8c420cb3d6ab357c64f810",8,2,2,,,,,,,2,,,,,,
"56-81-75-32","2e5d0d86ea8c420cb3d6ab357c64f810",8,3,2,,,,,,,2,,,,,,
"56-81-75-32","2e5d0d86ea8c420cb3d6ab357c64f810",9,1,2,,,,,,,1,1,1,,0.4,500,"** PHOTO **"
"56-81-75-32","2e5d0d86ea8c420cb3d6ab357c64f810",9,2,2,,,,,,,1,1,2,,0.81,1000,"** PHOTO **"
"56-81-75-32","2e5d0d86ea8c420cb3d6ab357c64f810",9,3,2,,,,,,,1,2,,,,,
"56-81-75-32","2e5d0d86ea8c420cb3d6ab357c64f810",10,1,2,,,,,,,2,,,,,,
"56-81-75-32","2e5d0d86ea8c420cb3d6ab357c64f810",10,2,2,,,,,,,2,,,,,,
"56-81-75-32","2e5d0d86ea8c420cb3d6ab357c64f810",10,3,2,,,,,,,2,,,,,,
"56-81-75-32","2e5d0d86ea8c420cb3d6ab357c64f810",11,1,2,,,,,,,2,,,,,,
"56-81-75-32","2e5d0d86ea8c420cb3d6ab357c64f810",11,2,2,,,,,,,2,,,,,,
"56-81-75-32","2e5d0d86ea8c420cb3d6ab357c64f810",11,3,2,,,,,,,2,,,,,,
"56-81-75-32","2e5d0d86ea8c420cb3d6ab357c64f810",12,1,2,,,,,,,2,,,,,,
"56-81-75-32","2e5d0d86ea8c420cb3d6ab357c64f810",12,2,2,,,,,,,2,,,,,,
"56-81-75-32","2e5d0d86ea8c420cb3d6ab357c64f810",12,3,2,,,,,,,2,,,,,,
"56-81-75-32","2e5d0d86ea8c420cb3d6ab357c64f810",13,1,1,1,5,,27,150,"** PHOTO **",2,,,,,,
"56-81-75-32","2e5d0d86ea8c420cb3d6ab357c64f810",13,2,1,2,,,,,,2,,,,,,
"56-81-75-32","2e5d0d86ea8c420cb3d6ab357c64f810",13,3,1,2,,,,,,2,,,,,,
"56-81-75-32","2e5d0d86ea8c420cb3d6ab357c64f810",14,1,2,,,,,,,1,1,2,,2.6,2000,"** PHOTO **"
"56-81-75-32","2e5d0d86ea8c420cb3d6ab357c64f810",14,2,2,,,,,,,1,1,2,,2.92,2000,"** PHOTO **"
"56-81-75-32","2e5d0d86ea8c420cb3d6ab357c64f810",14,3,2,,,,,,,1,1,2,,1.5,1000,"** PHOTO **"
"56-81-75-32","2e5d0d86ea8c420cb3d6ab357c64f810",15,1,2,,,,,,,2,,,,,,
"56-81-75-32","2e5d0d86ea8c420cb3d6ab357c64f810",15,2,2,,,,,,,2,,,,,,
"56-81-75-32","2e5d0d86ea8c420cb3d6ab357c64f810",15,3,2,,,,,,,2,,,,,,
"56-89-21-48","04e552f499eb4372af86db2a6f9fcfb7",1,1,2,,,,,,,,,,,,,
"56-89-21-48","04e552f499eb4372af86db2a6f9fcfb7",1,2,2,,,,,,,,,,,,,
"56-89-21-48","04e552f499eb4372af86db2a6f9fcfb7",1,3,2,,,,,,,,,,,,,
"56-89-21-48","04e552f499eb4372af86db2a6f9fcfb7",2,1,2,,,,,,,,,,,,,
"56-89-21-48","04e552f499eb4372af86db2a6f9fcfb7",2,2,2,,,,,,,,,,,,,
"56-89-21-48","04e552f499eb4372af86db2a6f9fcfb7",2,3,2,,,,,,,,,,,,,
"56-89-21-48","04e552f499eb4372af86db2a6f9fcfb7",3,1,1,1,2,,0.27,200,"** PHOTO **",,,,,,,
"56-89-21-48","04e552f499eb4372af86db2a6f9fcfb7",3,2,1,2,,,,,,,,,,,,
"56-89-21-48","04e552f499eb4372af86db2a6f9fcfb7",3,3,1,2,,,,,,,,,,,,
"56-89-21-48","04e552f499eb4372af86db2a6f9fcfb7",4,1,2,,,,,,,,,,,,,
"56-89-21-48","04e552f499eb4372af86db2a6f9fcfb7",4,2,2,,,,,,,,,,,,,
"56-89-21-48","04e552f499eb4372af86db2a6f9fcfb7",4,3,2,,,,,,,,,,,,,
"56-89-21-48","04e552f499eb4372af86db2a6f9fcfb7",5,1,2,,,,,,,,,,,,,
"56-89-21-48","04e552f499eb4372af86db2a6f9fcfb7",5,2,2,,,,,,,,,,,,,
"56-89-21-48","04e552f499eb4372af86db2a6f9fcfb7",5,3,2,,,,,,,,,,,,,
"56-89-21-48","04e552f499eb4372af86db2a6f9fcfb7",6,1,2,,,,,,,,,,,,,
"56-89-21-48","04e552f499eb4372af86db2a6f9fcfb7",6,2,2,,,,,,,,,,,,,
"56-89-21-48","04e552f499eb4372af86db2a6f9fcfb7",6,3,2,,,,,,,,,,,,,
"56-89-21-48","04e552f499eb4372af86db2a6f9fcfb7",7,1,2,,,,,,,,,,,,,
"56-89-21-48","04e552f499eb4372af86db2a6f9fcfb7",7,2,2,,,,,,,,,,,,,
"56-89-21-48","04e552f499eb4372af86db2a6f9fcfb7",7,3,2,,,,,,,,,,,,,
"56-89-21-48","04e552f499eb4372af86db2a6f9fcfb7",8,1,2,,,,,,,,,,,,,
"56-89-21-48","04e552f499eb4372af86db2a6f9fcfb7",8,2,2,,,,,,,,,,,,,
"56-89-21-48","04e552f499eb4372af86db2a6f9fcfb7",8,3,2,,,,,,,,,,,,,
"56-89-21-48","04e552f499eb4372af86db2a6f9fcfb7",9,1,2,,,,,,,,,,,,,
"56-89-21-48","04e552f499eb4372af86db2a6f9fcfb7",9,2,2,,,,,,,,,,,,,
"56-89-21-48","04e552f499eb4372af86db2a6f9fcfb7",9,3,2,,,,,,,,,,,,,
"56-89-21-48","04e552f499eb4372af86db2a6f9fcfb7",10,1,2,,,,,,,,,,,,,
"56-89-21-48","04e552f499eb4372af86db2a6f9fcfb7",10,2,2,,,,,,,,,,,,,
"56-89-21-48","04e552f499eb4372af86db2a6f9fcfb7",10,3,2,,,,,,,,,,,,,
"56-89-21-48","04e552f499eb4372af86db2a6f9fcfb7",11,1,2,,,,,,,,,,,,,
"56-89-21-48","04e552f499eb4372af86db2a6f9fcfb7",11,2,2,,,,,,,,,,,,,
"56-89-21-48","04e552f499eb4372af86db2a6f9fcfb7",11,3,2,,,,,,,,,,,,,
"56-89-21-48","04e552f499eb4372af86db2a6f9fcfb7",12,1,2,,,,,,,,,,,,,
"56-89-21-48","04e552f499eb4372af86db2a6f9fcfb7",12,2,2,,,,,,,,,,,,,
"56-89-21-48","04e552f499eb4372af86db2a6f9fcfb7",12,3,2,,,,,,,,,,,,,
"56-89-21-48","04e552f499eb4372af86db2a6f9fcfb7",13,1,1,1,5,,0.02,150,"** PHOTO **",,,,,,,
"56-89-21-48","04e552f499eb4372af86db2a6f9fcfb7",13,2,1,1,5,,0.02,150,"** PHOTO **",,,,,,,
"56-89-21-48","04e552f499eb4372af86db2a6f9fcfb7",13,3,1,2,,,,,,,,,,,,
"56-89-21-48","04e552f499eb4372af86db2a6f9fcfb7",14,1,2,,,,,,,,,,,,,
"56-89-21-48","04e552f499eb4372af86db2a6f9fcfb7",14,2,2,,,,,,,,,,,,,
"56-89-21-48","04e552f499eb4372af86db2a6f9fcfb7",14,3,2,,,,,,,,,,,,,
"56-89-21-48","04e552f499eb4372af86db2a6f9fcfb7",15,1,2,,,,,,,,,,,,,
"56-89-21-48","04e552f499eb4372af86db2a6f9fcfb7",15,2,2,,,,,,,,,,,,,
"56-89-21-48","04e552f499eb4372af86db2a6f9fcfb7",15,3,2,,,,,,,,,,,,,
"56-98-97-09","840d80d072714235a6013a397e1a2115",1,1,2,,,,,,,,,,,,,
"56-98-97-09","840d80d072714235a6013a397e1a2115",1,2,2,,,,,,,,,,,,,
"56-98-97-09","840d80d072714235a6013a397e1a2115",1,3,2,,,,,,,,,,,,,
"56-98-97-09","840d80d072714235a6013a397e1a2115",2,1,2,,,,,,,,,,,,,
"56-98-97-09","840d80d072714235a6013a397e1a2115",2,2,2,,,,,,,,,,,,,
"56-98-97-09","840d80d072714235a6013a397e1a2115",2,3,2,,,,,,,,,,,,,
"56-98-97-09","840d80d072714235a6013a397e1a2115",3,1,1,1,10,,3.57,3500,"** PHOTO **",,,,,,,
"56-98-97-09","840d80d072714235a6013a397e1a2115",3,2,1,1,2,,0.33,500,"** PHOTO **",,,,,,,
"56-98-97-09","840d80d072714235a6013a397e1a2115",3,3,1,2,,,,,,,,,,,,
"56-98-97-09","840d80d072714235a6013a397e1a2115",4,1,1,1,1,,0.05,100,"** PHOTO **",,,,,,,
"56-98-97-09","840d80d072714235a6013a397e1a2115",4,2,1,2,,,,,,,,,,,,
"56-98-97-09","840d80d072714235a6013a397e1a2115",4,3,1,2,,,,,,,,,,,,
"56-98-97-09","840d80d072714235a6013a397e1a2115",5,1,1,1,1,,0.05,1,"** PHOTO **",,,,,,,
"56-98-97-09","840d80d072714235a6013a397e1a2115",5,2,1,1,2,,0.21,500,"** PHOTO **",,,,,,,
"56-98-97-09","840d80d072714235a6013a397e1a2115",5,3,1,2,,,,,,,,,,,,
"56-98-97-09","840d80d072714235a6013a397e1a2115",6,1,2,,,,,,,,,,,,,
"56-98-97-09","840d80d072714235a6013a397e1a2115",6,2,2,,,,,,,,,,,,,
"56-98-97-09","840d80d072714235a6013a397e1a2115",6,3,2,,,,,,,,,,,,,
"56-98-97-09","840d80d072714235a6013a397e1a2115",7,1,2,,,,,,,,,,,,,
"56-98-97-09","840d80d072714235a6013a397e1a2115",7,2,2,,,,,,,,,,,,,
"56-98-97-09","840d80d072714235a6013a397e1a2115",7,3,2,,,,,,,,,,,,,
"56-98-97-09","840d80d072714235a6013a397e1a2115",8,1,2,,,,,,,,,,,,,
"56-98-97-09","840d80d072714235a6013a397e1a2115",8,2,2,,,,,,,,,,,,,
"56-98-97-09","840d80d072714235a6013a397e1a2115",8,3,2,,,,,,,,,,,,,
"56-98-97-09","840d80d072714235a6013a397e1a2115",9,1,1,1,1,,0.81,1000,"** PHOTO **",,,,,,,
"56-98-97-09","840d80d072714235a6013a397e1a2115",9,2,1,1,1,,0.29,500,"** PHOTO **",,,,,,,
"56-98-97-09","840d80d072714235a6013a397e1a2115",9,3,1,2,,,,,,,,,,,,
"56-98-97-09","840d80d072714235a6013a397e1a2115",10,1,2,,,,,,,,,,,,,
"56-98-97-09","840d80d072714235a6013a397e1a2115",10,2,2,,,,,,,,,,,,,
"56-98-97-09","840d80d072714235a6013a397e1a2115",10,3,2,,,,,,,,,,,,,
"56-98-97-09","840d80d072714235a6013a397e1a2115",11,1,2,,,,,,,,,,,,,
"56-98-97-09","840d80d072714235a6013a397e1a2115",11,2,2,,,,,,,,,,,,,
"56-98-97-09","840d80d072714235a6013a397e1a2115",11,3,2,,,,,,,,,,,,,
"56-98-97-09","840d80d072714235a6013a397e1a2115",12,1,2,,,,,,,,,,,,,
"56-98-97-09","840d80d072714235a6013a397e1a2115",12,2,2,,,,,,,,,,,,,
"56-98-97-09","840d80d072714235a6013a397e1a2115",12,3,2,,,,,,,,,,,,,
"56-98-97-09","840d80d072714235a6013a397e1a2115",13,1,1,1,5,,33,1,"** PHOTO **",,,,,,,
"56-98-97-09","840d80d072714235a6013a397e1a2115",13,2,1,1,12,,0.35,350,"** PHOTO **",,,,,,,
"56-98-97-09","840d80d072714235a6013a397e1a2115",13,3,1,1,11,,0.25,1200,"** PHOTO **",,,,,,,
"56-98-97-09","840d80d072714235a6013a397e1a2115",14,1,1,1,1,,1.28,500,"** PHOTO **",,,,,,,
"56-98-97-09","840d80d072714235a6013a397e1a2115",14,2,1,1,2,,1.52,1000,"** PHOTO **",,,,,,,
"56-98-97-09","840d80d072714235a6013a397e1a2115",14,3,1,2,,,,,,,,,,,,
"56-98-97-09","840d80d072714235a6013a397e1a2115",15,1,2,,,,,,,,,,,,,
"56-98-97-09","840d80d072714235a6013a397e1a2115",15,2,2,,,,,,,,,,,,,
"56-98-97-09","840d80d072714235a6013a397e1a2115",15,3,2,,,,,,,,,,,,,
"57-17-70-66","60701ba742df4cac8fec4f99839ce5d5",1,1,,,,,,,,,,,,,,
"57-17-70-66","60701ba742df4cac8fec4f99839ce5d5",1,2,,,,,,,,,,,,,,
"57-17-70-66","60701ba742df4cac8fec4f99839ce5d5",1,3,,,,,,,,,,,,,,
"57-17-70-66","60701ba742df4cac8fec4f99839ce5d5",2,1,,,,,,,,,,,,,,
"57-17-70-66","60701ba742df4cac8fec4f99839ce5d5",2,2,,,,,,,,,,,,,,
"57-17-70-66","60701ba742df4cac8fec4f99839ce5d5",2,3,,,,,,,,,,,,,,
"57-17-70-66","60701ba742df4cac8fec4f99839ce5d5",3,1,1,1,2,,0.36,500,"** PHOTO **",,,,,,,
"57-17-70-66","60701ba742df4cac8fec4f99839ce5d5",3,2,1,1,10,,4,6000,"** PHOTO **",,,,,,,
"57-17-70-66","60701ba742df4cac8fec4f99839ce5d5",3,3,1,,,,,,,,,,,,,
"57-17-70-66","60701ba742df4cac8fec4f99839ce5d5",4,1,1,1,2,,0.23,500,"** PHOTO **",,,,,,,
"57-17-70-66","60701ba742df4cac8fec4f99839ce5d5",4,2,1,,,,,,,,,,,,,
"57-17-70-66","60701ba742df4cac8fec4f99839ce5d5",4,3,1,,,,,,,,,,,,,
"57-17-70-66","60701ba742df4cac8fec4f99839ce5d5",5,1,1,1,2,,0.25,500,"** PHOTO **",,,,,,,
"57-17-70-66","60701ba742df4cac8fec4f99839ce5d5",5,2,1,1,10,,3.6,6000,"** PHOTO **",,,,,,,
"57-17-70-66","60701ba742df4cac8fec4f99839ce5d5",5,3,1,,,,,,,,,,,,,
"57-17-70-66","60701ba742df4cac8fec4f99839ce5d5",6,1,,,,,,,,,,,,,,
"57-17-70-66","60701ba742df4cac8fec4f99839ce5d5",6,2,,,,,,,,,,,,,,
"57-17-70-66","60701ba742df4cac8fec4f99839ce5d5",6,3,,,,,,,,,,,,,,
"57-17-70-66","60701ba742df4cac8fec4f99839ce5d5",7,1,1,1,2,,0.49,500,"** PHOTO **",,,,,,,
"57-17-70-66","60701ba742df4cac8fec4f99839ce5d5",7,2,1,,,,,,,,,,,,,
"57-17-70-66","60701ba742df4cac8fec4f99839ce5d5",7,3,1,,,,,,,,,,,,,
"57-17-70-66","60701ba742df4cac8fec4f99839ce5d5",8,1,,,,,,,,,,,,,,
"57-17-70-66","60701ba742df4cac8fec4f99839ce5d5",8,2,,,,,,,,,,,,,,
"57-17-70-66","60701ba742df4cac8fec4f99839ce5d5",8,3,,,,,,,,,,,,,,
"57-17-70-66","60701ba742df4cac8fec4f99839ce5d5",9,1,,,,,,,,,,,,,,
"57-17-70-66","60701ba742df4cac8fec4f99839ce5d5",9,2,,,,,,,,,,,,,,
"57-17-70-66","60701ba742df4cac8fec4f99839ce5d5",9,3,,,,,,,,,,,,,,
"57-17-70-66","60701ba742df4cac8fec4f99839ce5d5",10,1,,,,,,,,,,,,,,
"57-17-70-66","60701ba742df4cac8fec4f99839ce5d5",10,2,,,,,,,,,,,,,,
"57-17-70-66","60701ba742df4cac8fec4f99839ce5d5",10,3,,,,,,,,,,,,,,
"57-17-70-66","60701ba742df4cac8fec4f99839ce5d5",11,1,,,,,,,,,,,,,,
"57-17-70-66","60701ba742df4cac8fec4f99839ce5d5",11,2,,,,,,,,,,,,,,
"57-17-70-66","60701ba742df4cac8fec4f99839ce5d5",11,3,,,,,,,,,,,,,,
"57-17-70-66","60701ba742df4cac8fec4f99839ce5d5",12,1,,,,,,,,,,,,,,
"57-17-70-66","60701ba742df4cac8fec4f99839ce5d5",12,2,,,,,,,,,,,,,,
"57-17-70-66","60701ba742df4cac8fec4f99839ce5d5",12,3,,,,,,,,,,,,,,
"57-17-70-66","60701ba742df4cac8fec4f99839ce5d5",13,1,,,,,,,,,,,,,,
"57-17-70-66","60701ba742df4cac8fec4f99839ce5d5",13,2,,,,,,,,,,,,,,
"57-17-70-66","60701ba742df4cac8fec4f99839ce5d5",13,3,,,,,,,,,,,,,,
"57-17-70-66","60701ba742df4cac8fec4f99839ce5d5",14,1,,,,,,,,,,,,,,
"57-17-70-66","60701ba742df4cac8fec4f99839ce5d5",14,2,,,,,,,,,,,,,,
"57-17-70-66","60701ba742df4cac8fec4f99839ce5d5",14,3,,,,,,,,,,,,,,
"57-17-70-66","60701ba742df4cac8fec4f99839ce5d5",15,1,,,,,,,,,,,,,,
