"interview__key","y5_hhid","plot_id","cropid","ag4a_01","ag4a_02","ag4a_03","ag4a_04","ag4a_05","ag4a_06","ag4a_08","ag4a_10_1","ag4a_10_2","ag4a_10a_1","ag4a_10a_2","ag4a_10b","ag4a_10c_1","ag4a_10c_2","ag4a_12","ag4a_13_1","ag4a_13_2","ag4a_17","ag4a_18","ag4a_19","ag4a_20","ag4a_21","ag4a_22","ag4a_23","ag4a_24_1","ag4a_24_2","ag4a_25","ag4a_26","ag4a_27","ag4a_28","ag4a_29_1","ag4a_29_2"
"31-80-34-98","1785-001-02",1,41,2,2,1,1,2,"KIENYEJI",2,6,1,6,1,2,0,,,,,2,,1,,1,2,,7,7,,,450,210000,2,
"31-80-34-98","1785-001-02",2,11,1,,,1,2,"KIENYEJI",2,2,2,2,2,2,0,,,,,2,,1,,1,1,4,6,6,,,720,252000,2,
"31-80-34-98","1785-001-02",2,34,1,,,1,2,"MSEREREKO",2,5,1,5,1,2,0,,,,,2,,1,,0.5,1,4,8,9,,,140,70000,2,
"11-59-35-06","1785-001-03",1,11,1,,,1,2,"MBEGU BORA",1,1,1,0,,,1,1,6000,16,2,2,,1,,0.25,2,,7,7,,,540,150000,1,2
"11-59-35-06","1785-001-03",1,22,1,,,1,2,"MBEGU ZA ASILI",2,50,1,50,1,2,0,,,,,2,,1,,0.25,2,,9,9,,,150,45000,1,2
"11-59-35-06","1785-001-03",2,11,2,2,1,1,2,"MBEGU BORA",1,2,1,0,,,2,1,12000,16,2,1,3,1,,0.5,2,,7,7,,,450,150000,1,2
"11-59-35-06","1785-001-03",2,34,2,2,1,1,2,"MBEGU ZA ASILI",2,10,1,10,1,2,0,,,,,1,3,1,,0.5,2,,9,9,,,180,90000,1,2
"11-59-35-06","1785-001-03",2,41,2,1,1,1,2,"MBEGU ZA ASILI",2,10,1,10,1,2,0,,,,,1,3,1,,0.25,2,,6,6,,,108,45000,1,2
"36-49-19-37","1786-001-01",1,11,1,,,2,,"CHAPA TEMBO",1,7,1,0,,,7,1,42000,9,3,2,,1,,6,2,,7,7,,,2700,750000,1,
"36-49-19-37","1786-001-01",2,35,1,,,2,,"MBEGU YA ASILI",2,40,1,40,1,2,0,,,,,2,,1,,3,1,1,8,8,,,2160,2160000,1,2
"61-05-13-10","1798-001-01",1,11,1,,,2,,"ASILI",2,2,1,0,,,2,1,1000,3,1,2,,1,,0.5,2,,7,7,,,162,45000,1,
"61-05-13-10","1798-001-01",3,41,1,,,2,,"ASILI",2,12,1,12,1,2,0,,,,,2,,1,,3.5,2,,7,7,,,682,284000,1,
"61-05-13-10","1798-001-01",4,41,1,,,2,,"ASILI",2,36,1,36,1,2,0,,,,,2,,1,,8.5,2,,7,7,,,2016,840000,1,
"03-94-16-92","1799-001-01",1,11,1,,,2,,"SABA TELE",2,10,1,0,,,10,1,5000,9,2,1,5,1,,1,1,1,6,6,,,540,210000,1,2
"03-94-16-92","1799-001-01",2,11,1,,,1,2,"ILONGA",2,1,2,1,2,2,0,,,,,2,,1,,3.5,2,,7,7,,,648,336000,1,2
"03-94-16-92","1799-001-01",2,13,2,2,4,1,2,"NYEUPE",2,5,1,5,1,2,0,,,,,2,,1,,1,1,2,7,7,,,216,96000,1,2
"03-94-16-92","1799-001-01",3,36,2,1,4,1,2,"NYEKUNDU",2,3,1,0,,,3,1,6000,9,1,2,,1,,0.5,2,,7,7,,,20,60000,1,2
"03-94-16-92","1799-001-01",3,41,1,,,1,2,"NYEUSI",2,10,1,0,,,10,1,5000,9,1,2,,1,,2.75,2,,8,8,,,168,84000,1,2
"03-94-16-92","1799-001-01",4,11,1,,,2,,"ILONGA",2,1,1,1,1,2,0,,,,,2,,1,,0.25,2,,6,6,,,36,12000,1,2
"03-94-16-92","1799-001-01",6,13,1,,,1,2,"NYEUPE",2,10,1,10,1,2,0,,,,,2,,1,,0.7,1,2,8,8,,,198,70000,1,2
"03-94-16-92","1799-001-01",6,41,1,,,1,2,"NYEUSI",2,1,2,1,2,2,0,,,,,2,,1,,3.5,2,,7,7,,,840,420000,1,2
"96-34-88-55","1800-001-01",1,11,1,,,1,3,"KIENYEJI",2,20,1,20,1,2,0,,,,,2,,1,,1,1,2,7,7,,,300,168000,1,2
"96-34-88-55","1800-001-01",1,13,1,,,1,3,"KIENYEJI",2,20,1,20,1,2,0,,,,,2,,1,,1,1,2,7,7,,,300,168000,1,2
"96-34-88-55","1800-001-01",2,41,1,,,2,,"KIENYEJI",2,40,1,40,1,2,0,,,,,1,5,1,,2,1,2,7,7,,,500,350000,1,2
"96-34-88-55","1800-001-01",3,43,1,,,2,,"KIENYEJI",2,40,1,40,1,2,0,,,,,1,5,1,,1,1,6,4,4,,,120,72000,1,2
"96-34-88-55","1800-001-01",4,11,1,,,1,3,"KIENYEJI",2,10,1,10,1,2,0,,,,,2,,1,,1,1,2,7,7,,,300,168000,1,2
"96-34-88-55","1800-001-01",4,34,1,,,1,3,"KIENYEJI",2,5,1,5,1,2,0,,,,,1,5,1,,0.5,1,2,8,8,,,40,30000,1,2
"55-36-84-45","1801-001-01",1,13,1,,,1,2,"MBEGU YA ASILI",2,3,1,3,1,2,0,,,,,2,,1,,1.5,2,,8,8,,,350,175000,1,2
"55-36-84-45","1801-001-01",2,13,1,,,1,2,"MBEGU YA ASILI",2,3,1,3,1,2,0,,,,,2,,1,,3,2,,8,8,,,600,350000,1,2
"55-36-84-45","1801-001-01",3,11,1,,,2,,"MBEGU ZA ASILI",2,2,1,2,1,2,0,,,,,2,,1,,2,2,,8,8,,,432,240000,1,2
"55-36-84-45","1801-001-01",4,11,1,,,2,,"MBEGU ZA ASILI",2,2.5,1,2.5,1,2,0,,,,,2,,1,,1.5,2,,8,8,,,324,180000,1,2
"42-29-89-48","1801-001-04",1,13,1,,,2,,"MBEGU ZA ASILI",2,3,1,3,1,2,0,,,,,2,,1,,2,2,,6,7,,,560,280000,1,
"76-08-90-56","1802-001-01",1,11,1,,,1,2,"SEED-CO",1,3,1,0,,,3,1,36000,16,2,2,,1,,1,2,,7,7,,,378,175000,1,2
"76-08-90-56","1802-001-01",1,32,1,,,1,2,"KUNDEE",1,2,1,0,,,2,1,2400,16,2,2,,1,,1,2,,5,7,,,18,9500,1,2
"76-08-90-56","1802-001-01",2,13,1,,,2,,"YAKIENYEJI",2,18,1,0,,,18,1,18000,9,2,1,1,1,,2,1,4,7,8,,,315,120000,1,2
"76-08-90-56","1802-001-01",3,11,1,,,2,,"KIENYEJI",2,31,1,31,1,2,0,,,,,2,,1,,2,2,,7,7,,,630,245000,1,2
"76-08-90-56","1802-001-01",4,13,1,,,2,,"KIENYEJI",2,36,1,36,1,2,0,,,,,2,,2,4,,,,,,,,,,,
"76-08-90-56","1802-001-01",5,11,1,,,2,,"KIENYEJI",2,10,1,10,1,2,0,,,,,2,,1,,1,2,,7,12,,,378,175000,1,2
"20-12-62-77","1803-001-01",1,41,1,,,2,,"MBEGU YA KIENYEJI",2,20,1,20,1,2,0,,,,,1,5,1,,3,2,,7,7,,,1120,400000,1,
"20-12-62-77","1803-001-01",2,11,1,,,2,,"MBEGU YA KIENYEJI",2,20,1,20,1,2,0,,,,,2,,1,,3,2,,6,6,,,980,420000,1,
"20-12-62-77","1803-001-01",4,11,1,,,2,,"MBEGU YA KIENYEJI",2,10,1,10,1,2,0,,,,,2,,1,,2.5,2,,6,6,,,1260,540000,1,
"11-69-14-70","1804-001-01",1,11,1,,,2,,"MBEGU YA ASILI",2,1,1,1,1,2,0,,,,,2,,1,,0.5,2,,6,6,,,40,400,1,2
"11-69-14-70","1804-001-01",1,34,2,1,1,1,2,"MBEGU YA ASILI",2,1,1,1,1,2,0,,,,,2,,1,,0.25,2,,7,7,,,10,500,1,2
"11-69-14-70","1804-001-01",2,11,2,3,1,1,2,"MBEGU YA ASILI",2,20,2,20,2,2,0,,,,,2,,1,,1.5,2,,6,6,,,365,300,1,2
"11-69-14-70","1804-001-01",2,34,2,2,1,1,2,"MBEGU YA ASILI",2,20,2,20,2,2,0,,,,,2,,1,,0.5,2,,7,7,,,60,500,1,2
"58-47-83-55","1805-001-01",1,11,1,,,1,2,"MBEGU KUBWA",2,1,2,1,2,2,0,,,,,2,,1,,2,2,,7,7,,,126,35000,1,
"58-47-83-55","1805-001-01",1,13,1,,,1,2,"NYEUPE",2,10,1,10,1,2,0,,,,,2,,1,,0.5,1,1,7,7,,,40,12000,1,
"58-47-83-55","1805-001-01",1,41,2,2,4,1,2,"NYEUSI",2,2,1,2,1,2,0,,,,,2,,1,,1,2,,7,7,,,84,35000,1,
"58-47-83-55","1805-001-01",2,11,1,,,1,2,"MBEGU KUBWA",2,1,1,1,1,2,0,,,,,2,,1,,0.2,2,,8,7,,,54,15000,1,
"58-47-83-55","1805-001-01",2,13,1,,,1,2,"MBEGU NYEUPE",2,5,1,0,,,5,1,3000,16,1,2,,1,,0.2,2,,7,7,,,36,12000,1,
"37-48-48-04","1836-001-01",1,11,2,2,1,1,2,"MBEGU ZA ASILI",2,2,1,0,,,2,1,2000,16,1,2,,1,,0.5,2,,6,6,,,20,5000,1,
"37-48-48-04","1836-001-01",1,36,2,1,1,1,2,"MBEGU HA ASILI",2,1,3,0,,,0,,,,,2,,1,,0.25,2,,5,5,,,20,8000,1,
"37-48-48-04","1836-001-01",1,43,2,1,1,1,2,"MBEGU YA ASILI",2,0.25,1,0,,,0,,,,,2,,1,,0.25,2,,5,6,,,20,5000,1,
"93-76-89-48","1837-001-01",2,11,2,2,1,1,2,"MBEGU ZA KIENYEJI",2,20,1,20,1,2,0,,,,,2,,1,,2,1,4,6,6,,,360,120000,1,
"93-76-89-48","1837-001-01",2,14,2,2,1,1,2,"MBEGU ZA KIENYEJI",2,5,1,5,1,2,0,,,,,2,,1,,2,2,,6,6,,,360,90000,1,
"93-76-89-48","1837-001-01",3,11,2,2,1,1,2,"MBEGU ZA KIENYEJI",2,30,1,30,1,2,0,,,,,2,,1,,3,2,,6,6,,,240,60000,1,2
"93-76-89-48","1837-001-01",3,14,2,2,1,1,2,"MBEGU YA KIENYEJI",2,3,1,3,1,2,0,,,,,2,,1,,3,2,,6,6,,,600,150000,1,2
"93-76-89-48","1837-001-01",4,43,1,,,2,,"MBEGU YA KIENYEJI",2,10,1,10,1,2,0,,,,,2,,1,,2,2,,5,5,,,150,300000,1,
"70-84-46-34","1838-001-01",1,11,1,,,1,2,"KIENYEJI",2,5,1,0,,,0,,,,,2,,2,5,,,,,,,,,,,
"70-84-46-34","1838-001-01",1,43,1,,,1,2,"KIENYEJI",2,10,1,10,1,2,0,,,,,2,,1,,1,2,,4,4,,,112,120000,1,
"70-84-46-34","1838-001-01",2,13,1,,,2,,"MESIYA",2,10,1,10,1,2,0,,,,,2,,2,3,,,,,,,,,,,
"26-76-44-68","1839-001-01",2,11,1,,,1,2,"SEEDCO",3,3,1,0,,,3,1,0,1,1,2,,1,,0.2,2,,5,5,,,72,48000,1,
"26-76-44-68","1839-001-01",2,43,1,,,1,2,"KARANGA",2,10,1,0,,,10,1,20000,9,2,1,5,1,,0.2,1,6,4,5,,,80,20000,1,2
"26-76-44-68","1839-001-01",3,11,1,,,2,,"NJANO",2,18,1,18,1,2,0,,,,,1,2,1,,1.75,1,5,6,6,,,220,144000,1,
"65-72-55-00","1840-001-01",1,11,1,,,2,,"MBEGU YA ASILI",2,1,1,1,1,2,0,,,,,2,,1,,0.25,2,,6,6,,,65,15000,1,2
"65-72-55-00","1840-001-01",2,41,1,,,2,,"MBEGJ YA ASILI",2,20,1,20,1,2,0,,,,,1,7,1,,2.5,2,,7,7,,,80,28000,1,
"99-71-08-47","1840-001-03",1,11,1,,,2,,"MBEGU NDEFU",2,20,1,20,1,2,0,,,,,2,,1,,2,1,2,6,6,,,1080,300000,1,2
"49-42-19-85","1841-001-01",1,11,1,,,2,,"ASILI",2,18,1,18,1,2,0,,,,,2,,1,,1.5,2,,6,7,,,864,480000,1,
"49-42-19-85","1841-001-01",3,43,2,2,4,2,,"ASILI",2,12,1,12,1,2,0,,,,,2,,1,,1,1,7,6,7,,,18,100000,1,
"31-86-83-67","1842-001-01",1,11,2,1,1,1,2,"MBEGU YA ASILI",2,7,1,7,1,2,0,,,,,2,,1,,0.25,2,,6,6,,,60,15000,1,2
"31-86-83-67","1842-001-01",1,36,2,2,1,1,2,"MBEGU YA ASILI",2,3,1,3,1,2,0,,,,,2,,1,,0.5,2,,5,5,,,80,40000,1,2
"31-86-83-67","1842-001-01",1,41,2,2,1,1,2,"MBEGU YA ASILI",2,5,1,5,1,2,0,,,,,2,,1,,0.5,2,,3,3,,,120,30000,1,2
"31-86-83-67","1842-001-01",1,43,2,3,1,1,2,"MBEGU YA KARANGA",2,20,2,20,2,2,0,,,,,2,,1,,0.75,2,,3,4,,,480,120000,1,2
"31-86-83-67","1842-001-01",2,11,2,3,1,1,2,"MBEGU YA ASILI",2,20,2,20,2,2,0,,,,,2,,1,,0.75,2,,5,5,,,300,75000,1,2
"31-86-83-67","1842-001-01",2,13,2,1,1,1,2,"MBEGU YA ASILI",2,1,1,0,,,1,1,500,3,1,1,3,1,,0.25,2,,5,5,,,10,2500,1,2
"49-86-16-68","1843-001-01",1,11,1,,,1,2,"STUKA",3,2,1,2,1,3,0,,,,,1,5,1,,1,2,,6,6,,,360,216000,1,2
"49-86-16-68","1843-001-01",1,41,1,,,1,2,"PUNDAMILIA",2,2,1,0,,,2,1,1200,2,1,2,,1,,1,2,,6,6,,,120,35000,1,2
"49-86-16-68","1843-001-01",3,11,1,,,1,2,"STUKA",3,10,1,10,1,3,0,,,,,2,,1,,1,1,2,6,6,,,360,216000,1,2
"49-86-16-68","1843-001-01",3,43,1,,,1,2,"KONGWA",2,5,1,5,1,2,0,,,,,2,,1,,1,1,2,6,6,,,120,180000,1,2
"86-98-06-33","1856-001-01",1,11,1,,,2,,"MBEGU ZA KIENYEJI",2,4,2,0,,,0,,,,,1,7,1,,1,1,2,7,7,,,600,150000,1,
"88-48-03-01","1856-001-04",1,11,1,,,2,,"AKIBA YA MAHINDI ILIYOHIFADHIWA",2,2,2,2,2,2,0,,,,,2,,1,,6,2,,7,7,,,972,270000,1,
"58-38-27-14","1857-001-01",2,34,1,,,1,2,"MSEREGU",2,1,2,1,2,2,0,,,,,1,7,1,,1,1,2,9,9,,,400,240000,1,
"58-38-27-14","1857-001-01",2,95,1,,,2,,"MKULIMA",1,2,1,0,,,1,1,300000,16,5,1,7,1,,1,1,2,4,4,,,5200,2080000,1,
"58-38-27-14","1857-001-01",3,11,1,,,1,2,"MAHINDI",2,6,2,6,2,2,0,,,,,1,3,1,,10,1,2,6,6,,,4000,1600000,1,
"58-38-27-14","1857-001-01",3,34,1,,,1,2,"MSEREGU",2,2,2,2,2,2,0,,,,,2,,1,,3,1,2,9,9,,,800,480000,1,
"58-38-27-14","1857-001-01",3,41,2,1,4,1,2,"ALIZETI",2,1,2,1,2,2,0,,,,,1,7,1,,0.1,1,2,7,7,,,30,10000,1,
"07-82-76-34","1857-001-02",1,11,2,3,1,1,2,"PANNER SEED",1,3,2,0,,,3,2,15000,5,2,2,,1,,2,2,,7,7,,,722,190000,1,
"07-82-76-34","1857-001-02",1,34,2,1,1,1,2,"MBEGU ZA ASILI",2,1,2,0,,,1,2,10000,5,1,2,,1,,2,2,,9,9,,,306,350,1,
"07-82-76-34","1857-001-02",1,41,2,2,1,1,2,"MBEGU YA ASILI",2,2,2,0,,,2,2,8000,5,1,2,,1,,2,2,,9,9,,,672,300,1,
"66-14-13-15","1858-001-01",1,11,2,2,1,1,2,"KAGRI",2,60,1,60,1,2,0,,,,,1,5,1,,7,1,2,7,7,,,2916,810000,1,
"66-14-13-15","1858-001-01",1,33,2,2,3,1,2,"CHOROKO",2,5,1,0,,,5,1,12000,1,1,2,,1,,6,2,,6,6,,,360,300000,1,
"66-14-13-15","1858-001-01",1,34,2,2,4,1,2,"MBAAZI",2,10,1,10,1,2,0,,,,,2,,1,,7,2,,9,9,,,200,160000,1,
"66-14-13-15","1858-001-01",1,101,2,2,4,1,2,"FIWI",2,2,1,2,1,2,0,,,,,2,,1,,6,2,,9,9,,,560,55000,1,
"36-33-35-19","1858-001-09",1,11,2,3,4,1,2,"MBEGU NDEFU",2,80,1,80,1,2,0,,,,,2,,1,,5,1,4,7,7,,,432,120000,1,
"36-33-35-19","1858-001-09",1,41,2,3,4,1,2,"NYEUSI  NDEFU",2,15,1,15,1,2,0,,,,,2,,1,,5,2,,8,8,,,360,150000,1,
"36-33-35-19","1858-001-09",2,11,1,,,1,2,"MBEGU  NDEFU",2,50,1,50,1,2,0,,,,,2,,1,,3,2,,7,7,,,1080,300000,1,
"36-33-35-19","1858-001-09",2,34,1,,,1,2,"MBAAZI",2,20,1,0,,,20,1,6000,2,1,2,,1,,3,2,,9,9,,,320,210000,1,
"70-07-82-73","1859-001-01",1,11,1,,,1,2,"MBEGU ZA ASILI",3,60,1,60,1,3,0,,,,,2,,1,,5.5,2,,7,7,,,648,210000,1,
"70-07-82-73","1859-001-01",1,34,1,,,1,2,"MBEGU FUPI",3,5,1,5,1,3,0,,,,,2,,1,,5,2,,9,10,,,340,180000,1,
"70-07-82-73","1859-001-01",1,41,1,,,1,2,"ZEBRA",4,3,1,0,,,3,1,3000,9,2,1,6,1,,5,2,,7,7,,,126,35000,1,
"15-25-86-88","1860-001-01",1,41,1,,,2,,"MBEGU YA KAWAIDA",2,100,1,100,1,2,0,,,,,1,6,1,,0,1,9,7,7,,,200,80000,1,
"15-25-86-88","1860-001-01",2,41,1,,,2,,"MBEGU YA ASILI",2,60,1,60,1,2,0,,,,,1,6,1,,3,1,9,7,7,,,56,20000,1,
"15-25-86-88","1860-001-01",3,11,1,,,1,2,"MBEGU YA ASILI",2,4,2,4,2,2,0,,,,,1,7,1,,6,1,9,7,7,,,600,240000,1,
"15-25-86-88","1860-001-01",3,34,1,,,1,2,"MBEGU ZA ASILI",2,20,1,20,1,2,0,,,,,1,7,1,,3.5,1,9,7,7,,,200,100000,1,
"15-25-86-88","1860-001-01",4,11,1,,,1,2,"MBEGU ZA KIENYEJI",2,10,1,10,1,2,0,,,,,2,,1,,0.75,2,,6,7,,,60,15000,1,
"15-25-86-88","1860-001-01",4,34,1,,,1,2,"MBEGU YA ASILI",2,1,1,1,1,2,0,,,,,2,,1,,0.75,2,,7,7,,,20,10000,1,
"39-53-93-81","1861-001-01",1,11,1,,,2,,"PANNA",3,1,2,1,2,3,0,,,,,1,7,1,,0.3,1,2,7,7,,,600,240000,1,
"25-77-45-14","1862-001-01",2,11,1,,,2,,"ASILI",2,40,1,40,1,2,0,,,,,2,,1,,5,1,1,7,7,,,1770,450000,1,
"32-28-64-63","1875-001-01",2,12,2,1,4,2,,"MWINURA",2,2,2,0,,,2,2,40000,4,1,2,,1,,0.5,2,,8,6,,,1350,720000,1,
"32-28-64-63","1875-001-01",2,22,2,1,1,2,,"MARANDO",2,1,5,1,5,2,0,,,,,2,,1,,0.25,2,,6,8,,,480,150000,1,
"71-47-50-92","1876-001-04",1,11,2,1,1,2,,"KIENYEJI",2,1,1,0,,,0,,,,,2,,1,,0.2,1,1,5,5,,,40,8000,1,
"71-47-50-92","1876-001-04",2,11,1,,,2,,"KIENYEJI",2,2,1,0,,,0,,,,,2,,1,,1,1,1,5,5,,,100,40000,1,
"18-03-93-66","1913-001-01",1,11,1,,,2,,"SEEDCO",1,2,1,0,,,2,1,12000,16,1,2,,1,,0.2,2,,5,5,,,126,34000,1,2
"72-94-88-22","1916-001-01",1,11,1,,,1,2,"MBEGU ZA ASILI",2,2,1,0,,,2,1,1200,2,1,2,,1,,0.25,2,,5,5,,,36,12000,2,
"72-94-88-22","1916-001-01",1,31,1,,,1,2,"MBEGU ZA ASILI",2,2,1,0,,,2,1,4000,3,1,2,,1,,0.25,2,,3,3,,,15,22500,2,
"72-94-88-22","1916-001-01",3,11,1,,,1,2,"MBEGU ZA ASILI",2,4,1,4,1,2,0,,,,,2,,1,,1,2,,5,5,,,324,108000,1,2
"72-94-88-22","1916-001-01",3,31,2,2,1,1,2,"MBEGU ZA ASILI",2,7,1,0,,,7,1,14000,3,1,1,3,1,,0.5,1,4,3,3,,,60,90000,1,2
"72-94-88-22","1916-001-01",4,11,1,,,1,2,"MBEGU ZA ASILI",2,2,1,2,1,2,0,,,,,2,,1,,0.25,2,,5,5,,,108,36000,1,2
"72-94-88-22","1916-001-01",4,31,1,,,1,2,"MBEGU ZA ASILI",2,3,1,0,,,3,1,6000,2,1,2,,1,,0.25,2,,3,3,,,40,60000,1,2
"15-84-04-21","1918-001-01",1,11,1,,,2,,"BORA",1,16,1,0,,,16,1,96000,16,3,2,,1,,4,2,,5,5,,,5292,1470000,2,
"40-11-03-43","1931-001-01",1,11,1,,,2,,"ASILI",2,1,2,1,2,2,0,,,,,2,,1,,2,2,,5,5,,,756,270000,5,
"51-16-84-33","1932-001-01",1,11,2,2,8,1,2,"KIENYEJI",2,1,2,1,2,2,0,,,,,2,,1,,3,2,,2,3,,,600,252000,1,2
"51-16-84-33","1932-001-01",1,43,2,1,4,1,2,"NYEKUNDU",2,10,1,10,1,2,0,,,,,2,,1,,1,2,,2,2,,,60,84000,1,2
"53-04-56-80","1932-001-02",1,11,2,3,1,1,2,"SEEDCO",1,8,1,0,,,8,1,48000,16,2,2,,1,,2,2,,6,6,,,648,120000,1,2
"53-04-56-80","1932-001-02",1,43,2,1,1,1,2,"NYEUPE",2,18,1,18,1,2,0,,,,,2,,1,,1.5,2,,3,4,,,1080,750000,1,2
"53-04-56-80","1932-001-02",2,12,2,2,4,2,,"KALAMATA",2,280,1,280,1,2,0,,,,,2,,1,,6,2,,5,6,,,7722,3960000,1,2
"55-83-06-85","1932-001-04",1,11,2,3,1,1,2,"MBEGU YA ASILI",2,5,1,5,1,2,0,,,,,2,,1,,2,2,,1,2,,,432,120000,1,2
"55-83-06-85","1932-001-04",1,43,2,1,1,1,2,"MBEGU YA ASILI",2,15,1,0,,,15,1,10000,2,1,2,,1,,2,2,,4,4,,,450,216000,1,2
"55-83-06-85","1932-001-04",2,11,1,,,1,2,"MBEGU YA ASILI",2,3,1,0,,,3,1,2000,2,1,2,,1,,1,2,,2,3,,,216,60000,1,
"55-83-06-85","1932-001-04",2,43,1,,,1,2,"MBEGU YA ASILI",2,3,1,0,,,3,1,10000,16,1,2,,1,,1,2,,4,4,,,135,66000,1,2
"55-83-06-85","1932-001-04",3,11,1,,,1,2,"MBEGU YA ASILI",2,3,1,0,,,3,1,1800,2,1,2,,1,,1,1,4,2,3,,,270,56000,1,2
"55-83-06-85","1932-001-04",3,43,1,,,1,2,"MBEGU YA ASILI",2,4,1,0,,,4,1,10000,2,1,2,,1,,1,2,,4,4,,,255,84000,1,2
"04-39-71-36","1932-001-08",1,11,1,,,2,,"GUNANI",2,1,1,0,,,1,1,500,2,1,2,,1,,0.12,2,,4,3,,,120,42000,1,
"04-39-71-36","1932-001-08",2,11,1,,,1,2,"KAGRI",3,4,1,0,,,4,1,8000,2,1,2,,1,,0.25,1,9,5,5,,,240,84000,1,
"04-39-71-36","1932-001-08",2,32,1,,,1,2,"SEMBE",2,1,1,1,1,2,0,,,,,2,,1,,1,2,,5,6,,,20,20000,1,
"04-39-71-36","1932-001-08",2,43,1,,,1,2,"KIRA",2,5,1,5,1,2,0,,,,,2,,1,,1,2,,6,6,,,90,120000,1,
"41-12-45-18","1933-001-01",3,11,2,3,1,2,,"MBEGU YA ASILI",2,10,1,10,1,2,0,,,,,2,,1,,2,2,,3,4,,,540,150000,1,2
"41-12-45-18","1933-001-01",4,12,1,,,2,,"MBEGU YA ASILI",2,25,1,25,1,2,0,,,,,1,7,1,,0.75,1,2,5,5,,,750,400000,1,2
"74-41-63-53","1934-001-01",1,11,2,2,1,2,,"ASILI",2,2,2,2,2,2,0,,,,,2,,1,,2.5,2,,5,5,,,3024,840000,1,
"74-41-63-53","1934-001-01",1,32,2,1,1,2,,"ASILI",2,5,1,5,1,2,0,,,,,2,,1,,1,2,,5,5,,,120,60000,1,
"74-41-63-53","1934-001-01",1,43,2,1,1,2,,"ASILI",2,2,2,2,2,2,0,,,,,2,,1,,1.5,2,,5,5,,,350,294000,1,
"74-41-63-53","1934-001-01",2,11,2,3,1,2,,"ASILI",2,1,2,1,2,2,0,,,,,1,4,1,,2,2,,5,5,,,648,180000,1,
"74-41-63-53","1934-001-01",2,43,2,1,1,2,,"ASILI",2,1,2,1,2,2,0,,,,,2,,1,,1,2,,5,5,,,150,126000,1,
"66-14-94-18","1935-001-01",1,11,1,,,1,2,"MBEGU BORA",1,4,1,0,,,4,1,24000,16,2,2,,1,,2,2,,4,4,,,432,120000,1,
"66-14-94-18","1935-001-01",1,43,2,2,4,1,2,"MBEGU ZA ASILI",2,10,1,0,,,10,1,20000,2,1,2,,1,,1,2,,3,3,,,210,108000,1,
"66-14-94-18","1935-001-01",2,11,2,3,8,2,,"MBEGU BORA",3,3,1,0,,,3,1,1500,3,1,2,,1,,0.75,2,,4,4,,,216,60000,1,
"28-72-49-68","1935-001-06",1,11,1,,,2,,"MBEGU ZA ASILI",2,250,5,250,5,2,0,,,,,2,,1,,0.25,2,,4,4,,,36,12000,1,
"28-72-49-68","1935-001-06",2,11,1,,,1,2,"MBEGU ZA ASILI",2,3,1,3,1,2,0,,,,,2,,1,,1,2,,4,4,,,216,72000,1,
"28-72-49-68","1935-001-06",2,43,2,2,1,1,2,"MBEGU ZA ASILI",2,5,1,5,1,2,0,,,,,2,,1,,0.5,2,,4,4,,,30,15000,1,
"28-72-49-68","1935-001-06",3,12,1,,,2,,"MBEGU ZA ASILI",2,1,2,1,2,2,0,,,,,2,,1,,0.5,2,,5,5,,,480,200000,1,
"56-51-57-98","1936-001-01",1,22,1,,,2,,"MBEGU YA ASILI (MWEZIMMOJA)",2,4,2,0,,,4,2,5000,2,1,1,5,1,,4,2,,5,6,,,1080,270000,1,
"56-51-57-98","1936-001-01",2,11,2,1,8,2,,"MBEGU BORA DK",1,2,1,0,,,2,1,16000,16,1,1,5,1,,1,2,,6,6,,,324,108000,1,
"56-51-57-98","1936-001-01",3,12,1,,,2,,"MBEGU YA ASILI",2,28,1,28,1,2,0,,,,,2,,1,,1,2,,5,6,,,672,288000,1,
"98-18-22-89","1937-001-02",1,11,2,2,1,1,2,"SEEDCO",3,20,1,20,1,3,0,,,,,2,,1,,2.5,2,,4,4,,,648,180000,2,
"98-18-22-89","1937-001-02",1,32,2,2,1,1,2,"KUNDE",2,2,1,2,1,2,0,,,,,2,,1,,2.5,2,,2,2,,,65,26000,2,
"98-18-22-89","1937-001-02",2,11,1,,,1,2,"SEEDCO",3,18,1,18,1,3,0,,,,,2,,1,,2,2,,4,4,,,432,120000,2,
"98-18-22-89","1937-001-02",2,32,1,,,1,2,"KUNDE",2,3,1,3,1,2,0,,,,,2,,1,,2,2,,1,2,,,28,11200,2,
"98-18-22-89","1937-001-02",2,43,1,,,1,2,"TILA",2,10,1,10,1,2,0,,,,,2,,1,,2,2,,3,3,,,180,90000,2,
"12-92-55-03","1938-001-01",1,11,2,2,1,1,2,"SEEDCO",1,4,1,0,,,4,1,24000,16,2,2,,1,,0.25,2,,12,1,,,324,90000,1,2
"12-92-55-03","1938-001-01",1,31,2,2,1,1,2,"NJANO",2,9,1,4,1,2,5,1,7500,4,2,2,,1,,0.25,2,,1,1,,,80,96000,1,2
"12-92-55-03","1938-001-01",2,11,2,2,1,1,2,"SEEDCO",1,4,1,0,,,4,1,24000,16,2,2,,1,,0.25,2,,12,1,,,216,60000,1,2
"12-92-55-03","1938-001-01",2,31,2,2,1,1,2,"MEKUNDU",2,8,1,0,,,8,1,6400,4,2,2,,1,,0.25,2,,12,1,,,50,40000,1,2
