"interview__key","y5_hhid","cropid","ag10_02_1","ag10_02_2","ag10_02_3","ag10_03","ag10_02_2a","ag10_02_2b","ag10_02_2c","ag10_02_2d","ag10_02_2e","ag10_02_2f","ag10_02_2g","ag10_02_2h","ag10_02_2i","ag10_02_2j","ag10_04_1","ag10_04_2","ag10_05","ag10_06","ag10_07_1","ag10_07_2","ag10_08","ag10_09_1","ag10_09_2","ag10_10_1","ag10_10_2","ag10_11","ag10_12_1a","ag10_12_1b","ag10_12_2a","ag10_12_2b","ag10_13","ag10_14"
"19-84-40-42","8227-001-01",2,"MPUNGA",12,1,2,12,,,,,,,,,,2000,1,2205,2,,,,,,,,,,,,,1,14000
"19-84-40-42","8227-001-01",3,"MPUNGA",12,2,11,12,,,,,,,,,,205,1,2000,2,,,,,,,,,,,,,1,15000
"74-41-92-73","8227-001-03",1,"MAHINDI",11,1,1,11,,,,,,,,,,260,1,270,2,,,,,,,,,,,,,1,4500
"74-41-92-73","8227-001-03",2,"MPUNGA",12,1,8,12,,,,,,,,,,189,1,315,2,,,,,,,,,,,,,1,21000
"74-41-92-73","8227-001-03",3,"MPUNGA",12,2,11,12,,,,,,,,,,116,1,315,2,,,,,,,,,,,,,2,
"48-89-22-75","8228-001-03",1,"MPUNGA",12,2,11,12,,,,,,,,,,42,1,90,2,,,,,,,,,,,,,1,7000
"04-37-85-43","8240-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,320,1,324,2,,,,,,,,,,,,,1,9000
"75-29-65-67","8241-001-01",1,"MPUNGA",12,1,2,12,,,,,,,,,,40,1,80,2,,,,,,,,,,,,,1,1000
"75-29-65-67","8241-001-01",2,"MPUNGA",12,2,11,12,,,,,,,,,,40,1,80,2,,,,,,,,,,,,,2,
"75-29-65-67","8241-001-01",3,"MAHINDI",11,1,1,11,,,,,,,,,,30,1,45,2,,,,,,,,,,,,,1,1200
"75-29-65-67","8241-001-01",4,"MAHINDI",11,2,9,11,,,,,,,,,,15,1,45,2,,,,,,,,,,,,,2,
"66-31-63-61","8244-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,50,1,60,2,,,,,,,,,,,,,1,1500
"66-31-63-61","8244-001-01",2,"MAHINDI",11,2,9,11,,,,,,,,,,8,1,60,2,,,,,,,,,,,,,1,1500
"69-24-30-06","8246-001-01",1,"MAHINDI",11,1,1,11,44,,,,,,,,,80,1,80,2,,,,,,,,,,,,,1,5200
"69-24-30-06","8246-001-01",2,"MCHIKICHI",44,1,3,44,,,,,,,,,,5,2,30,2,,,,,,,,,,,,,2,
"69-24-30-06","8246-001-01",3,"MCHIKICHI",44,2,14,44,,,,,,,,,,25,1,30,2,,,,,,,,,,,,,2,
"52-98-01-08","8260-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,40,1,51,2,,,,,,,,,,,,,1,5100
"52-98-01-08","8260-001-01",2,"MAHINDI",11,2,9,11,,,,,,,,,,10,1,51,2,,,,,,,,,,,,,1,0
"27-65-92-71","8262-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,180,1,200,2,,,,,,,,,,,,,1,35000
"82-86-92-66","8264-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,30,1,40,2,,,,,,,,,,,,,1,4000
"49-43-73-78","8267-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,160,1,177,2,,,,,,,,,,,,,1,14000
"49-43-73-78","8267-001-01",2,"MAHINDI",11,2,11,11,,,,,,,,,,17,1,177,2,,,,,,,,,,,,,2,
"77-57-20-32","8278-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,384,1,480,2,,,,,,,,,,,,,1,34560
"77-57-20-32","8278-001-01",2,"MAHINDI",11,2,9,11,,,,,,,,,,96,1,480,2,,,,,,,,,,,,,2,
"24-46-42-26","8281-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,192,1,240,2,,,,,,,,,,,,,1,19200
"24-46-42-26","8281-001-01",2,"MAHINDI",11,2,9,11,,,,,,,,,,48,1,240,2,,,,,,,,,,,,,1,0
"24-95-76-96","8281-001-07",1,"MAHINDI",11,1,1,11,,,,,,,,,,74,1,93,2,,,,,,,,,,,,,1,9300
"24-95-76-96","8281-001-07",2,"MAHINDI",11,2,9,11,,,,,,,,,,18,1,93,2,,,,,,,,,,,,,1,0
"76-84-55-62","8282-001-01",1,"MAHINDI",11,1,1,11,21,,,,,,,,,600,1,600,2,,,,,,,,,,,,,1,45000
"76-84-55-62","8282-001-01",2,"MUHOGO",21,1,1,71,,,,,,,,,,300,1,500,2,,,,,,,,,,,,,1,20000
"83-35-92-63","8282-001-02",1,"MAHINDI",11,1,1,11,,,,,,,,,,120,1,114,2,,,,,,,,,,,,,1,12000
"97-06-33-25","8282-001-03",1,"MAHINDI",11,1,1,11,,,,,,,,,,290,1,360,2,,,,,,,,,,,,,1,21000
"97-06-33-25","8282-001-03",2,"MAHINDI",11,2,9,11,,,,,,,,,,70,1,360,2,,,,,,,,,,,,,2,
"36-66-06-01","8283-001-02",1,"MAHINDI",11,1,1,11,,,,,,,,,,600,1,675,2,,,,,,,,,,,,,1,101250
"25-22-50-95","8284-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,693,1,770,2,,,,,,,,,,,,,1,30000
"95-10-97-38","8285-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,250,1,300,2,,,,,,,,,,,,,1,18000
"95-10-97-38","8285-001-01",2,"MAHINDI",11,2,9,11,,,,,,,,,,50,1,300,2,,,,,,,,,,,,,2,
"94-59-16-39","8315-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,96,1,120,2,,,,,,,,,,,,,1,8400
"94-59-16-39","8315-001-01",2,"MAHINDI",11,2,9,11,,,,,,,,,,24,1,120,2,,,,,,,,,,,,,2,
"19-74-83-65","8320-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,700,1,51,2,,,,,,,,,,,,,1,3000
"19-74-83-65","8320-001-01",2,"MAHINDI",11,2,9,11,,,,,,,,,,10,1,51,2,,,,,,,,,,,,,1,0
"61-12-23-64","8323-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,200,1,230,2,,,,,,,,,,,,,1,40000
"99-80-42-77","8334-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,294,1,36,2,,,,,,,,,,,,,1,42000
"99-80-42-77","8334-001-01",2,"MAHINDI",11,2,9,11,,,,,,,,,,42,1,336,2,,,,,,,,,,,,,2,
"06-62-00-95","8337-001-01",1,"MPUNGA",12,1,2,12,,,,,,,,,,68,1,98,2,,,,,,,,,,,,,1,13600
"06-62-00-95","8337-001-01",2,"MPUNGA",12,2,11,12,,,,,,,,,,29,1,98,2,,,,,,,,,,,,,1,0
"06-62-00-95","8337-001-01",3,"MAHINDI",11,1,1,11,,,,,,,,,,40,1,50,2,,,,,,,,,,,,,1,4000
"06-62-00-95","8337-001-01",4,"MAHINDI",11,2,11,11,,,,,,,,,,10,1,50,2,,,,,,,,,,,,,1,0
"28-61-87-70","8338-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,600,1,650,2,,,,,,,,,,,,,1,10000
"28-61-87-70","8338-001-01",2,"MPUNGA",12,1,2,12,,,,,,,,,,120,1,200,2,,,,,,,,,,,,,2,
"11-35-47-33","8339-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,150,1,180,2,,,,,,,,,,,,,1,4500
"11-35-47-33","8339-001-01",2,"MAHINDI",11,2,9,11,,,,,,,,,,30,1,180,2,,,,,,,,,,,,,2,
"11-35-47-33","8339-001-01",3,"MPUNGA",12,1,2,12,,,,,,,,,,150,1,200,2,,,,,,,,,,,,,1,10000
"11-35-47-33","8339-001-01",4,"MPUNGA",12,2,11,12,,,,,,,,,,50,1,200,2,,,,,,,,,,,,,2,
"49-43-24-27","8340-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,304,1,380,2,,,,,,,,,,,,,1,47500
"49-43-24-27","8340-001-01",2,"MAHINDI",11,2,9,11,,,,,,,,,,76,1,380,2,,,,,,,,,,,,,2,
"49-43-24-27","8340-001-01",3,"MPUNGA",12,1,2,12,,,,,,,,,,38,1,48,2,,,,,,,,,,,,,1,4800
"49-43-24-27","8340-001-01",4,"MPUNGA",12,2,11,12,,,,,,,,,,10,1,48,2,,,,,,,,,,,,,2,
"13-18-37-56","8353-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,290,1,342,2,,,,,,,,,,,,,1,19000
"13-18-37-56","8353-001-01",2,"MAHINDI",11,2,9,11,,,,,,,,,,52,1,342,2,,,,,,,,,,,,,2,
"93-83-30-35","8355-001-02",1,"MAHINDI",11,1,1,11,,,,,,,,,,280,1,350,2,,,,,,,,,,,,,1,12000
"93-83-30-35","8355-001-02",2,"MAHINDI",11,2,9,11,,,,,,,,,,70,1,350,2,,,,,,,,,,,,,2,
"09-59-03-96","8356-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,380,1,400,2,,,,,,,,,,,,,1,24000
"53-32-03-53","8356-001-07",1,"MAHINDI",11,1,1,11,,,,,,,,,,770,1,770,2,,,,,,,,,,,,,1,45000
"03-68-90-99","8357-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,476,1,476,2,,,,,,,,,,,,,2,
"82-27-98-91","8357-001-04",1,"MAHINDI",11,1,1,11,12,,,,,,,,,1200,1,1200,2,,,,,,,,,,,,,2,
"82-27-98-91","8357-001-04",2,"MPUNGA",12,1,2,12,,,,,,,,,,300,1,324,2,,,,,,,,,,,,,2,
"40-81-26-44","8358-001-01",1,"MTAMA",13,1,1,13,,,,,,,,,,295,1,300,2,,,,,,,,,,,,,1,7500
"31-67-78-91","8360-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,19,1,20,2,,,,,,,,,,,,,1,500
"89-41-43-05","8372-001-01",1,"MPUNGA",12,1,2,12,,,,,,,,,,315,1,405,2,,,,,,,,,,,,,1,13500
"89-41-43-05","8372-001-01",2,"MPUNGA",12,2,11,12,,,,,,,,,,90,1,405,2,,,,,,,,,,,,,2,
"09-25-40-39","8372-001-05",1,"MPUNGA",12,1,2,11,12,43,,,,,,,,480,1,600,2,,,,,,,,,,,,,1,48000
"09-25-40-39","8372-001-05",2,"MAHINDI",11,1,1,11,,,,,,,,,,180,1,200,2,,,,,,,,,,,,,1,12000
"09-25-40-39","8372-001-05",3,"KARANGA",43,1,2,43,,,,,,,,,,64,1,80,2,,,,,,,,,,,,,1,3000
"77-59-31-63","8372-001-30",1,"MPUNGA",12,1,2,12,,,,,,,,,,360,1,450,2,,,,,,,,,,,,,1,8400
"77-59-31-63","8372-001-30",2,"MPUNGA",12,2,11,12,,,,,,,,,,90,1,450,2,,,,,,,,,,,,,2,
"12-62-25-26","8373-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,940,1,960,2,,,,,,,,,,,,,1,27000
"12-62-25-26","8373-001-01",2,"MPUNGA",12,1,2,12,,,,,,,,,,3200,1,4400,2,,,,,,,,,,,,,1,60000
"42-62-13-40","8373-001-05",1,"MPUNGA",12,1,2,12,,,,,,,,,,420,1,560,2,,,,,,,,,,,,,1,14000
"42-62-13-40","8373-001-05",2,"MPUNGA",12,2,11,12,,,,,,,,,,140,1,560,2,,,,,,,,,,,,,2,
"89-62-22-13","8374-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,1760,1,2200,2,,,,,,,,,,,,,2,
"89-62-22-13","8374-001-01",2,"MPUNGA",12,1,2,12,,,,,,,,,,210,1,300,2,,,,,,,,,,,,,2,
"89-62-22-13","8374-001-01",3,"MAHINDI",11,2,9,11,,,,,,,,,,440,1,2200,2,,,,,,,,,,,,,2,
"89-62-22-13","8374-001-01",4,"MPUNGA",12,2,11,12,,,,,,,,,,90,1,90,2,,,,,,,,,,,,,2,
"13-70-69-59","8375-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,280,1,280,2,,,,,,,,,,,,,1,19000
"02-43-32-06","8376-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,108,1,120,2,,,,,,,,,,,,,1,6000
"02-43-32-06","8376-001-01",2,"MTAMA",13,1,1,13,,,,,,,,,,357,1,420,2,,,,,,,,,,,,,1,21000
"02-43-32-06","8376-001-01",3,"MPUNGA",12,1,2,12,,,,,,,,,,4590,1,6375,2,,,,,,,,,,,,,1,85000
"37-71-21-50","8377-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,840,1,840,2,,,,,,,,,,,,,2,
"90-31-32-29","8377-001-03",1,"MAHINDI",11,1,1,11,,,,,,,,,,410,1,415,2,,,,,,,,,,,,,2,
"90-31-32-29","8377-001-03",2,"MPUNGA",12,1,2,12,,,,,,,,,,900,1,1100,2,,,,,,,,,,,,,2,
"42-29-84-54","8378-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,160,1,200,2,,,,,,,,,,,,,1,5500
"42-29-84-54","8378-001-01",2,"MAHINDI",11,2,9,12,,,,,,,,,,40,1,200,2,,,,,,,,,,,,,2,
"42-29-84-54","8378-001-01",3,"KARANGA",43,1,2,43,,,,,,,,,,98,1,120,2,,,,,,,,,,,,,2,
"42-29-84-54","8378-001-01",4,"KARANGA",43,2,16,43,,,,,,,,,,25,1,120,2,,,,,,,,,,,,,2,
"42-29-84-54","8378-001-01",5,"MPUNGA",12,1,2,12,,,,,,,,,,246,1,300,2,,,,,,,,,,,,,1,12500
"42-29-84-54","8378-001-01",6,"MPUNGA",12,2,11,12,,,,,,,,,,54,1,300,2,,,,,,,,,,,,,2,
"86-36-77-81","8379-001-01",1,"MPUNGA",12,1,2,12,,,,,,,,,,920,1,1380,2,,,,,,,,,,,,,1,46000
"86-36-77-81","8379-001-01",2,"MPUNGA",12,2,11,12,,,,,,,,,,460,1,1380,2,,,,,,,,,,,,,2,
"86-36-77-81","8379-001-01",3,"MAHINDI",11,1,1,11,,,,,,,,,,540,1,459,2,,,,,,,,,,,,,1,30000
"86-36-77-81","8379-001-01",4,"MAHINDI",11,2,9,11,,,,,,,,,,61,1,540,2,,,,,,,,,,,,,2,
"86-36-77-81","8379-001-01",5,"KARANGA",43,1,2,43,,,,,,,,,,48,1,180,2,,,,,,,,,,,,,2,
"86-36-77-81","8379-001-01",6,"KARANGA",43,2,16,43,,,,,,,,,,132,1,180,2,,,,,,,,,,,,,2,
"71-62-11-03","8391-001-03",1,"MAHINDI",11,1,1,11,,,,,,,,,,331,1,414,2,,,,,,,,,,,,,1,23000
"71-62-11-03","8391-001-03",2,"MAHINDI",11,2,9,11,,,,,,,,,,83,1,414,2,,,,,,,,,,,,,2,
"71-62-11-03","8391-001-03",3,"MPUNGA",12,1,2,12,,,,,,,,,,315,1,450,2,,,,,,,,,,,,,1,30000
"71-62-11-03","8391-001-03",4,"MPUNGA",12,2,11,12,,,,,,,,,,135,1,450,2,,,,,,,,,,,,,2,
"27-25-01-27","8392-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,45,1,50,2,,,,,,,,,,,,,1,2500
"27-25-01-27","8392-001-01",2,"MPUNGA",12,1,2,12,,,,,,,,,,280,1,400,2,,,,,,,,,,,,,1,10000
"27-25-01-27","8392-001-01",3,"MAHINDI",11,2,9,11,,,,,,,,,,5,1,50,2,,,,,,,,,,,,,2,
"27-25-01-27","8392-001-01",4,"MPUNGA",12,2,11,12,,,,,,,,,,120,1,400,2,,,,,,,,,,,,,2,
"30-99-27-27","8393-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,420,1,640,2,,,,,,,,,,,,,1,24000
"30-99-27-27","8393-001-01",2,"MAHINDI",11,2,9,11,,,,,,,,,,120,1,640,2,,,,,,,,,,,,,2,
"82-29-94-45","8394-001-01",1,"MAHINDI",11,1,1,11,35,43,,,,,,,,4131,1,4360,2,,,,,,,,,,,,,1,23000
"82-29-94-45","8394-001-01",2,"MAHINDI",11,2,9,11,35,43,,,,,,,,229,1,4360,2,,,,,,,,,,,,,2,
"02-89-25-52","8395-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,270,1,324,2,,,,,,,,,,,,,1,18000
"02-89-25-52","8395-001-01",2,"MAHINDI",11,2,9,11,,,,,,,,,,54,1,324,2,,,,,,,,,,,,,2,
"63-66-15-52","8410-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,580,1,600,2,,,,,,,,,,,,,1,15000
"63-66-15-52","8410-001-01",2,"MAHINDI",11,2,9,11,,,,,,,,,,20,1,600,2,,,,,,,,,,,,,2,
"35-76-92-32","8411-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,561,1,590,2,,,,,,,,,,,,,1,24000
"35-76-92-32","8411-001-01",2,"MPUNGA",12,1,1,12,,,,,,,,,,1179,1,2096,2,,,,,,,,,,,,,1,78600
"35-76-92-32","8411-001-01",3,"MAHINDI",11,2,9,11,,,,,,,,,,118,1,590,2,,,,,,,,,,,,,2,
"35-76-92-32","8411-001-01",4,"MPUNGA",12,2,11,12,,,,,,,,,,917,1,2096,2,,,,,,,,,,,,,2,
"08-37-96-26","8412-001-01",1,"MPUNGA",12,1,2,12,,,,,,,,,,1576,1,1970,2,,,,,,,,,,,,,1,13500
"08-37-96-26","8412-001-01",2,"MPUNGA",12,2,11,12,,,,,,,,,,394,1,1970,2,,,,,,,,,,,,,2,
"08-37-96-26","8412-001-01",3,"MAHINDI",11,1,1,11,,,,,,,,,,440,1,550,2,,,,,,,,,,,,,1,24000
"08-37-96-26","8412-001-01",4,"MAHINDI",11,2,9,11,,,,,,,,,,110,1,550,2,,,,,,,,,,,,,2,
"29-90-85-15","8412-001-02",1,"MAHINDI",11,1,1,11,,,,,,,,,,56,1,70,2,,,,,,,,,,,,,1,2000
"29-90-85-15","8412-001-02",2,"MAHINDI",11,2,9,11,,,,,,,,,,14,1,56,2,,,,,,,,,,,,,2,
"29-28-77-93","8413-001-01",1,"MPUNGA",12,1,2,12,,,,,,,,,,864,1,1080,2,,,,,,,,,,,,,1,5600
"29-28-77-93","8413-001-01",2,"MPUNGA",12,2,11,12,,,,,,,,,,216,1,1080,2,,,,,,,,,,,,,2,
"29-28-77-93","8413-001-01",3,"MAHINDI",11,1,1,11,,,,,,,,,,728,1,910,2,,,,,,,,,,,,,1,8400
"29-28-77-93","8413-001-01",4,"MAHINDI",11,2,9,11,,,,,,,,,,182,1,910,2,,,,,,,,,,,,,2,
"53-65-94-75","8414-001-01",1,"MPUNGA",12,1,2,12,,,,,,,,,,1700,1,1800,2,,,,,,,,,,,,,1,90000
"42-07-57-40","8414-001-03",1,"MPUNGA",12,1,2,12,,,,,,,,,,650,1,700,2,,,,,,,,,,,,,1,35000
"42-07-57-40","8414-001-03",2,"MPUNGA",12,2,11,12,,,,,,,,,,50,1,700,2,,,,,,,,,,,,,2,
"03-58-06-43","8415-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,80,1,100,2,,,,,,,,,,,,,1,7000
"03-58-06-43","8415-001-01",2,"MAHINDI",11,2,9,11,,,,,,,,,,20,1,100,2,,,,,,,,,,,,,2,
"03-58-06-43","8415-001-01",3,"MPUNGA",12,1,2,12,,,,,,,,,,60,1,90,2,,,,,,,,,,,,,1,6300
"03-58-06-43","8415-001-01",4,"MPUNGA",12,2,11,12,,,,,,,,,,30,1,90,2,,,,,,,,,,,,,2,
"33-83-90-34","8416-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,480,1,600,2,,,,,,,,,,,,,1,36000
"33-83-90-34","8416-001-01",2,"MAHINDI",11,2,9,11,,,,,,,,,,120,1,600,2,,,,,,,,,,,,,2,
"33-83-90-34","8416-001-01",3,"MPUNGA",12,1,2,12,,,,,,,,,,600,1,750,2,,,,,,,,,,,,,1,22500
"33-83-90-34","8416-001-01",4,"MPUNGA",12,2,11,12,,,,,,,,,,150,1,750,2,,,,,,,,,,,,,2,
"22-94-41-88","8416-001-03",1,"MAHINDI",11,1,1,11,,,,,,,,,,1766,1,2208,2,,,,,,,,,,,,,1,123000
"22-94-41-88","8416-001-03",2,"MAHINDI",11,2,9,11,,,,,,,,,,442,1,2208,2,,,,,,,,,,,,,2,
"22-94-41-88","8416-001-03",3,"MPUNGA",12,1,2,12,,,,,,,,,,2982,1,4260,2,,,,,,,,,,,,,1,456000
"22-94-41-88","8416-001-03",4,"MPUNGA",12,2,11,12,,,,,,,,,,1278,1,4260,2,,,,,,,,,,,,,2,
"81-60-85-71","8417-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,1550,1,1800,2,,,,,,,,,,,,,1,45000
"81-60-85-71","8417-001-01",2,"MAHINDI",11,2,9,11,,,,,,,,,,250,1,1800,2,,,,,,,,,,,,,2,
"81-60-85-71","8417-001-01",3,"MPUNGA",12,1,2,12,,,,,,,,,,2000,1,2600,2,,,,,,,,,,,,,1,60000
"81-60-85-71","8417-001-01",4,"MPUNGA",12,2,11,12,,,,,,,,,,600,1,2600,2,,,,,,,,,,,,,2,
"68-36-25-83","8429-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,460,1,320,2,,,,,,,,,,,,,1,12000
"68-36-25-83","8429-001-01",2,"MAHINDI",11,2,9,11,,,,,,,,,,140,1,460,2,,,,,,,,,,,,,2,
"88-30-56-52","8430-001-02",1,"MAHINDI",11,1,1,11,,,,,,,,,,646,1,680,2,,,,,,,,,,,,,1,56000
"88-30-56-52","8430-001-02",2,"MPUNGA",12,1,2,12,,,,,,,,,,891,1,1320,2,,,,,,,,,,,,,1,69300
"88-30-56-52","8430-001-02",3,"MAHINDI",11,2,9,11,,,,,,,,,,646,1,136,2,,,,,,,,,,,,,2,
"88-30-56-52","8430-001-02",4,"MPUNGA",12,2,11,12,,,,,,,,,,429,1,1320,2,,,,,,,,,,,,,2,
"02-94-58-75","8430-001-04",1,"MPUNGA",12,1,2,12,,,,,,,,,,252,1,336,2,,,,,,,,,,,,,1,14000
"55-28-78-70","8430-001-05",1,"MAHINDI",11,1,1,11,12,22,43,,,,,,,255,1,270,2,,,,,,,,,,,,,1,9000
"55-28-78-70","8430-001-05",2,"MAHINDI",11,2,9,11,12,22,43,,,,,,,15,1,270,2,,,,,,,,,,,,,2,
"55-28-78-70","8430-001-05",3,"MPUNGA",12,1,2,11,12,22,43,,,,,,,549,1,618,2,,,,,,,,,,,,,1,10000
"55-28-78-70","8430-001-05",4,"MPUNGA",12,2,11,11,12,22,43,,,,,,,69,1,618,2,,,,,,,,,,,,,2,
"05-26-99-66","8431-001-01",1,"MPUNGA",12,1,2,12,,,,,,,,,,280,1,400,2,,,,,,,,,,,,,1,56000
"05-26-99-66","8431-001-01",2,"MPUNGA",12,2,11,12,,,,,,,,,,120,1,400,2,,,,,,,,,,,,,2,
"53-79-41-88","8432-001-01",1,"MPUNGA",12,1,2,12,,,,,,,,,,584,1,730,2,,,,,,,,,,,,,1,21000
"53-79-41-88","8432-001-01",2,"MPUNGA",12,2,11,12,,,,,,,,,,146,1,730,2,,,,,,,,,,,,,2,
"51-76-89-73","8433-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,312,1,390,2,,,,,,,,,,,,,1,12600
"51-76-89-73","8433-001-01",2,"MAHINDI",11,2,9,11,,,,,,,,,,78,1,390,2,,,,,,,,,,,,,2,
"54-84-39-33","8434-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,398,1,512,2,,,,,,,,,,,,,1,27000
"54-84-39-33","8434-001-01",2,"MAHINDI",11,2,9,11,,,,,,,,,,114,1,512,2,,,,,,,,,,,,,2,
"23-84-39-38","8434-001-03",1,"MPUNGA",12,1,2,12,,,,,,,,,,630,1,840,1,630,1,840,1,,1,,630000,9,3,9,3,1,35000
"09-35-15-01","8435-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,276,1,340,2,,,,,,,,,,,,,1,17000
"09-35-15-01","8435-001-01",2,"MAHINDI",11,2,9,11,,,,,,,,,,64,2,340,2,,,,,,,,,,,,,2,
"09-35-15-01","8435-001-01",3,"MPUNGA",12,1,2,12,,,,,,,,,,280,1,400,2,,,,,,,,,,,,,1,10000
"09-35-15-01","8435-001-01",4,"MPUNGA",12,2,11,12,,,,,,,,,,120,1,400,2,,,,,,,,,,,,,2,
"56-11-57-35","8436-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,108,1,108,2,,,,,,,,,,,,,1,12000
"56-11-57-35","8436-001-01",2,"MPUNGA",12,1,2,12,,,,,,,,,,525,1,630,2,,,,,,,,,,,,,1,52500
"09-69-32-29","8448-001-01",1,"MAHINDI",11,1,1,11,,,,,,,,,,893,1,1070,2,,,,,,,,,,,,,1,60000
"09-69-32-29","8448-001-01",2,"MAHINDI",11,2,9,11,,,,,,,,,,177,1,1070,2,,,,,,,,,,,,,2,
"09-69-32-29","8448-001-01",3,"MPUNGA",12,1,2,12,,,,,,,,,,1176,1,1512,2,,,,,,,,,,,,,1,39000
"85-90-69-26","8448-001-05",1,"MAHINDI",11,1,1,11,12,22,43,73,,,,,,1349,1,1428,2,,,,,,,,,,,,,1,39500
"85-90-69-26","8448-001-05",2,"MAHINDI",11,2,9,11,12,22,43,73,,,,,,79,1,1428,2,,,,,,,,,,,,,2,
"85-90-69-26","8448-001-05",3,"MPUNGA",12,1,2,11,12,22,43,73,,,,,,189,1,336,2,,,,,,,,,,,,,1,5250
"85-90-69-26","8448-001-05",4,"MPUNGA",12,2,11,11,12,22,43,73,,,,,,147,1,336,2,,,,,,,,,,,,,2,
"08-15-79-09","8449-001-01",1,"MAHINDI",11,1,1,11,12,,,,,,,,,290,1,350,2,,,,,,,,,,,,,2,
"08-15-79-09","8449-001-01",2,"MPUNGA",12,1,2,12,,,,,,,,,,900,1,1855,2,,,,,,,,,,,,,1,12000
"08-15-79-09","8449-001-01",3,"MAHINDI",11,2,9,11,,,,,,,,,,60,1,350,2,,,,,,,,,,,,,2,
"08-15-79-09","8449-001-01",4,"MPUNGA",12,2,11,12,,,,,,,,,,955,1,1855,2,,,,,,,,,,,,,2,
"59-10-88-39","8450-001-01",1,"MAHINDI",11,1,1,11,12,,,,,,,,,45,1,52,2,,,,,,,,,,,,,1,2000
"59-10-88-39","8450-001-01",2,"MPUNGA",12,1,2,12,,,,,,,,,,380,1,750,2,,,,,,,,,,,,,1,9000
"59-10-88-39","8450-001-01",3,"MAHINDI",11,2,9,11,,,,,,,,,,7,1,52,2,,,,,,,,,,,,,2,
"59-10-88-39","8450-001-01",4,"MPUNGA",12,2,11,12,,,,,,,,,,370,1,750,2,,,,,,,,,,,,,2,
"17-48-94-57","8451-001-02",1,"MAHINDI",11,1,1,11,,,,,,,,,,210,1,252,2,,,,,,,,,,,,,1,14000
"17-48-94-57","8451-001-02",2,"MPUNGA",12,1,2,12,,,,,,,,,,126,1,224,2,,,,,,,,,,,,,1,7000
"17-48-94-57","8451-001-02",3,"MPUNGA",12,2,11,12,,,,,,,,,,126,1,224,2,,,,,,,,,,,,,2,
"17-48-94-57","8451-001-02",4,"MAHINDI",11,2,9,11,,,,,,,,,,51,1,252,2,,,,,,,,,,,,,2,
"94-34-92-18","8452-001-01",1,"MAHINDI",11,1,1,11,12,43,,,,,,,,472,1,530,2,,,,,,,,,,,,,2,
"94-34-92-18","8452-001-01",2,"MAHINDI",11,2,9,11,12,43,,,,,,,,58,1,530,2,,,,,,,,,,,,,2,
"94-34-92-18","8452-001-01",3,"MPUNGA",12,1,2,11,12,43,,,,,,,,588,1,1046,2,,,,,,,,,,,,,1,32500
"94-34-92-18","8452-001-01",4,"MPUNGA",12,2,11,11,12,43,,,,,,,,458,1,1046,2,,,,,,,,,,,,,2,
"83-21-82-37","8452-001-03",1,"MPUNGA",12,1,2,12,,,,,,,,,,123,1,176,2,,,,,,,,,,,,,1,6600
